,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
1916-01-01,0.22649721440365114,0.1626433091820182,0.18050794008497661,0.12362001979418835,0.16979660242770633
1917-01-01,0.03269579758968513,-0.712413719972348,-6.824023985351595e-05,-0.3325185722850668,0.019739335067789895
1918-01-01,0.18648614545210598,0.35533862799436694,0.17723213293378448,0.26637330739793996,0.15577857519588015
1919-01-01,0.13982708371401337,0.30105303881934997,0.123571319765797,0.21691740491740705,0.1371664123755908
1920-01-01,0.10623132887955987,-0.4851583993560219,0.06715476550401435,-0.24036239244402305,0.08272631510427776
1921-01-01,0.09157223747633779,0.23178763809271105,0.13802589735802762,0.22100406374722473,0.06015361905066916
1922-01-01,0.14766416069904104,0.38070255623370275,0.1544337537378666,0.29317846899437944,0.0883195289897357
1923-01-01,0.05272979096948946,0.06498359723033356,0.07415226154063045,0.0780435687706069,0.0698197563227599
1924-01-01,0.15345942746926808,0.3625619115577346,0.16263858222093744,0.28198382568959157,0.07424466654521268
1925-01-01,0.18644907535267463,0.39465031888672686,0.18478154238128816,0.29976529604721314,0.13653299021496285
1926-01-01,0.12125933624593173,0.2278324458188761,0.1305474024027529,0.18474781550141733,0.07139681247381227
1927-01-01,0.12909314557113152,0.4522254304004993,0.14971371017686536,0.3445356820823357,0.11088737009770583
1928-01-01,0.1564439337703597,0.4705379285728127,0.1592695704952682,0.35207095767117114,0.16266799512507807
1929-01-01,0.04822193531909562,-0.07095687294441633,0.05924678701309279,-0.0012806576634113687,0.022810671728969813
1930-01-01,-0.08339720618884615,-0.6846117238120449,-0.06330991377249368,-0.2712216402462852,-0.24444065883717847
1931-01-01,-0.42881054516164696,-1.8083214425178538,-0.3081961246563335,-0.6771994239572561,-0.1335177159485364
1932-01-01,0.16853966318972127,-0.3295252647305992,0.13319332971772754,-0.04853280371974734,0.16313036851625556
1933-01-01,0.2745693198944715,0.5704976220570472,0.26532181122167586,0.44947782284680887,0.14468536841475307
1934-01-01,0.2491046385040615,-0.05427284494634705,0.1955640484049171,0.03849435408197747,0.16338781448736714
1935-01-01,0.22814774422864645,0.5299443532220312,0.22858921037698723,0.4161625829791494,0.15552150371306278
1936-01-01,0.20598551344613036,0.4619135400763065,0.1969007441140032,0.35665861068511756,0.11243653576669033
1937-01-01,-0.057256735566240044,-1.0842428309552918,-0.05404828926341808,-0.4216091200778773,0.04852849958622711
1938-01-01,0.10675338271957904,0.3029407092042011,0.11840242598998683,0.2327244989283032,0.06707729926058428
1939-01-01,0.042077029851995976,0.0456540042988177,0.05265292614979491,0.06365028852713288,0.07950425913586598
1940-01-01,-0.0009546233806400625,-0.21988770237070043,0.014348516473098516,-0.06836667135817698,0.029604663270582275
1941-01-01,-0.020250486801479096,-0.2364472402272713,-0.037342506761018725,-0.1333719355687929,-0.01261782983447323
1942-01-01,0.10183883851021047,0.24917245800982585,0.097731233902978,0.17697834629822212,0.047150005409703266
1943-01-01,0.15535375969750814,0.3798216403143035,0.14994594867778577,0.2789200121204682,0.07930878458380113
1944-01-01,0.14030674251747,0.3018251231615568,0.13492064856074468,0.22075091163317756,0.06778446344817002
1945-01-01,0.22358158166180975,0.4695455000159561,0.21556341800969964,0.3721086306700201,0.09311131765485083
1946-01-01,0.06923028871821453,-0.1970168697379814,0.04476144328776716,-0.10100480498676333,0.046003167636493814
1947-01-01,0.13556831634786798,0.09107549234505039,0.1005688350775989,0.0489999876883924,0.12641775819261078
