,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
1915-01-01,0.0,0.0,0.0,0.0,0.0
1916-01-01,0.0,0.0,0.0,0.0,0.0
1917-01-01,0.0,-0.4160289722415048,-6.823558344093428e-05,-0.2495414166834823,0.0
1918-01-01,0.0,-0.0941429824751584,0.0,0.0,0.0
1919-01-01,0.0,0.0,0.0,0.0,0.0
1920-01-01,0.0,-0.32667114805154185,0.0,-0.19378400531026296,0.0
1921-01-01,0.0,-0.12351208424094806,0.0,0.0,0.0
1922-01-01,0.0,0.0,0.0,0.0,0.0
1923-01-01,0.0,0.0,0.0,0.0,0.0
1924-01-01,0.0,0.0,0.0,0.0,0.0
1925-01-01,0.0,0.0,0.0,0.0,0.0
1926-01-01,0.0,0.0,0.0,0.0,0.0
1927-01-01,0.0,0.0,0.0,0.0,0.0
1928-01-01,0.0,0.0,0.0,0.0,0.0
1929-01-01,0.0,-0.06625558389604647,0.0,-0.0012790196770602336,0.0
1930-01-01,-0.07697749792268638,-0.4457212882319148,-0.05954041521900033,-0.2143612500732378,-0.19642612695215778
1931-01-01,-0.35399237834370234,-0.8026298900915216,-0.28110199452848794,-0.5315770213698903,-0.2910795643141709
1932-01-01,-0.22304457223471552,-0.8515484322530182,-0.1706362789785576,-0.5532586324735432,-0.15289023640523958
1933-01-01,0.0,-0.6543638047873641,0.0,-0.18851340406193262,-0.009592806772496743
1934-01-01,0.0,-0.6721567885681191,0.0,-0.15602513684328967,0.0
1935-01-01,0.0,-0.3025438292697762,0.0,0.0,0.0
1936-01-01,0.0,0.0,0.0,0.0,0.0
1937-01-01,-0.054155943055377964,-0.5202094568118725,-0.05127686256308783,-0.2965717609175025,0.0
1938-01-01,0.0,-0.31169335302830004,0.0,-0.08321295532050776,0.0
1939-01-01,0.0,-0.27876613924912685,0.0,-0.02089247911723391,0.0
1940-01-01,-0.0009537129439652903,-0.4087702832406257,0.0,-0.08354729969434449,0.0
1941-01-01,-0.020783327251252093,-0.5218318278985358,-0.03599824215978231,-0.1913928062408521,-0.01246060405289895
1942-01-01,0.0,-0.3631451360534642,0.0,-0.017514071322178082,0.0
1943-01-01,0.0,0.0,0.0,0.0,0.0
1944-01-01,0.0,0.0,0.0,0.0,0.0
1945-01-01,0.0,0.0,0.0,0.0,0.0
1946-01-01,0.0,-0.16458988567229382,0.0,-0.09173875039353496,0.0
1947-01-01,0.0,-0.08088063717955263,0.0,-0.04494086451298451,0.0
1948-01-01,0.0,0.0,0.0,0.0,0.0
1949-01-01,0.0,0.0,0.0,0.0,-0.007055550800575738
1950-01-01,0.0,0.0,0.0,0.0,0.0
1951-01-01,0.0,0.0,0.0,0.0,0.0
1952-01-01,0.0,0.0,0.0,0.0,0.0
1953-01-01,0.0,0.0,0.0,0.0,0.0
1954-01-01,0.0,0.0,0.0,0.0,0.0
1955-01-01,0.0,0.0,0.0,0.0,0.0
1956-01-01,0.0,0.0,-0.0037135525206343223,0.0,-0.04342212109565313
1957-01-01,0.0,-0.17742335765342232,0.0,-0.044695999899913574,0.0
1958-01-01,0.0,0.0,0.0,0.0,0.0
1959-01-01,0.0,0.0,0.0,0.0,0.0
1960-01-01,0.0,-0.010470353605786631,0.0,0.0,0.0
1961-01-01,0.0,0.0,0.0,0.0,0.0
1962-01-01,0.0,-0.18490619197539782,0.0,-0.05441284266303836,0.0
1963-01-01,0.0,0.0,0.0,0.0,0.0
1964-01-01,0.0,0.0,0.0,0.0,0.0
1965-01-01,0.0,0.0,0.0,0.0,0.0
1966-01-01,0.0,-0.1574626992989857,0.0,-0.05718046503368879,-0.0013486369476573001
1967-01-01,0.0,0.0,0.0,0.0,0.0
1968-01-01,0.0,0.0,0.0,0.0,0.0
1969-01-01,-0.037010231256845216,-0.21652898554665978,-0.08100345532306696,-0.18004680931092865,0.0
1970-01-01,0.0,-0.1803496783193944,0.0,-0.026725282216875645,0.0
1971-01-01,0.0,0.0,0.0,0.0,0.0
1972-01-01,0.0,0.0,0.0,0.0,0.0
1973-01-01,0.0,-0.30218658791346253,0.0,-0.1878978324934092,0.0
1974-01-01,0.0,-0.6121783921842083,0.0,-0.3877123383736849,0.0
1975-01-01,0.0,-0.26453792041429924,0.0,-0.03147564019492999,0.0
1976-01-01,0.0,0.0,0.0,0.0,0.0
1977-01-01,0.0,-0.11511941802713943,0.0,-0.06794814143077055,0.0
1978-01-01,0.0,0.0,0.0,-0.0008686978423780856,0.0
1979-01-01,0.0,0.0,0.0,0.0,0.0
1980-01-01,0.0,0.0,0.0,0.0,0.0
1981-01-01,0.0,-0.045465668085675315,0.0,-0.031929766323655406,0.0
1982-01-01,0.0,0.0,0.0,0.0,0.0
1983-01-01,0.0,0.0,0.0,0.0,0.0
1984-01-01,0.0,0.0,0.0,0.0,0.0
1985-01-01,0.0,0.0,0.0,0.0,0.0
1986-01-01,0.0,0.0,0.0,0.0,0.0
1987-01-01,0.0,0.0,0.0,-0.026511181748468227,0.0
1988-01-01,0.0,0.0,0.0,0.0,0.0
1989-01-01,0.0,0.0,0.0,0.0,0.0
1990-01-01,0.0,-0.04402727562700082,0.0,0.0,0.0
1991-01-01,0.0,0.0,0.0,0.0,0.0
1992-01-01,0.0,0.0,0.0,0.0,0.0
1993-01-01,0.0,0.0,0.0,0.0,0.0
1994-01-01,-0.03291386806462615,0.0,-0.0737904604458316,-0.059104568606354047,-0.12709859353497777
1995-01-01,0.0,0.0,0.0,0.0,0.0
1996-01-01,0.0,0.0,0.0,0.0,0.0
1997-01-01,0.0,0.0,0.0,0.0,0.0
1998-01-01,0.0,0.0,0.0,0.0,0.0
1999-01-01,0.0,0.0,0.0,0.0,0.0
2000-01-01,0.0,-0.11082251495204687,0.0,0.0,0.0
2001-01-01,-0.028151006277019386,-0.32381702723853334,-0.0019288302873166074,-0.10640909993153458,0.0
2002-01-01,0.0,-0.5679818203191893,0.0,-0.17192754045698166,0.0
2003-01-01,0.0,-0.3558744431471098,0.0,0.0,0.0
2004-01-01,0.0,-0.18088982678112941,0.0,0.0,0.0
2005-01-01,0.0,-0.0605575187498677,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,-0.6252508554874141,0.0,-0.1635523160595479,0.0
2009-01-01,0.0,-0.3757233927139275,0.0,0.0,-0.03481024010048184
2010-01-01,0.0,-0.19075789719092384,0.0,0.0,0.0
2011-01-01,0.0,-0.1535532669688422,0.0,0.0,0.0
