,GLD_LNG,OIL_LNG,EQ_LNG,US10YB_LNG,RE_LNG,LTB_LNG
1915-01-01,1.0,1.0,1.0,1.0,1.0,1.0
1916-01-01,1.0,2.950777593148573,1.194234686091782,1.055555560106656,1.3437886213628494,1.067037331946406
1917-01-01,1.0,5.931939142229992,0.697397421559848,1.0854464866422433,1.5574805978560071,1.0372375259836446
1918-01-01,1.0,9.553951107512589,1.0818046351602604,1.1921484057385068,1.955881960436389,1.1031663464242145
1919-01-01,1.1036511211438964,9.845649499948866,1.5477638469706558,1.2129562954885331,2.6219950488568626,1.1863617385852985
1920-01-01,1.185891402643996,22.952492300812608,1.0421538346477712,1.3008727085058363,3.5119664932111045,1.1136046634984682
1921-01-01,1.174450057043576,7.279383446484454,1.3565962253194233,1.6292099495987626,3.79212637493341,1.4045348838623828
1922-01-01,1.1835985425261935,6.304425370905553,2.1905410635932285,1.7758018245179636,4.406138132381565,1.6008229882441232
1923-01-01,1.2604236297196072,4.366636378028462,2.3427836140338703,2.027323181952412,5.135608146697003,1.7180832226186638
1924-01-01,1.187029778645568,4.9728166872501935,3.675312003080388,2.277577589279979,5.846140338616203,1.9480894140239486
1925-01-01,1.1812994694228685,6.862867336909103,6.071387138625439,2.5355354763357276,7.297812234581901,2.087209117523409
1926-01-01,1.1801550756224275,8.593728238446712,7.86278477883677,2.888815891585432,7.616704113870418,2.3139401456345157
1927-01-01,1.1812994672887986,4.107002568487401,14.354052778458312,3.1074483509351167,7.9851161537551985,2.489403628504287
1928-01-01,1.183589912247844,3.3265299918937257,27.110635245247977,3.1781662080233724,9.277211270602633,2.5591791588108554
1929-01-01,1.1801550607138849,3.919366987000283,25.314404232758132,3.569843844536296,10.03830077945712,2.7361499997557672
1930-01-01,1.1824443964697025,3.4410845066892244,15.026847679429476,3.7970658062259943,8.596361023315039,2.978974724646571
1931-01-01,0.8069334178294437,1.025217102920987,5.350828518682612,3.844607475042844,6.860250224160784,2.682205130336598
1932-01-01,1.1866933571726976,1.8360556429491663,4.024615732540137,4.3631151868112745,5.256766176407647,3.694270266601948
1933-01-01,1.9214198569382817,1.0886363948786275,9.370416376238028,4.82366978170893,5.7945756303634015,3.664509796279381
1934-01-01,3.334281680938792,2.423626872862084,8.88803727107663,5.428324493378949,5.877166806275495,4.504827499554276
1935-01-01,3.363178734041455,2.2803823865728283,18.90847964090754,5.900196559307188,8.105825737317536,4.932453222456588
1936-01-01,3.368973144733238,2.879350216742638,35.14022626399306,6.196223211962957,9.873323765458407,5.654825520389376
1937-01-01,3.35353237219363,3.3743878579281064,16.85994789737848,6.6606680203989805,11.655790394897947,5.670781471312281
1938-01-01,3.365109537026854,3.094459052265546,24.18725110414057,7.246156475741794,11.381447557103684,6.378982131966089
1939-01-01,3.282578457655673,2.5212195711660037,25.344320868710405,7.81166176354686,13.488741990822232,7.133844019145434
1940-01-01,3.174755346929876,2.5212195711660037,20.775945746230693,8.531844176629397,13.153408598772131,8.051358386808754
1941-01-01,3.174755346929876,3.149193695901639,16.80293740921875,8.210400573912084,12.683339448234593,8.236366450409529
1942-01-01,3.174755346929876,3.431472448551805,22.37922377237525,8.532143277483392,15.490829763073046,8.569102724151916
1943-01-01,3.174755346929876,3.4893856331314552,36.08514176301466,8.943026506042537,21.75073080592849,8.98533602497543
1944-01-01,3.174755346929876,3.547783439072044,51.68496198150754,9.559302676855639,32.88042970366947,9.44019653200512
