,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
GLD_LNG,0.2,0.0,0.12,0.0,0.5505682567980075
OIL_LNG,0.1,0.0,0.065,0.0,0.07995271585616394
EQ_LNG,0.2,1.0,0.2,0.6,5.601406120389801e-17
US10YB_LNG,0.2,0.0,0.4,0.2,0.23105716647448152
RE_LNG,0.1,0.0,0.065,0.0,1.1125269542416882e-16
LTB_LNG,0.2,0.0,0.15,0.2,0.13842186087134686
