,riskparity_nested,uniform
asset_0,0.1304684456195578,0.2
asset_1,0.07365194552804782,0.2
asset_2,0.09886490029687021,0.2
asset_3,0.0694822941653072,0.2
asset_4,0.627532414390217,0.2
