,riskparity_nested,riskparity,riskparity_pylib
asset_0,0.13697265088428215,0.11838477511656398,0.11844313479545797
asset_1,0.149273256024128,0.14931093408101115,0.14927585472329558
asset_2,0.4495274395324538,0.48729808367080024,0.4874696087896969
asset_3,0.1726831457655931,0.1588563528600402,0.15872490161764716
asset_4,0.09154350779354299,0.08614985427158446,0.08608650007390235
