,GLD,COM,SP500,US20YB,ITB
1970-09-03,1.0459695263395166,1.1280870669828165,1.1404786124755293,1.1949039451521195,1.0821717783191143
1970-09-04,1.0430090176268896,1.1443967352402828,1.1609499464477562,1.1954285034452665,1.079660159548808
1970-09-07,1.038616284515134,1.1443059101025654,1.1609499464477562,1.195953292017512,1.079660159548808
1970-09-08,1.0227646633059884,1.1517761467000396,1.1667445230506786,1.1831285589914482,1.0761537206144507
1970-09-09,1.0383307951183924,1.1598689338175694,1.1596267285359905,1.183650500634528,1.0776635745986587
1970-09-10,1.0382483879124307,1.1613793246392585,1.145808042395042,1.1975154182311716,1.081183842781946
1970-09-11,1.042465152414062,1.1586815892953617,1.1518427646726395,1.2025112522842765,1.083704831302354
1970-09-14,1.0452542219120928,1.1932219585227064,1.1391889198982357,1.2120580572229442,1.0852211845472788
1970-09-15,1.0408579740782453,1.1878461670536937,1.119387944074351,1.235423325337535,1.091805913746399
1970-09-16,1.029584887739037,1.1808617170270352,1.131131375394462,1.2733344363642545,1.099445910750712
1970-09-17,1.037778662941077,1.1492487185453057,1.1448713054908204,1.2833425161991403,1.0999498888388592
1970-09-18,1.0362638928429955,1.1688879554180727,1.1539628419101697,1.288695648981389,1.1025063164569588
1970-09-21,1.037612953396293,1.1561335735355858,1.1340379863389622,1.294076275814011,1.106096615117747
1970-09-22,1.0418271371304106,1.175229097231129,1.132563407602973,1.2994788887936002,1.1159164413353693
1970-09-23,1.038874405227262,1.180777730733788,1.1338571416372645,1.2903277070751762,1.1132951522067083
1970-09-24,1.0330602340212143,1.1762408282597505,1.1268457936401888,1.2908765060125598,1.1127575738448963
1970-09-25,1.0329782451137521,1.176953741482335,1.1590465221075537,1.2722115321639815,1.1080803991403307
1970-09-28,1.034325001641581,1.1736344207012763,1.1891796346564196,1.2823169278967828,1.1096171553815837
1970-09-29,1.035672525350404,1.1624683026209408,1.1876679618764758,1.2780692794276105,1.1101210177198724
1970-09-30,1.0378791081797811,1.1629771126747712,1.200036766486043,1.2738337048658706,1.109590346335677
1970-10-01,1.0483931846704027,1.1576746113135812,1.2005108525040376,1.2887683640488177,1.1121663424033186
1970-10-02,1.0396753060988526,1.1717775164886481,1.2243347844471797,1.2893174283751314,1.1147461995580086
1970-10-05,1.0539232581553306,1.18878048272577,1.2619049428565452,1.2947045255572276,1.1215043707793726
1970-10-06,1.0769234904276415,1.1749113931709327,1.272895807908031,1.2952551860320483,1.1240980750647787
1970-10-07,1.0710049885399417,1.1790469814833333,1.2739673142270598,1.290961906805114,1.1214563951881718
1970-10-08,1.0651032604398036,1.1862152867937206,1.2463018867529798,1.2818671700251707,1.1251037806815112
1970-10-09,1.0687890054631122,1.1780282531664992,1.2209725737230626,1.282415141186424,1.1256057860198856
1970-10-12,1.0954311688438991,1.1894267339472044,1.1947569616912168,1.2829633465937837,1.1256057860198856
1970-10-13,1.1018138904567594,1.1686695525998931,1.1915393342234053,1.25968815512805,1.125057745943509
1970-10-14,1.1070349700780515,1.163958744229991,1.1951303465601366,1.2649379251702642,1.1234618670649934
1970-10-15,1.1175888348387792,1.1744860624451805,1.2080954770419612,1.2560460836692748,1.1229170949429055
1970-10-16,1.1133422197762646,1.169361206465324,1.197438487405879,1.2425374011539645,1.118193342698146
1970-10-19,1.1191821991110456,1.1602316055345447,1.1652337726217123,1.238418433091916,1.1207869961235266
1970-10-20,1.1315749609906813,1.1697406127164571,1.1788745719024034,1.2205360714162508,1.1202476187805672
1970-10-21,1.1392540863787732,1.1740660598717587,1.1793449364469235,1.207400831322487,1.117622838981642
1970-10-22,1.1301695581795372,1.1902695728283428,1.171356888160474,1.207931744138453,1.1191728567051347
1970-10-23,1.1509812806960842,1.2134700356609889,1.182221687847611,1.1994596489626672,1.119680254677991
1970-10-26,1.2081376930100158,1.1963992593217634,1.1691441956068416,1.1999887951279167,1.126470488529572
1970-10-27,1.2105105450927112,1.1946798680867354,1.1637187558801794,1.2140450944767733,1.1311835048513985
1970-10-28,1.1801439871372341,1.178150088006282,1.1723066020164765,1.2559964601911773,1.1359167800289638
1970-10-29,1.1617535189139048,1.1623412002149711,1.1702463967653893,1.247121343536092,1.1353595653070365
1970-10-30,1.1011533204769075,1.1520433210242444,1.1670650298477911,1.2951672239792296,1.1454453360692947
1970-11-02,1.118731488647308,1.1555377060263012,1.1742622372760818,1.2957199475915293,1.1448726392324473
1970-11-03,1.1038054127860812,1.155445996684553,1.1941361115343971,1.301134275415096,1.1448726392324473
1970-11-04,1.0654014664149516,1.1729094133554812,1.1988620642671293,1.3016886080898444,1.1528879786539579
1970-11-05,1.0826875868258667,1.1931151345509585,1.1905272861579246,1.3169454017122821,1.1566202141798343
1970-11-06,1.0767650684750507,1.1664684879553815,1.1938303468170572,1.3423400731728063,1.1712606321723926
1970-11-09,1.089775402303279,1.1701833155357089,1.2064931397731253,1.3479037288265814,1.1684627805428478
1970-11-10,1.1087178983974149,1.1688862418213233,1.2098173178403493,1.3484692428776335,1.1700522803755573
1970-11-11,1.0826466359230098,1.1669882433548742,1.2165700736374274,1.3848450125684464,1.1700522803755573
1970-11-12,1.0951055257459978,1.1658935745419237,1.1912923366940418,1.3647862116087435,1.1771376052538738
1970-11-13,1.1111554656340916,1.1611939559053737,1.1691132547041203,1.3602174860481906,1.1842583175679635
1970-11-16,1.1287984829312163,1.138513586772256,1.1653742987353177,1.3607862044339274,1.1903058667658593
1970-11-17,1.0959469345040067,1.1390169774881242,1.171721971884895,1.3819040269371556,1.207642409142262
1970-11-18,1.1105312656261068,1.1353634396568448,1.1525377852817207,1.4404431980169257,1.224061879137938
1970-11-19,1.110443128224073,1.1336923205653202,1.155787490262199,1.5407422681026517,1.257118279009917
1970-11-20,1.110354997817071,1.133009926074429,1.1782789079925449,1.6233015260867556,1.2693963186871668
1970-11-23,1.1073138026018408,1.1319329762293246,1.1928223142426364,1.5580640244283177,1.2520250635427173
1970-11-24,1.0998536582197818,1.1138884774172517,1.2080202682600305,1.5235077349749142,1.2631582270446784
1970-11-25,1.1129910615321152,1.1042102404162843,1.216758615468944,1.5241117155480928,1.2636214646282748
1970-11-26,1.1211799532701758,1.104122604682918,1.216758615468944,1.5247159355637936,1.2636214646282748
1970-11-27,1.1113003016529859,1.1178681689403243,1.2406856024329913,1.5195967297218227,1.2617035000437025
1970-11-30,1.1097352921842498,1.1181715117323865,1.2772604040993685,1.537435089391016,1.2609782721832383
1970-12-01,1.0948900997075803,1.135335173157099,1.2850687917951344,1.5848544592957072,1.2674025535269118
1970-12-02,1.10799465065235,1.1204299061667429,1.31464376653939,1.6274777289559004,1.2762548155923479
1970-12-03,1.1079067145689647,1.1164165351507276,1.3270201948451263,1.6588397607094665,1.2803271904159017
1970-12-04,1.1063445250327388,1.1229872573647097,1.3436331505027277,1.6223964344271975,1.2759599195391553
1970-12-07,1.1033103962764643,1.1063980562443367,1.3579452017583913,1.623020829563378,1.272809604400231
1970-12-08,1.0973385098458248,1.0813553656061985,1.3436449536003234,1.605401821317858,1.2672777336326109
1970-12-09,1.0872756148529383,1.0818477055940272,1.3456408108244893,1.6060231640602503,1.2701347879060523
1970-12-10,1.0722951366326392,1.072702273678301,1.3569554895988045,1.630995310041612,1.2778055424908257
1970-12-11,1.0846802680225713,1.076071896302427,1.367109589748646,1.6625160409020212,1.28067681436341
1970-12-14,1.0851775005274134,1.080023205064713,1.3530664771940657,1.6568730148135888,1.2775157363377294
1970-12-15,1.094426235548549,1.0941875945225619,1.3487402057226796,1.6700367166630663,1.277977744266109
1970-12-16,1.1148452212079805,1.1140637906797266,1.3504382122026035,1.6643882850288532,1.2784399192776168
1970-12-17,1.1106178305038545,1.1112376349741142,1.3599641202352004,1.6462922217804377,1.2740849282069433
1970-12-18,1.1111198126027417,1.1277496522268045,1.3652936263554862,1.5918597123466072,1.2649631228815161
1970-12-21,1.1095560377700426,1.1280536065163211,1.3567108550465898,1.562532755927717,1.25947273073312
1970-12-22,1.1109424708404934,1.1340632607671293,1.359620073639651,1.5397021308293677,1.2623190943409799
1970-12-23,1.1049528799752872,1.1391020859395002,1.3613240980854042,1.540311417849975,1.2711415758324693
1970-12-24,1.0960373327325639,1.128533997819613,1.3766273636913644,1.540920945976095,1.269211869142281
1970-12-25,1.0959503456426645,1.1284444316293096,1.3766273636913644,1.524234127081119,1.269211869142281
1970-12-28,1.0923469472351892,1.1342572930772725,1.3911031256320099,1.4963770070185096,1.266093759962276
1970-12-29,1.0913826309543706,1.130222372933415,1.4212309575628865,1.5025903318101868,1.2725460185979216
1970-12-30,1.0942200122965111,1.1218634732566803,1.4269832085862713,1.497556414599343,1.2730136228603057
1970-12-31,1.0941331694383922,1.1357008822465335,1.4231584385412923,1.498157686482322,1.2734813989465328
1971-01-01,1.0940463334725639,1.135610747255879,1.4231584385412923,1.5328833929702652,1.2734813989465328
1971-01-04,1.091032290128318,1.1489387828963618,1.3921576238559725,1.539201000761043,1.266763380636425
1971-01-05,1.1011764116249039,1.1496414744822634,1.4119024029079152,1.5456047438278069,1.2648444195225608
1971-01-06,1.1010890166716,1.1396241281525374,1.428708413320917,1.5696119282268401,1.265316537128164
1971-01-07,1.0945419064232638,1.127082013379422,1.429523227870843,1.5820340930270969,1.2657888309570484
1971-01-08,1.1014807148712036,1.1407506478626441,1.4235296637849781,1.6005801705996023,1.2722391167336546
1971-01-11,1.1008059959988559,1.1487666683951254,1.416931387499049,1.6193296974598832,1.2763088320337745
1971-01-12,1.1212670090355965,1.161373435431666,1.4396179402088476,1.638300516287778,1.2852268241672877
1971-01-13,1.1463583883534534,1.168263068199606,1.434535108742502,1.676262454816242,1.2929802159077322
1971-01-14,1.1357847050881265,1.1851756337439894,1.441860660514074,1.6769002935175694,1.2946610750250473
1971-01-15,1.1386756256629444,1.1921337903396216,1.448893256735109,1.70940110767166,1.2926810039153769
1971-01-18,1.135600521617813,1.199515903429111,1.4606150208328095,1.7035897109483582,1.2931447388778086
1971-01-19,1.1250783688031474,1.2405666531283672,1.471444657600563,1.7042330082929382,1.2985012051388978
1971-01-20,1.130922252182514,1.2301636298529623,1.4719555315300323,1.7307479194025503,1.3075706257981268
1971-01-21,1.1397549599762808,1.2284242747328815,1.484709389769707,1.7576060656176258,1.3055584194632441
1971-01-22,1.126229277772016,1.2285318428035419,1.5063442265403197,1.7715151148833281,1.3072524529530964
1971-01-25,1.1231722284149164,1.2388925482521294,1.5189257867593797,1.7588549023047193,1.3027800329625083
1971-01-26,1.1349371482200725,1.2367350652180873,1.528688999521554,1.7462652547814645,1.3044723718558542
1971-01-27,1.1303788173541742,1.2226473941442146,1.5061787690792572,1.7469170682046098,1.3061664428450912
1971-01-28,1.1317754674285887,1.230118397713837,1.5162178823871106,1.740991657562151,1.3066274180380217
1971-01-29,1.1287112012260239,1.2511518891769333,1.537436964910737,1.7285481692677769,1.3058545769850014
1971-02-01,1.134562206241569,1.2932576323987897,1.5546327918375304,1.7226783597087763,1.3087862893966888
1971-02-02,1.149361429420472,1.2946271131459273,1.5548319438044333,1.7233263669354382,1.3080111031482147
1971-02-03,1.1702494280063258,1.2835832614545297,1.561158025399223,1.723974617918203,1.3134257891577406
1971-02-04,1.1565489995791494,1.2882998025324888,1.5607111970558707,1.7311338170063517,1.3163683238623947
1971-02-05,1.1549542223222342,1.2756052313307904,1.570602147356356,1.7383174848179512,1.3205645069372642
1971-02-08,1.1578663414013877,1.2807246084843225,1.5873290058283447,1.7455303185816122,1.3297878491521966
1971-02-09,1.171307949939013,1.2956878504264324,1.5891578283604864,1.746183123904745,1.3277257877604625
1971-02-10,1.1787766929927934,1.2974789908775286,1.5851202350696325,1.7337102601146916,1.3319550769844801
1971-02-11,1.1802002264079692,1.3011664280781803,1.601921641164821,1.7343611598353734,1.3349304241654742
1971-02-12,1.1907321566170384,1.3092870472468703,1.618809984287397,1.735012303928174,1.3349304241654742
1971-02-15,1.1814899038220295,1.3091831355764536,1.618809984287397,1.7161375186565013,1.3349304241654742
1971-02-16,1.1844333838921262,1.2875062628753218,1.6262469400308406,1.7103046903231922,1.3455262259971823
1971-02-17,1.1812984739668928,1.2767080675553746,1.6109529641206362,1.7045118213959762,1.3574776029874638
1971-02-18,1.178167963117267,1.2636590192334158,1.589826977969819,1.6923461183803319,1.3656498547222344
1971-02-19,1.1738288074058292,1.266259520820271,1.5629755419254026,1.6739326209613328,1.3622090979712285
1971-02-22,1.1719195110504215,1.2894503799750765,1.5298924225076256,1.6557120802465963,1.3600683021731397
1971-02-23,1.174850809981031,1.2710921951156138,1.541598259911454,1.6438900916927708,1.3643862228383488
1971-02-24,1.1732435848507021,1.2293264063137461,1.5620115278398223,1.6569522612055578,1.370011006096124
1971-02-25,1.1716375836462392,1.2214450527662797,1.5693155829077914,1.6451580753918684,1.367853340674725
1971-02-26,1.1739634612252439,1.2240023183970532,1.562393288456008,1.6457936136999223,1.3695923458466899
1971-03-01,1.1714491222907777,1.2359633047239904,1.5703436729083398,1.6651145491709136,1.3700327827025658
1971-03-02,1.1683330556290779,1.2607138557265558,1.5695715751915695,1.6783083259222522,1.375681872137802
1971-03-03,1.1727687534796292,1.2525256529332676,1.5684757425990894,1.6789505917131882,1.3839705060291174
1971-03-04,1.1726756765944322,1.251392723853931,1.599736986769147,1.6859284089221374,1.388347870225588
1971-03-05,1.1716753145031797,1.2535660369797346,1.6335913981068797,1.699310945117163,1.3967119422452925
1971-03-08,1.1709777447732075,1.2466430128949657,1.6473280601817564,1.751828909681796,1.4131453687049997
1971-03-09,1.1745110636927925,1.2475750380848634,1.6498495545837901,1.8125292951845484,1.4202851097102858
1971-03-10,1.1762336347650693,1.2501574287552577,1.6444105640325697,1.86131953661864,1.4356417111330253
1971-03-11,1.183408461888872,1.2461353377157764,1.6472607273351827,1.847950311654778,1.4237991979334472
1971-03-12,1.1872632854500718,1.2371730157846186,1.653096560042995,1.8486239841209993,1.4296492150847941
1971-03-15,1.1902113728379944,1.2639788223152038,1.6908186997631551,1.8633056594246287,1.4341525270070936
1971-03-16,1.1840249788074968,1.2576514986254068,1.7074734931722544,1.899427114495367,1.4441580463081651
1971-03-17,1.180893099709486,1.235398633676365,1.7043014062182933,1.9361722624050912,1.4514577856762976
1971-03-18,1.182316260629266,1.2617690172808946,1.7065257049336229,1.9662243800879218,1.4504789476341253
1971-03-19,1.1867756336843378,1.254411968558842,1.7003190217800814,2.011875623390022,1.4578195882332765
1971-03-22,1.18211984757497,1.2714706509114058,1.687054233136231,2.0354013453692663,1.454056430494744
1971-03-23,1.1805085447813288,1.2719940816426611,1.6755189253062512,2.013129836800041,1.4475399678756256
1971-03-24,1.180111575901925,1.2735583158962258,1.6533309855145664,1.9910483162754304,1.442433547992424
1971-03-25,1.1794114868717989,1.2638769156315226,1.6528677748724925,1.9617670128034166,1.4264308959216223
1971-03-26,1.178711657400357,1.247801801225486,1.6640199685746053,1.9329068427563998,1.4146510492799413
1971-03-29,1.17407294822347,1.2565663156242182,1.6665517340034206,1.9482575997309062,1.4191172787982833
1971-03-30,1.1694437487133418,1.2465381629289807,1.6740834068572847,1.9342757269048823,1.416843728618517
1971-03-31,1.1723688550689302,1.2466452366440568,1.6756201515596199,1.9203722065648834,1.4038498824722276
1971-04-01,1.1813405175639884,1.2722970450513233,1.6781599061466874,1.89937162544797,1.3962814078351125
1971-04-02,1.1736643437076286,1.2909246811422466,1.6837102632041134,1.8928667045235543,1.386135996231717
1971-04-05,1.1781056362217848,1.2933374234535038,1.691278672385752,1.9079047492101897,1.390527766549667
1971-04-06,1.1780121357744655,1.2896683970587342,1.715307998306328,1.915797911239553,1.3883291667880802
1971-04-07,1.179432797163979,1.2855859076812375,1.731055942321942,1.9164851824763869,1.3717361080408512
1971-04-08,1.1808541981907474,1.3024242477258698,1.734992258669023,1.9171727002641517,1.3450828028581232
1971-04-09,1.1807604796035893,1.302320880722082,1.734992258669023,1.8606855589882325,1.3450828028581232
1971-04-12,1.1806667684544145,1.3417870290857836,1.7613637137263227,1.8471996186139588,1.357039754013182
1971-04-13,1.177541827853147,1.3354858673769714,1.7646482414758307,1.847875700262074,1.3523634436885934
1971-04-14,1.1774483721525237,1.3328226990921246,1.7778741405840597,1.8346473859257177,1.3528210312912883
1971-04-15,1.1767495519553168,1.3207958092829706,1.782892572132846,1.8353215375281702,1.3494422744094494
1971-04-16,1.1790768319071048,1.3041624950282908,1.7817177459097353,1.8153196158113145,1.3435283644856324
1971-04-19,1.1801947384104647,1.2764766060114263,1.7994814585460566,1.768525296701448,1.3288138232082878
1971-04-20,1.1801010721613845,1.2736675891367855,1.785497774005047,1.729370963892321,1.316756877960502
1971-04-21,1.1772806072743869,1.281680361966511,1.776739632368883,1.7365176786041099,1.3209621967463678
1971-04-22,1.1814236273889231,1.2928479956212207,1.783474445451364,1.743726261235046,1.3201882015109754
1971-04-23,1.187998579401802,1.2613070812137253,1.800210292918022,1.744384714656264,1.3169271858091562
1971-04-26,1.1827371002861693,1.2330560358105802,1.7962610773894934,1.7450434167179485,1.3074909055028754
1971-04-27,1.1771844456456317,1.2466690288216,1.8185845339245799,1.765536761098381,1.3054993485004986
1971-04-28,1.19161295441533,1.2506851851313463,1.8246998260124259,1.7595492532043413,1.2876363855044546
1971-04-29,1.2082587938341969,1.2580047193710153,1.8196784602609333,1.760211129883361,1.2954162505156661
1971-04-30,1.2188893575484259,1.2589382313650073,1.7958815250695077,1.7214576921833624,1.2946799932795123
1971-05-03,1.2077118079564775,1.269175274589293,1.772934287579989,1.6518216313606995,1.289080768497811
1971-05-04,1.2345765461184603,1.2669988651849655,1.7899582050020948,1.6524633321914342,1.2823002469108136
1971-05-05,1.2220894364457857,1.261506383948986,1.7894711566433787,1.6407070611756256,1.282791894848735
1971-05-06,1.255271733958983,1.273407801386262,1.7703620511424203,1.653744043772335,1.2857004537977488
1971-05-07,1.2348754269526863,1.2782960095357974,1.7578737728981562,1.6668610511608124,1.292254825146975
1971-05-10,1.2208415227312173,1.2727793727468366,1.7403041217725375,1.6612413057625266,1.2878859087844237
1971-05-11,1.2422979487287615,1.269353275652882,1.7490070056773679,1.6186018546214884,1.27870763185107
1971-05-12,1.2856797818589722,1.2734031203502718,1.7584125377972433,1.5828810070528043,1.2696014301370697
1971-05-13,1.2950544989298847,1.2672743588238728,1.7510957873542974,1.565644505739291,1.2641367863106947
1971-05-14,1.2917814487755588,1.2758821458705423,1.7345865473079316,1.5545103075362312,1.2504536267822124
1971-05-17,1.3106757124497603,1.2757808853827746,1.6828577189275287,1.5261355920865005,1.2392521444249693
1971-05-18,1.3169496745700084,1.267982927769453,1.6874038703010892,1.538250281566161,1.2526170494207491
1971-05-19,1.272094437657527,1.2778362038501603,1.695302748050497,1.609579145428136,1.273231830328015
1971-05-20,1.2908393213023743,1.281898138295043,1.7032194373544727,1.6102137552494906,1.263004427260097
1971-05-21,1.3065559830668774,1.2997265036074401,1.692324608050758,1.6169154298412713,1.2682611156099273
1971-05-24,1.2873552457641486,1.2983638240977704,1.6633676233573538,1.6358816851569014,1.2771264940114615
1971-05-25,1.301469267610906,1.3200802570433177,1.6413077959954467,1.661263072856029,1.2920991656594363
1971-05-26,1.3004131007914226,1.3248407793565617,1.645137495812369,1.6744103901295553,1.2950137228830225
1971-05-27,1.2838007427088296,1.3459263047178012,1.6387298680745708,1.662499095315589,1.2857905209515699
1971-05-28,1.2900074569192694,1.3509451962636236,1.6461833044830267,1.663144944135039,1.2826553711566067
1971-05-31,1.2899050753750692,1.3508379783909044,1.6461833044830267,1.6826678528847219,1.2826553711566067
1971-06-01,1.2929642340038765,1.3532980885936932,1.6648888391318426,1.728120703390219,1.3001567178040878
1971-06-02,1.2802010133002986,1.3311353512105204,1.6900125710730725,1.7482732718362513,1.300648616285546
1971-06-03,1.2722260950803284,1.3486550121043936,1.6915524862653384,1.703406893617803,1.2901623668185866
1971-06-04,1.276834166439765,1.3504715726815348,1.7011311734575116,1.6720745132748838,1.273748427002128
1971-06-07,1.2704430069148105,1.3302607693348711,1.6939428670199828,1.6476184538380674,1.2730392771247596
1971-06-08,1.257794592851258,1.3271837290592936,1.6680031192961804,1.6235589506474393,1.2640075014626362
1971-06-09,1.235847219124369,1.339797991896877,1.6668731618287773,1.6119784941486863,1.2609516923728408
1971-06-10,1.214094741684154,1.385696962951471,1.6783751761625512,1.6126152161302245,1.2590942278732524
1971-06-11,1.2170642807709575,1.3972815460392074,1.692584241483335,1.547761254763114,1.2408312864455497
1971-06-14,1.2138981693746047,1.3778168171094303,1.6639806324109363,1.4964034558408386,1.2297345046539863
1971-06-15,1.2070579495313032,1.3636723477606625,1.667169193038305,1.5196258167540333,1.2418280576779672
1971-06-16,1.2243848666835395,1.4048061597697823,1.6736841833878193,1.520243635678779,1.24117691441266
1971-06-17,1.2350616644527417,1.4044766819338816,1.672885440772286,1.5554660603722408,1.248692659887444
1971-06-18,1.23187212512639,1.3845316683461975,1.6218170889721586,1.5913685337053842,1.2609579939111102
1971-06-21,1.2348617563072528,1.3597540330336984,1.5856371348496356,1.5623718898519543,1.249697939628305
1971-06-22,1.244036805896376,1.3755133081063198,1.5764382450903693,1.5629991852773326,1.2537309910288505
1971-06-23,1.2532450813394584,1.350173277790614,1.6028054360052038,1.5577631917681358,1.2507244578972014
1971-06-24,1.2624865745721099,1.3402389106150676,1.5935572715276356,1.5642542876385617,1.245388964549851
1971-06-25,1.2442615699662132,1.3399197047612614,1.5888838420121756,1.5648823388504016,1.237758347101533
1971-06-28,1.2423015451961053,1.3317268140388934,1.5806503624567128,1.5655106422260525,1.2278792486036172
1971-06-29,1.2294947753460939,1.3265296927548857,1.6154564791407957,1.572032055102833,1.223807527525546
1971-06-30,1.2494391174984898,1.319861102353938,1.6114047786538592,1.5785758837425174,1.227774293497733
1971-07-01,1.2431238406513372,1.332427018055395,1.646541741192257,1.5911068542770972,1.2305989683774023
1971-07-02,1.2622455486376372,1.3380498573773687,1.6464110632762896,1.591741085807791,1.2322765537230806
1971-07-05,1.2505880615109064,1.3379436629442434,1.6464110632762896,1.6043835745699535,1.2322765537230806
1971-07-06,1.255152281684101,1.307011731149637,1.6456204782659147,1.6110520226653053,1.2374231483668843
