,uniform,onlystocks,sixtyforty,riskparity
1970-06-19,0.0051006794100852335,0.013840688233514978,0.011830808129142072,0.001625731152246622
1970-06-22,0.007770748781437794,-0.010836942959987977,0.0020367478802650915,0.004495895111476221
1970-06-23,-0.006305601937390721,-0.051673473385240525,-0.026575869788681924,-0.0014934020444713279
1970-06-24,-0.004033506254672377,-0.021670946147185968,-0.01450380551434344,0.001019796528333157
1970-06-25,0.005700767915853002,0.0012706618461677565,-0.0008713106752087225,0.007192928420230848
1970-06-26,-0.0009650345188730669,-0.015164913315553122,-0.005242120203761466,-0.0016241469716195985
1970-06-29,0.011648629183185918,-0.016122107637934632,0.002554041727084826,0.006320429148219733
1970-06-30,0.005407085910804313,-0.004765912237851616,0.003357716742375096,0.004584495414781093
1970-07-01,0.007010245571938853,0.005935114087850511,0.012658356875236958,0.0022183041314263025
1970-07-02,0.0002605490132037659,-0.0006281900726463187,-0.00014032939725745031,5.47911637538713e-05
1970-07-03,0.0068535590864514506,0.0,0.008163903317917214,0.0003650852540169377
1970-07-06,-0.003174247546873102,-0.03235688780541972,-0.013678005888629243,-0.002168229194864904
1970-07-07,-0.008081534640876563,-0.015642887432637205,-0.014236447115087644,-0.0027842824936232364
1970-07-08,0.009385717188411082,0.04726743674307144,0.023660786187160027,0.00466399469860188
1970-07-09,0.001001717485319344,0.028143240438558096,0.010658621955348849,0.0010635043700953175
1970-07-10,0.0032910464981961676,0.010343294682178272,0.006397332753386082,0.00212973656560861
1970-07-13,0.0030598271869531177,0.0026000854746332193,0.003963193844441264,0.0021006221695187947
1970-07-14,-0.0031791925765435277,-0.0035794495458714493,2.6843076856527497e-05,-0.0018492107103006024
1970-07-15,0.008322643615437424,0.02122629242326569,0.015007956898613263,0.004887897752438282
1970-07-16,0.005847376608155969,0.028585466897784306,0.016585715743250233,0.0005614730403603811
1970-07-17,0.004195857889760802,0.03408242838376025,0.017817355423833354,-0.0009424616061620129
1970-07-20,-0.0017625721989719856,0.0024884717141909125,0.0009818884841147888,-0.0009357282053368226
1970-07-21,-0.0024255987871479316,-0.02134864947399009,-0.010851093462003131,4.217010337751091e-05
1970-07-22,0.01567593548183128,0.0012179532891413204,0.013627021358011896,0.008693808392172087
1970-07-23,0.0026576684528895837,0.024488230538108703,0.011244576758946419,-0.0009160822701223565
1970-07-24,-0.004752552665726567,-0.0047163977812243775,-0.004290155008619107,-0.004258967281865062
1970-07-27,-0.009138366541470927,-0.0044677744160508915,-0.00981452931939216,-0.0035754456954481934
1970-07-28,-0.0017869235300288948,0.00300194087221135,0.0029433191455410846,-0.0020712588514639444
1970-07-29,0.0037327742534467557,0.006816778486061309,0.004501604727869819,0.0028619668936817593
1970-07-30,-0.0005149571358772624,0.0006888986799228086,0.0007723370302657733,-0.00040839876106528005
1970-07-31,-0.0010874108829665267,-0.0005919372035438928,-0.0012902407517448955,-0.0010410578023401173
1970-08-03,-0.004664918568099839,-0.02718980013112728,-0.017111858020230915,-0.0019362049021679636
1970-08-04,-0.0015200748784567903,0.004316027679914369,-0.00024586003772273925,-0.0004177024202512597
1970-08-05,-0.0025968111204384774,-0.00033859617358355707,-0.0007657593658518085,-0.00272616479973572
1970-08-06,-0.0021704275940908407,-0.0026775220766382703,-0.0030909519577832865,-0.0010655836922779751
1970-08-07,-0.002841619809356864,0.005083448246736527,-0.0008369143337165702,-0.003741143520326589
1970-08-10,-0.009077507888619071,-0.028834880133047653,-0.01957583161294845,-0.004321489073546553
1970-08-11,-0.0030449078665631944,-0.010154002193263642,-0.0074766470913700984,0.0008849002725483325
1970-08-12,0.0009499759896198091,-0.010743744087026556,-0.006513400048860226,0.0038038878549118806
1970-08-13,-0.009850387773708355,-0.01789383557981037,-0.018547697531160163,-0.0059551850639899115
1970-08-14,0.0009355591385333166,0.011032194483268054,0.002087226997132566,0.0023969781616839845
1970-08-17,0.019622287062699455,0.0038954354232801913,0.005211115641445368,0.022681821224313052
1970-08-18,-0.00354049708707021,0.022498447383787822,0.016259113474428096,-0.006548733335549782
1970-08-19,0.013019588062782429,0.019479038105495405,0.012354561031476315,0.013676281104751964
1970-08-20,0.007721536758612952,0.022279437389639497,0.01858870710192625,0.00426339756534188
1970-08-21,0.012872758092944055,0.03464478897512376,0.03321973137143436,0.0053454564475962285
1970-08-24,0.012676751198044633,0.04222426915897026,0.027938046752085555,0.006503630493290831
1970-08-25,0.008483726661096818,0.0031209551492539385,0.0021020670603064074,0.00884229878823314
1970-08-26,-0.0039925591073273455,0.0021346964614298728,0.0002566272102613861,-0.005604958106022395
1970-08-27,0.005271842123092736,-0.003291346547729641,-0.001859767409006116,0.003442924399255821
1970-08-28,0.004505638351915955,0.01879883452705946,0.012552871735950075,0.0035771282133757985
1970-08-31,0.00040042669548069084,-0.00845643890257602,-0.0033120430789467903,0.0014320743755579994
1970-09-01,-0.005500453957894609,-0.014262878522056795,-0.007892788410925253,-0.006062001598302521
1970-09-02,0.0041267479478623486,0.0001677059173942424,0.00045987944092399285,0.0024567838234511967
1970-09-03,0.01099731698461092,0.02707917154805594,0.017871697171002943,0.007160760853016973
1970-09-04,0.005757473098199231,0.017631615534368695,0.010656577307847628,0.004372539041110125
1970-09-07,-0.0007732958286590318,0.0,8.060509835811379e-05,2.2404118841280564e-05
1970-09-08,-0.00324808127373464,0.00496598723164614,0.0005299759137000059,-0.0005648762675135722
1970-09-09,0.003498191404100231,-0.006137431281191456,-0.0034947575893514355,0.0019579988193989327
1970-09-10,0.0005317219958646074,-0.012059069847428116,-0.00472298223708975,0.0019363429831866616
