,uniform,onlystocks,sixtyforty,riskparity
1982-08-06,-0.3748660767704115,-0.49835162505743,-0.29606130338137926,-0.36905853057111204
1982-08-09,-0.3821638258419845,-0.5044854878693898,-0.29711320934945973,-0.37639812466346734
1982-08-10,-0.3850151231087636,-0.5068320493807215,-0.29924521822303296,-0.37972900202423276
1982-08-11,-0.37909175711029386,-0.5091727798057957,-0.2913720232256768,-0.3730619574855105
1982-08-12,-0.36310598813723216,-0.5109337651705541,-0.27523546349319805,-0.3617584618176125
1982-08-13,-0.34307104657569787,-0.497317099032188,-0.25003486461847924,-0.3455050250916609
1982-08-16,-0.31412122573666224,-0.4950338029961241,-0.21185711345041047,-0.32859652077024903
1982-08-17,-0.29276077122169375,-0.44705099577932816,-0.16220501299515366,-0.3074800655923954
1982-08-18,-0.28026687363152947,-0.4521655080572303,-0.16629055537056447,-0.2988766545397109
1982-08-19,-0.25724594257723565,-0.44595083593127427,-0.1401907308352458,-0.2828471574511102
1982-08-20,-0.24966005059046326,-0.4068148308000876,-0.1277919645669925,-0.27680254674254445
1982-08-23,-0.22918916488244412,-0.3744287392430089,-0.09034809445013892,-0.25909011999248643
1982-08-24,-0.20769765055732636,-0.3826671709526759,-0.09944461929031523,-0.2481308904884949
1982-08-25,-0.22221610944877102,-0.3588488179724795,-0.08868161562701704,-0.2499682774933757
1982-08-26,-0.22365554987305936,-0.3483218573361323,-0.10471258842234843,-0.25412419496594263
1982-08-27,-0.22655370535796826,-0.364204018383921,-0.1184614510660481,-0.2629455479407723
1982-08-30,-0.2219315307777603,-0.35828293267561784,-0.10848328830247578,-0.26150501682102856
1982-08-31,-0.2250580796180287,-0.33815558908437415,-0.08589362550987689,-0.2630947502409331
1982-09-01,-0.22345243265250148,-0.35216285413226656,-0.08872759622584858,-0.26112004335913075
1982-09-02,-0.19504992545787858,-0.3298634536153321,-0.053015252774969546,-0.23662360254726322
1982-09-03,-0.15648827737111182,-0.30328911115029433,-0.032431537893262696,-0.21771201944146645
1982-09-06,-0.1576073812728801,-0.30328911115029433,-0.03668371848297569,-0.21795360140443576
1982-09-07,-0.14018213246141742,-0.31822257463260584,-0.05079104553638958,-0.21324700317333267
1982-09-08,-0.1562232201648004,-0.3089525994695115,-0.04587697791961187,-0.21928804568570903
1982-09-09,-0.16928792300807116,-0.311608541332532,-0.06735519371081977,-0.22925941847018416
1982-09-10,-0.19326263920769482,-0.3229502765051041,-0.06710682737441154,-0.24952273028788807
1982-09-13,-0.1896953459678068,-0.3087890618830835,-0.04807311878375986,-0.245255440330718
1982-09-14,-0.1851451071746364,-0.2991187741958855,-0.04549215752271041,-0.24733960238349106
1982-09-15,-0.1850525350485378,-0.28562452752627787,-0.03341741495199346,-0.24354984093657317
1982-09-16,-0.17743177616282202,-0.29165842621493954,-0.031068178165865157,-0.2378314845336129
1982-09-17,-0.18200622132653388,-0.30567787338437025,-0.037225872496727264,-0.24793739785374025
1982-09-20,-0.17463086176831666,-0.3061862048076933,-0.011786707929403062,-0.24230624415165902
1982-09-21,-0.15936048736050945,-0.27939900094340453,0.0,-0.23245229271238133
