,Year,Month,Day,asset_0,asset_1,asset_2,asset_3,asset_4
0,2020.0,4.0,1.0,0.15292691179502121,0.11256329036568789,0.19359371321634453,0.16760397734703283,0.37331210727591346
1,2020.0,4.0,2.0,0.15292691179502121,0.11256329036568789,0.19359371321634453,0.16760397734703283,0.37331210727591346
2,2020.0,4.0,3.0,0.15292691179502121,0.11256329036568789,0.19359371321634453,0.16760397734703283,0.37331210727591346
3,2020.0,4.0,6.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
4,2020.0,4.0,7.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
5,2020.0,4.0,8.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
6,2020.0,4.0,9.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
7,2020.0,4.0,13.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
8,2020.0,4.0,14.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
9,2020.0,4.0,15.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
10,2020.0,4.0,16.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
11,2020.0,4.0,17.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
12,2020.0,4.0,20.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
13,2020.0,4.0,21.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
14,2020.0,4.0,22.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
15,2020.0,4.0,23.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
16,2020.0,4.0,24.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
17,2020.0,4.0,27.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
18,2020.0,4.0,28.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
19,2020.0,4.0,29.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
20,2020.0,4.0,30.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
21,2020.0,5.0,1.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
22,2020.0,5.0,4.0,0.15153976480824352,0.09061609979626824,0.13256791147475075,0.15882906320937504,0.4664471607113624
23,2020.0,5.0,5.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
24,2020.0,5.0,6.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
25,2020.0,5.0,7.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
26,2020.0,5.0,8.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
27,2020.0,5.0,11.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
28,2020.0,5.0,12.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
29,2020.0,5.0,13.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
30,2020.0,5.0,14.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
31,2020.0,5.0,15.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
32,2020.0,5.0,18.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
33,2020.0,5.0,19.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
34,2020.0,5.0,20.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
35,2020.0,5.0,21.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
36,2020.0,5.0,22.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
37,2020.0,5.0,26.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
38,2020.0,5.0,27.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
39,2020.0,5.0,28.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
40,2020.0,5.0,29.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
41,2020.0,6.0,1.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
42,2020.0,6.0,2.0,0.15001297933823793,0.0884403017834373,0.12729809592323002,0.15948896551405295,0.47475965744104187
43,2020.0,6.0,3.0,0.14530347815658085,0.0880291493745253,0.12373876529918901,0.1571833620675585,0.48574524510214645
44,2020.0,6.0,4.0,0.14530347815658085,0.0880291493745253,0.12373876529918901,0.1571833620675585,0.48574524510214645
45,2020.0,6.0,5.0,0.14530347815658085,0.0880291493745253,0.12373876529918901,0.1571833620675585,0.48574524510214645
