,uniform,onlystocks,vanillariskparity,sixtyforty
1930-07-31,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-01,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-02,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-03,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-04,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-05,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-06,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-07,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-08,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-09,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-10,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-11,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-12,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-13,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-14,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-15,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-16,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-17,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-18,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-19,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-20,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-21,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-22,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-23,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-24,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-25,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-26,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-27,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-28,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-29,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-30,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-08-31,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-01,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-02,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-03,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-04,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-05,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-06,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-07,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-08,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-09,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-10,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-11,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-12,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-13,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-14,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-15,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-16,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-17,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-18,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-19,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-20,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-21,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-22,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-23,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-24,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-25,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-26,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-27,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-28,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-29,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-09-30,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-01,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-02,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-03,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-04,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-05,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-06,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-07,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-08,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-09,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-10,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-11,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-12,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-13,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-14,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-15,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-16,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-17,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-18,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-19,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-20,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-21,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-22,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-23,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-24,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-25,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-26,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-27,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-28,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-29,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-30,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-10-31,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-01,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-02,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-03,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-04,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-05,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-06,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-07,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-08,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-09,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-10,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-11,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-12,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-13,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-14,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-15,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-16,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-17,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-18,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-19,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-20,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-21,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-22,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-23,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-24,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-25,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-26,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-27,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-28,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-29,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-11-30,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-01,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-02,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-03,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-04,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-05,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-06,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-07,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-08,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-09,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-10,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-11,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-12,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-13,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-14,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-15,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-16,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-17,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-18,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-19,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-20,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-21,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-22,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-23,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-24,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-25,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-26,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-27,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-28,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-29,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-30,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1930-12-31,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1931-01-01,82.74090846804918,48.49270411593285,85.4883725481075,69.15574972162545
1931-01-02,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-03,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-04,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-05,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-06,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-07,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-08,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-09,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-10,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-11,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-12,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-13,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-14,83.48921015615323,42.13959484746038,85.75340573252421,66.35015644995838
1931-01-15,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-16,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-17,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-18,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-19,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-20,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-21,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-22,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-23,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-24,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-25,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-26,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-27,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-28,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-29,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-30,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-01-31,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-01,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-02,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-03,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-04,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-05,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-06,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-07,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-08,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-09,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-10,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-11,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-12,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-13,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-14,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-15,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-16,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-17,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-18,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-19,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-20,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-21,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-22,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-23,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-24,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-25,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-26,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-27,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-02-28,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-01,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-02,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-03,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-04,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-05,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-06,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-07,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-08,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-09,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-10,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-11,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-12,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-13,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-14,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-15,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-16,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-17,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-18,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-19,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-20,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-21,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-22,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-23,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-24,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-25,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-26,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-27,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-28,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-29,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-30,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-03-31,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-01,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-02,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-03,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-04,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-05,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-06,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-07,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-08,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-09,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-10,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-11,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-12,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-13,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-14,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-15,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-16,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-17,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-18,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-19,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-20,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-21,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-22,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-23,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-24,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-25,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-26,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-27,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-28,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-29,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-04-30,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-01,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-02,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-03,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-04,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-05,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-06,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-07,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-08,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-09,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-10,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-11,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-12,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-13,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-14,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-15,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-16,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-17,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-18,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-19,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-20,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-21,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-22,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-23,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-24,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-25,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-26,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-27,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-28,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-29,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-30,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-05-31,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-01,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-02,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-03,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-04,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-05,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-06,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-07,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-08,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-09,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-10,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-11,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-12,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-13,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-14,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-15,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-16,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-17,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-18,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-19,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-20,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-21,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-22,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-23,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-24,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-25,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-26,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-27,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-28,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-29,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-06-30,83.48921015615325,42.13959484746038,85.75340573252423,66.35015644995838
1931-07-01,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-02,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-03,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-04,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-05,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-06,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-07,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-08,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-09,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-10,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-11,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-12,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-13,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-14,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-15,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-16,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-17,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-18,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-19,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-20,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-21,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-22,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
1931-07-23,89.14057015615326,42.13959484746038,89.52640573252422,66.35015644995838
