,vanillariskparity,riskparity_nested,sixtyforty,riskparity,uniform
2011-09-19,100.0,100.0,100.0,100.0,100.0
2011-09-20,100.0,100.0,100.00000000000001,100.0,100.0
2011-09-21,97.48015955543518,98.97803415870665,97.3628508090973,97.93987676239017,97.80800165748595
2011-09-22,94.45157655525207,97.66154207992552,94.58115690994262,95.41370845794678,95.12975044822691
2011-09-23,94.41354222106933,97.308301322937,95.34502971839905,94.72633522605896,95.36385409736631
2011-09-26,95.03734360408782,97.38926009464262,96.35693873977661,95.1144392156601,96.15298314666747
2011-09-27,96.58577289009094,98.07934893989561,97.66795344543458,96.47486366462708,97.41028745079039
2011-09-28,94.74360878753662,97.03600338172909,96.11243982124329,94.71999813461304,95.76343215751646
2011-09-29,95.61759953594208,97.41897681522366,96.95447803878784,95.47923977184296,96.57435798645018
2011-09-30,93.56344701385498,96.7281765270233,94.76354168510437,93.94356823730469,94.3905193634033
2011-10-03,92.1071941986084,96.41818774604798,92.79977464866639,93.00042754745483,92.89430615234373
2011-10-04,92.40757543468476,96.05930333423615,93.79498908615112,92.96124212551116,93.48733983421324
2011-10-05,93.77358510017395,96.69888564872741,94.79285415840148,94.14662953186036,94.501226316452
2011-10-06,95.37836776542663,97.33561813926697,96.45663494110107,95.38840052604675,96.05147194099425
2011-10-07,94.96683630466461,97.2855674200058,95.89708382225037,95.14617566585541,95.64531712913511
2011-10-10,97.43948700141907,98.22545987510681,98.39968283271791,97.17622551345829,97.7984452781677
2011-10-11,97.35218507766722,98.29436400413513,98.19228356933596,97.12474159049988,97.83420148468015
2011-10-12,98.42269236946105,98.68854860877988,99.49735992813112,97.98794309425354,98.79115068435667
2011-10-13,98.25207214546202,98.6444766101837,99.35684531593324,97.81102094268799,98.73223376274105
2011-10-14,99.46265065574644,99.10992354583739,100.47104414558413,98.79415945625306,99.94655137252803
2011-10-17,98.06722160148618,98.67670563888548,98.96974623298647,97.68806979942322,98.61345367813107
2011-10-18,98.91988946342468,98.8251273765564,100.19214812850952,98.24592605209351,99.54546656608578
2011-10-19,98.1252991027832,98.50130061531067,99.19657427978515,97.23669425964356,98.49318182945248
2011-10-20,97.73234707641603,98.26608383941651,98.91810331344604,96.82668878936768,98.07225169754025
2011-10-21,98.58660053062441,98.63744603538512,100.55188744926453,97.96980364799495,99.03480790519711
2011-10-24,99.6304006958008,99.16349899482726,102.12164739608765,99.11165104675293,100.1591944904327
2011-10-25,99.6372332801819,99.44221194458008,101.01169925880433,99.10266306114197,100.42423284149166
2011-10-26,100.02148872947694,99.57523127174377,101.83010023498535,99.7454270324707,100.86664542770382
2011-10-27,102.07054163551331,100.45610498809815,105.32921480941772,102.27038503074645,103.10511199760434
