,vanillariskparity,riskparity_nested,sixtyforty,riskparity,uniform
2010-11-01,100.0,100.0,100.0,100.0,100.0
2010-11-02,100.0,100.0,100.0,100.0,100.0
2010-11-03,100.0,100.0,100.0,100.0,100.0
2010-11-04,100.39951961898804,100.0,100.0,100.0,100.66615936470032
2010-11-05,100.43583958435059,100.0,100.0,100.0,100.72671930694582
2010-11-08,100.57204010391236,100.0,100.0,100.0,100.95382017326355
2010-11-09,100.36319965362549,100.0,100.0,100.0,100.60559942245482
2010-11-10,100.52273417663574,100.0,100.09536649703979,100.0,100.85951512527465
2010-11-11,100.44460123825073,100.0,99.89535578918456,100.0,100.76887414550781
2010-11-12,99.82718836975096,100.0,99.63047793960571,100.0,99.98766018867492
2010-11-15,98.98546133995055,100.0,98.9771649608612,100.0,99.28829648017883
2010-11-16,97.94465019607541,100.0,97.78877724838254,100.0,97.94929559135437
2010-11-17,98.13259022140501,100.0,98.18852375411991,100.0,97.96352781677238
2010-11-18,99.14832525253294,100.0,99.33350781631474,100.0,99.20865167427056
2010-11-19,99.07371336364744,100.0,99.40339482116703,100.0,98.97198565292351
2010-11-22,99.2608670082092,100.0,99.31758293151859,100.0,99.27328622341149
2010-11-23,98.38677113723753,100.0,97.62425512504582,100.0,98.53096342372886
2010-11-24,98.87307421112058,100.0,98.606501739502,100.0,99.14677313137047
2010-11-26,98.10905932617186,100.0,97.53725141906742,100.0,98.43955958461753
2010-11-29,97.90189611053465,100.0,97.17300032615661,100.0,98.22082176113125
2010-11-30,97.91810298156736,100.0,96.84327835464478,100.0,98.27329912853233
2010-12-01,98.76848995590208,100.0,98.1488362045288,100.0,99.3412242698669
2010-12-02,99.44041948318478,100.0,99.35291010284423,100.0,100.02109940052027
2010-12-03,100.18621459579464,100.0,99.7899853229523,100.0,101.02082260322567
2010-12-06,100.28110245513915,100.0,99.72999670219426,100.0,101.15730300426479
2010-12-07,99.6695046768188,100.0,99.42255541419986,100.0,100.3424851646423
2010-12-08,99.28733658981321,100.0,99.01304261207581,100.0,99.98557925033566
2010-12-09,99.21451275253294,100.0,98.89207145690918,100.0,99.95593756961817
2010-12-10,99.31843519210815,100.0,99.20264663505554,100.0,100.03555361652369
2010-12-13,99.80603150939942,100.0,99.70139451026917,100.0,100.66063843631738
2010-12-14,99.45931624603271,100.0,99.40876500701908,100.0,100.34902939891812
2010-12-15,98.81125706481933,100.0,98.53862482452396,100.0,99.66577853584286
2010-12-16,98.74552520370482,100.0,98.82646115493775,100.0,99.57575528335566
2010-12-17,99.07351366043089,100.0,98.92270720291141,100.0,99.89221658802028
2010-12-20,99.31778442001341,100.0,99.08477463150028,100.0,100.26573137187953
2010-12-21,99.69185117340086,100.0,99.66819531440738,100.0,100.63352493000025
2010-12-22,99.95167116165159,100.0,100.0855149879456,100.0,100.89273545074457
