,vanillariskparity,riskparity_nested,sixtyforty,riskparity,uniform
2014-11-07,100.0,100.0,100.0,100.0,100.0
2014-11-10,100.0,100.0,100.0,100.0,100.0
2014-11-11,100.0,100.0,100.0,100.0,100.0
2014-11-12,100.0,100.0,100.0,100.0,100.0
2014-11-13,100.0,100.0,100.0,100.0,100.0
2014-11-14,100.0,100.0,100.0,100.0,100.0
2014-11-17,100.0,100.0,100.0,100.0,100.0
2014-11-18,100.0,100.0,100.0,100.0,100.0
2014-11-19,100.0,100.0,100.0,100.0,100.0
2014-11-20,100.0,100.0,100.0,100.0,100.0
2014-11-21,100.0,100.0,100.0,100.0,100.0
2014-11-24,99.98525662231445,100.0,100.25821853637696,100.0,99.91581651973722
2014-11-25,100.1177444152832,100.0,100.41680155944825,100.0,100.04542643737791
2014-11-26,100.28493901252746,100.0,100.64204782104493,100.0,100.20210630893705
2014-11-28,99.42395419311524,100.0,100.58550718688964,100.0,98.7776803150177
2014-12-01,99.69290308189392,100.0,99.99996363830566,100.0,99.37818943691254
2014-12-02,99.32643388938904,100.0,100.09795585632324,100.0,98.89102544212341
2014-12-03,99.51197588157653,100.0,100.42908535766601,100.0,99.15092438316343
2014-12-04,99.59914635848999,100.0,100.55593872070312,100.0,99.20053950214385
2014-12-05,99.2675568580627,100.0,100.51303778076168,100.0,98.84369321632383
2014-12-08,99.20402754783626,100.0,100.30752621459958,100.0,98.76193413829802
2014-12-09,99.71418704795833,100.0,100.47876922607418,100.0,99.46784143543242
2014-12-10,99.48089740371701,100.0,99.71628466796871,100.0,99.11676168632505
2014-12-11,99.38570010185238,100.0,99.9854122009277,100.0,98.97878580284117
2014-12-12,99.35302509307857,100.0,99.44385073852534,100.0,98.84565486240385
2014-12-15,98.53677099800106,100.0,98.92125833129877,100.0,97.75909379863737
2014-12-16,98.69740115737912,100.0,98.77633786010736,100.0,97.94664378261564
2014-12-17,98.82041526985165,100.0,99.75078114318842,100.0,98.09367992877957
2014-12-18,99.0320272979736,100.0,100.78547747802729,100.0,98.36134183406828
2014-12-19,99.4156498355865,100.0,101.24714727783197,100.0,98.81143235683437
2014-12-22,99.06198118972775,100.0,101.53677313232419,100.0,98.18687773609159
2014-12-23,98.8314600076675,100.0,101.21397147369382,100.0,98.04677307605742
2014-12-24,98.70468052768703,100.0,101.30736861419675,100.0,97.83338886737822
2014-12-26,99.01084155845638,100.0,101.54422650146482,100.0,98.29441473865508
2014-12-29,99.06022827053066,100.0,101.88517522430416,100.0,98.17813661670682
2014-12-30,99.22352734947201,100.0,101.68744783782955,100.0,98.42423839855192
2014-12-31,98.8514633646011,100.0,101.17016593170162,100.0,97.85732047176357
2015-01-02,99.02220783805843,100.0,101.34313475036618,100.0,97.99578471469876
2015-01-05,99.00845174789426,100.0,100.64723442077633,100.0,98.06998303890227
2015-01-06,99.154819363594,100.0,100.4605844955444,100.0,98.22742144489284
2015-01-07,99.2590985050201,100.0,101.1398386611938,100.0,98.21882601261137
2015-01-08,99.31201028347012,100.0,101.92023049926755,100.0,98.23961037540433
2015-01-09,99.50909680747982,100.0,101.67922266387936,100.0,98.46537534809109
2015-01-12,99.53208322238919,100.0,101.41405593872067,100.0,98.47293990993498
2015-01-13,99.4390367107391,100.0,101.29555572509761,100.0,98.2894805803299
2015-01-14,99.62804556941983,100.0,101.17226271057123,100.0,98.50648226070402
2015-01-15,100.1011504116058,100.0,101.03307513427728,100.0,99.0460447130203
2015-01-16,100.32598674201962,100.0,101.45058097076411,100.0,99.53496178340909
2015-01-20,100.56394057083126,100.0,101.77488410949704,100.0,99.85869765758513
2015-01-21,100.44971649742125,100.0,101.77379010009761,100.0,99.7656662302017
2015-01-22,100.73528552913666,100.0,102.5604096908569,100.0,100.16268677234646
2015-01-23,100.76467775917055,100.0,102.60612805938717,100.0,100.0779122562408
2015-01-26,100.61805247020723,100.0,102.78421340942378,100.0,99.83993740940089
2015-01-27,100.66314361095431,100.0,102.1169622802734,100.0,99.99668870639798
2015-01-28,100.56245468616487,100.0,101.72348210906979,100.0,99.72872942066189
2015-01-29,100.28564346313479,100.0,102.10883172607419,100.0,99.28714632606503
2015-01-30,100.9583290729523,100.0,101.71972898101802,100.0,100.22797317314144
2015-02-02,101.16963132476809,100.0,102.30286069488521,100.0,100.46252091407771
2015-02-03,101.26645030689241,100.0,102.73880947875973,100.0,100.71689997005458
2015-02-04,101.29557145500183,100.0,102.55231491851804,100.0,100.75361623191827
2015-02-05,101.15005279254913,100.0,103.01241234588619,100.0,100.49619154453273
2015-02-06,100.27346799373626,100.0,102.39174684906003,100.0,99.5317630319595
2015-02-09,100.20864965057373,100.0,101.96143547058102,100.0,99.56250986289974
2015-02-10,100.19793643283846,100.0,102.41985850524898,100.0,99.50750452899929
2015-02-11,99.79156953907015,100.0,102.46389522552487,100.0,98.8851151475906
2015-02-12,100.23725376319886,100.0,103.0257563781738,100.0,99.38880104064938
2015-02-13,100.18737894916536,100.0,103.10729070281978,100.0,99.37093777561184
2015-02-17,99.67611931514742,100.0,102.86163349151607,100.0,98.76470705318447
2015-02-18,99.94700529098513,100.0,103.0444229278564,100.0,99.01294503974911
2015-02-19,99.59739746761323,100.0,102.89899778747555,100.0,98.56622050952906
2015-02-20,99.70511969661709,100.0,103.26453974914547,100.0,98.70490761089319
2015-02-23,99.85543563365933,100.0,103.49386695861813,100.0,98.79174390316004
2015-02-24,100.26993166255947,100.0,104.00392088317868,100.0,99.1912655229568
2015-02-25,100.42496357440945,100.0,104.0854987030029,100.0,99.38024598407739
2015-02-26,100.14019568538662,100.0,103.72084822082516,100.0,99.14541970348353
2015-02-27,100.44226241970058,100.0,103.69289794921872,100.0,99.5590435457229
2015-03-02,99.92376337146756,100.0,103.63181407165524,100.0,98.89064134120936
2015-03-03,99.72776204204555,100.0,103.28655187988278,100.0,98.70633247280115
2015-03-04,99.59355609607692,100.0,103.05786067199703,100.0,98.51275248050685
2015-03-05,99.61420424365994,100.0,103.16488867187496,100.0,98.49677780628198
2015-03-06,98.28401480007167,100.0,101.75847001647945,100.0,96.90807149219508
2015-03-09,98.49799577236172,100.0,102.18829850769038,100.0,97.08929119777675
2015-03-10,98.22441353893277,100.0,101.52430717468256,100.0,96.69096736431118
2015-03-11,98.35369486331936,100.0,101.66235571289057,100.0,96.82582076740259
2015-03-12,98.71440733051297,100.0,102.41685452270502,100.0,97.20960258579248
2015-03-13,98.21469293689724,100.0,102.0269506835937,100.0,96.51075529384607
2015-03-16,98.60668334674831,100.0,102.98478204345697,100.0,96.89625905513759
2015-03-17,98.53825947666165,100.0,103.02738772583004,100.0,96.7503782663345
2015-03-18,99.59599299335476,100.0,104.26918774414058,100.0,97.89180005741113
2015-03-19,99.41484495830534,100.0,103.88567895507809,100.0,97.82889523982996
2015-03-20,100.0763081541061,100.0,104.56654075622555,100.0,98.6176608896255
2015-03-23,100.35169907188411,100.0,104.47963097763058,100.0,99.00177312564844
2015-03-24,100.37673817920681,100.0,104.36585190200802,100.0,98.99396085834498
2015-03-25,99.8845421171188,100.0,103.24210671615597,100.0,98.56300792407986
2015-03-26,99.8366231384277,100.0,102.77098213577267,100.0,98.67237497806545
2015-03-27,99.89854582023617,100.0,103.16810684967037,100.0,98.62826910877222
2015-03-30,99.99023042011257,100.0,103.90302863311764,100.0,98.58844744968408
2015-03-31,99.66317676639554,100.0,103.42107056808466,100.0,98.09890418720242
2015-04-01,100.35068813896176,100.0,103.62362368392938,100.0,99.05322760868069
2015-04-02,100.13293640613553,100.0,103.58430421829217,100.0,98.7723306627273
2015-04-06,100.63859683609004,100.0,103.95501984786982,100.0,99.41246498966213
2015-04-07,100.66499043560025,100.0,103.92658522796626,100.0,99.44196865940089
2015-04-08,100.57192606067653,100.0,104.13557292938226,100.0,99.28526185703272
2015-04-09,100.08355163860315,100.0,104.07331704330439,100.0,98.63078229999536
2015-04-10,100.4279359798431,100.0,104.40211905670161,100.0,99.14345072650904
2015-04-13,100.3130522279739,100.0,104.19254360580439,100.0,98.93801515674585
2015-04-14,100.46595376873013,100.0,104.45881189346309,100.0,99.0428122758865
2015-04-15,100.77968380451196,100.0,104.77693570709224,100.0,99.45494107151028
