Date,open,high,low,close,volume
1977-02-15,100.0,100.0,100.0,100.0,0
1977-02-16,100.02842742745814,100.02842742745814,100.02842742745814,100.02842742745814,0
1977-02-17,97.60323799457647,97.60323799457647,97.60323799457647,97.60323799457647,0
1977-02-18,97.3506458241196,97.3506458241196,97.3506458241196,97.3506458241196,0
1977-02-22,96.30435791126152,96.30435791126152,96.30435791126152,96.30435791126152,0
1977-02-23,96.06260125906896,96.06260125906896,96.06260125906896,96.06260125906896,0
1977-02-24,96.89888672776998,96.89888672776998,96.89888672776998,96.89888672776998,0
1977-02-25,96.65750797703618,96.65750797703618,96.65750797703618,96.65750797703618,0
1977-02-28,95.61906615221218,95.61906615221218,95.61906615221218,95.61906615221218,0
1977-03-01,96.45169106012325,96.45169106012325,96.45169106012325,96.45169106012325,0
1977-03-02,97.01717674035328,97.01717674035328,97.01717674035328,97.01717674035328,0
1977-03-03,96.24172745967167,96.24172745967167,96.24172745967167,96.24172745967167,0
1977-03-04,95.73463999905174,95.73463999905174,95.73463999905174,95.73463999905174,0
1977-03-07,95.76243596926763,95.76243596926763,95.76243596926763,95.76243596926763,0
1977-03-08,96.59555636014989,96.59555636014989,96.59555636014989,96.59555636014989,0
1977-03-09,96.62349889436035,96.62349889436035,96.62349889436035,96.62349889436035,0
1977-03-10,96.9210329352151,96.9210329352151,96.9210329352151,96.9210329352151,0
1977-03-11,96.94903503270481,96.94903503270481,96.94903503270481,96.94903503270481,0
1977-03-14,97.51942560887231,97.51942560887231,97.51942560887231,97.51942560887231,0
1977-03-15,97.27672036993349,97.27672036993349,97.27672036993349,97.27672036993349,0
1977-03-16,97.57634149236058,97.57634149236058,97.57634149236058,97.57634149236058,0
1977-03-17,98.14997898291303,98.14997898291303,98.14997898291303,98.14997898291303,0
1977-03-18,98.72635353647114,98.72635353647114,98.72635353647114,98.72635353647114,0
1977-03-21,97.93669192494337,97.93669192494337,97.93669192494337,97.93669192494337,0
1977-03-22,97.69145918553376,97.69145918553376,97.69145918553376,97.69145918553376,0
1977-03-23,97.71961413548512,97.71961413548512,97.71961413548512,97.71961413548512,0
1977-03-24,97.74777719977128,97.74777719977128,97.74777719977128,97.74777719977128,0
1977-03-25,97.23440082807336,97.23440082807336,97.23440082807336,97.23440082807336,0
1977-03-28,97.26249346275631,97.26249346275631,97.26249346275631,97.26249346275631,0
1977-03-29,97.29059421386839,97.29059421386839,97.29059421386839,97.29059421386839,0
1977-03-30,97.59017287607574,97.59017287607574,97.59017287607574,97.59017287607574,0
1977-03-31,97.89038032235032,97.89038032235032,97.89038032235032,97.89038032235032,0
1977-04-01,97.91859260192598,97.91859260192598,97.91859260192598,97.91859260192598,0
1977-04-04,97.94681301235897,97.94681301235897,97.94681301235897,97.94681301235897,0
1977-04-05,97.97504155599268,97.97504155599268,97.97504155599268,97.97504155599268,0
1977-04-06,98.00327823517108,98.00327823517108,98.00327823517108,98.00327823517108,0
1977-04-07,98.57990324879844,98.57990324879844,98.57990324879844,98.57990324879844,0
1977-04-11,98.60824386708876,98.60824386708876,98.60824386708876,98.60824386708876,0
1977-04-12,98.63659263298948,98.63659263298948,98.63659263298948,98.63659263298948,0
1977-04-13,102.3534694226659,102.3534694226659,102.3534694226659,102.3534694226659,0
1977-04-14,101.80350640058909,101.80350640058909,101.80350640058909,101.80350640058909,0
1977-04-15,102.11683062402514,102.11683062402514,102.11683062402514,102.11683062402514,0
1977-04-18,101.29861709619696,101.29861709619696,101.29861709619696,101.29861709619696,0
1977-04-19,100.763562444187,100.763562444187,100.763562444187,100.763562444187,0
1977-04-20,100.79227893549341,100.79227893549341,100.79227893549341,100.79227893549341,0
1977-04-21,99.70876557004891,99.70876557004891,99.70876557004891,99.70876557004891,0
1977-04-22,98.90651762457274,98.90651762457274,98.90651762457274,98.90651762457274,0
1977-04-25,99.48877925711106,99.48877925711106,99.48877925711106,99.48877925711106,0
1977-04-26,99.24092871143975,99.24092871143975,99.24092871143975,99.24092871143975,0
1977-04-27,98.99346788577628,98.99346788577628,98.99346788577628,98.99346788577628,0
1977-04-28,97.9293881372535,97.9293881372535,97.9293881372535,97.9293881372535,0
1977-04-29,97.95768156532252,97.95768156532252,97.95768156532252,97.95768156532252,0
1977-05-02,98.25931433294407,98.25931433294407,98.25931433294407,98.25931433294407,0
1977-05-03,98.56158019598381,98.56158019598381,98.56158019598381,98.56158019598381,0
1977-05-04,98.044213178903,98.044213178903,98.044213178903,98.044213178903,0
1977-05-05,96.45667151158833,96.45667151158833,96.45667151158833,96.45667151158833,0
1977-05-06,96.48474593614432,96.48474593614432,96.48474593614432,96.48474593614432,0
1977-05-09,96.51282853196832,96.51282853196832,96.51282853196832,96.51282853196832,0
1977-05-10,96.54091930143863,96.54091930143863,96.54091930143863,96.54091930143863,0
1977-05-11,96.56901824693426,96.56901824693426,96.56901824693426,96.56901824693426,0
1977-05-12,98.2332225137095,98.2332225137095,98.2332225137095,98.2332225137095,0
1977-05-13,98.53119188678193,98.53119188678193,98.53119188678193,98.53119188678193,0
1977-05-16,99.11042685959312,99.11042685959312,99.11042685959312,99.11042685959312,0
1977-05-17,99.13895538036078,99.13895538036078,99.13895538036078,99.13895538036078,0
1977-05-18,98.07429937299722,98.07429937299722,98.07429937299722,98.07429937299722,0
1977-05-19,98.10266966836753,98.10266966836753,98.10266966836753,98.10266966836753,0
1977-05-20,98.4047585396987,98.4047585396987,98.4047585396987,98.4047585396987,0
1977-05-23,99.53886788832772,99.53886788832772,99.53886788832772,99.53886788832772,0
1977-05-24,100.12147850801733,100.12147850801733,100.12147850801733,100.12147850801733,0
1977-05-25,99.59567210932543,99.59567210932543,99.59567210932543,99.59567210932543,0
1977-05-26,100.18208925054766,100.18208925054766,100.18208925054766,100.18208925054766,0
1977-05-27,100.21081893851557,100.21081893851557,100.21081893851557,100.21081893851557,0
