year,open,high,low,close,volume
1870-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1871-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1872-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1873-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1874-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1875-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1876-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1877-01-01,0.009433962276086725,0.009433962276086725,0.009433962276086725,0.009433962276086725,0
1878-01-01,0.009523809517051628,0.009523809517051628,0.009523809517051628,0.009523809517051628,0
1879-01-01,0.009523809517051628,0.009523809517051628,0.009523809517051628,0.009523809517051628,0
1880-01-01,0.009523809517051628,0.009523809517051628,0.009523809517051628,0.009523809517051628,0
1881-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1882-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1883-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1884-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1885-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1886-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1887-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1888-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1889-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1890-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1891-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1892-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1893-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1894-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1895-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1896-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1897-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1898-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1899-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1900-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1901-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1902-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1903-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1904-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1905-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1906-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1907-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1908-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1909-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1910-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1911-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1912-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1913-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1914-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1915-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1916-01-01,0.009661835747401232,0.009661835747401232,0.009661835747401232,0.009661835747401232,0
1917-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1918-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1919-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1920-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1921-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1922-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1923-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1924-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1925-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1926-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1927-01-01,0.009615384623650792,0.009615384623650792,0.009615384623650792,0.009615384623650792,0
1928-01-01,0.00961911645923546,0.00961911645923546,0.00961911645923546,0.00961911645923546,0
1929-01-01,0.009608584787996899,0.009608584787996899,0.009608584787996899,0.009608584787996899,0
1930-01-01,0.009612129231414149,0.009612129231414149,0.009612129231414149,0.009612129231414149,0
1931-01-01,0.009601606321131589,0.009601606321131589,0.009601606321131589,0.009601606321131589,0
1932-01-01,0.0096647415980987,0.0096647415980987,0.0096647415980987,0.0096647415980987,0
1933-01-01,0.009701272212163591,0.009701272212163591,0.009701272212163591,0.009701272212163591,0
1934-01-01,0.00972931555864623,0.00972931555864623,0.00972931555864623,0.00972931555864623,0
1935-01-01,0.009776368789141248,0.009776368789141248,0.009776368789141248,0.009776368789141248,0
1936-01-01,0.009810414137376457,0.009810414137376457,0.009810414137376457,0.009810414137376457,0
1937-01-01,0.009819750910470916,0.009819750910470916,0.009819750910470916,0.009819750910470916,0
1938-01-01,0.009823023888723938,0.009823023888723938,0.009823023888723938,0.009823023888723938,0
1939-01-01,0.00983986611455936,0.00983986611455936,0.00983986611455936,0.00983986611455936,0
1940-01-01,0.009856945173282542,0.009856945173282542,0.009856945173282542,0.009856945173282542,0
