Date,close
1970-01-01,100.0
1970-01-02,100.0
1970-01-05,100.05999999999995
1970-01-06,100.45999999999997
1970-01-07,100.66999999999993
1970-01-08,101.00999999999996
1970-01-09,100.30999999999995
1970-01-12,100.20999999999991
1970-01-13,100.47999999999992
1970-01-14,101.16999999999996
1970-01-15,101.21999999999996
1970-01-16,101.02999999999996
1970-01-19,101.53999999999996
1970-01-20,102.05999999999995
1970-01-21,101.37999999999998
1970-01-22,100.86999999999999
1970-01-23,100.91999999999999
1970-01-26,100.46999999999994
1970-01-27,100.95999999999992
1970-01-28,101.22999999999998
1970-01-29,101.6399999999999
1970-01-30,101.77999999999992
1970-02-02,101.66999999999999
1970-02-03,101.51999999999992
1970-02-04,101.37999999999998
1970-02-05,101.40999999999994
1970-02-06,101.44999999999993
1970-02-09,102.53000000000002
1970-02-10,102.53000000000002
1970-02-11,103.31999999999992
1970-02-12,103.24999999999997
1970-02-13,103.37
1970-02-16,103.84999999999998
1970-02-17,103.37
1970-02-18,103.80999999999997
1970-02-19,104.06999999999991
1970-02-20,104.63999999999996
1970-02-23,104.63999999999996
1970-02-24,104.97000000000001
1970-02-25,104.47999999999995
1970-02-26,104.68999999999993
1970-02-27,104.85999999999991
1970-03-02,104.52999999999997
1970-03-03,105.28999999999998
1970-03-04,105.78999999999992
1970-03-05,106.7199999999999
1970-03-06,106.65999999999995
1970-03-09,106.68999999999991
1970-03-10,106.77999999999994
1970-03-11,107.98999999999997
1970-03-12,107.65999999999998
1970-03-13,107.28999999999998
1970-03-16,107.73999999999992
1970-03-17,106.91999999999993
1970-03-18,107.38999999999996
1970-03-19,107.51999999999995
1970-03-20,107.41999999999999
1970-03-23,106.88999999999993
1970-03-24,106.31999999999996
1970-03-25,106.76999999999994
1970-03-26,107.17999999999996
1970-03-27,107.17999999999996
1970-03-30,106.50999999999998
1970-03-31,106.37999999999992
1970-04-01,105.94999999999996
1970-04-02,106.28999999999998
1970-04-03,106.52999999999997
1970-04-06,106.50999999999998
1970-04-07,107.02999999999992
1970-04-08,106.76999999999994
1970-04-09,105.63999999999997
1970-04-10,105.25999999999999
1970-04-13,105.54999999999997
1970-04-14,104.82999999999998
1970-04-15,105.25
1970-04-16,105.60999999999994
1970-04-17,105.52999999999994
1970-04-20,105.41999999999992
1970-04-21,105.32999999999994
1970-04-22,105.42999999999998
1970-04-23,106.01999999999995
1970-04-24,107.08999999999997
1970-04-27,107.17999999999996
1970-04-28,106.73999999999992
1970-04-29,105.97999999999999
1970-04-30,106.05
1970-05-01,105.72999999999996
1970-05-04,104.85999999999991
1970-05-05,104.70999999999995
1970-05-06,104.51999999999997
1970-05-07,105.25
1970-05-08,105.50999999999998
1970-05-11,105.40999999999994
1970-05-12,105.09999999999997
1970-05-13,105.35999999999999
1970-05-14,104.08
1970-05-15,104.41999999999993
1970-05-18,105.05999999999997
1970-05-19,104.76999999999998
1970-05-20,104.69999999999995
1970-05-21,105.46999999999996
1970-05-22,105.43999999999994
1970-05-25,103.39999999999993
1970-05-26,102.32999999999993
1970-05-27,103.37
1970-05-28,102.89999999999992
1970-05-29,102.89999999999992
1970-06-01,103.87999999999992
1970-06-02,103.29999999999995
1970-06-03,103.69999999999995
1970-06-04,104.37999999999998
1970-06-05,104.19999999999993
1970-06-08,104.43999999999998
1970-06-09,105.00999999999996
1970-06-10,105.66999999999996
1970-06-11,106.32999999999994
1970-06-12,106.54999999999993
1970-06-15,106.20999999999998
1970-06-16,107.20999999999992
1970-06-17,106.88999999999993
1970-06-18,107.06
1970-06-19,107.00999999999996
1970-06-22,107.31999999999991
1970-06-23,107.37999999999992
1970-06-24,107.76999999999997
1970-06-25,109.13999999999993
1970-06-26,109.27999999999996
1970-06-29,110.14999999999999
1970-06-30,110.19999999999999
1970-07-01,109.42999999999998
1970-07-02,109.5599999999999
1970-07-03,109.5599999999999
1970-07-06,109.35999999999999
1970-07-07,109.43999999999991
1970-07-08,110.44999999999999
1970-07-09,110.65999999999994
1970-07-10,110.89999999999998
1970-07-13,110.90999999999991
1970-07-14,109.7
1970-07-15,110.14999999999999
1970-07-16,110.23999999999997
1970-07-17,110.09
1970-07-20,109.5599999999999
1970-07-21,109.67999999999991
1970-07-22,110.38999999999994
1970-07-23,110.68
