,vanillariskparity,riskparity_nested,sixtyforty,riskparity,uniform
VTI,0.2,0.06850286195737701,0.6,0.06850286077994863,0.2
VGIT,0.4,0.6609397348649806,0.2,0.6609397457713826,0.2
VGLT,0.15,0.11342065432697315,0.2,0.11342064865062775,0.2
PDBC,0.13,0.07676223959105638,0.0,0.07676223625218132,0.2
IAU,0.12,0.08037450925961298,0.0,0.08037450854585972,0.2
