,vanillariskparity,riskparity_nested,sixtyforty,riskparity,uniform
2014-11-10,0.0,0.0,0.0,0.0,0.0
2014-11-11,0.00281504327297959,0.0,0.0006839735790029145,0.0,0.0034866398434487455
2014-11-12,-0.0018484258365718,0.0,-0.0006718646100634098,0.0,-0.0020584762272596053
2014-11-13,-0.0018262014996367443,0.0,0.0005206015357694264,0.0,-0.0034071348131295676
2014-11-14,0.004186643298199903,0.0,0.0011060290738611062,0.0,0.006182692617839129
2014-11-17,-0.0003822173424460355,0.0,-0.0004895138264286049,0.0,-0.00010303183948277967
2014-11-18,0.0010611623098697128,0.0,0.0003344323370967131,0.0,0.0015488084449577244
2014-11-19,-0.002594265099533371,0.0,-0.0007910733928965216,0.0,-0.0038802472084732936
2014-11-20,0.0019292877479261227,0.0,0.0007223859309966685,0.0,0.0026464881973776084
2014-11-21,0.003960453223365053,0.0,0.0013685265553485676,0.0,0.005537287192649426
2014-11-24,-0.0008703825065338702,0.0,0.0003831192247284846,0.0,-0.001554524289616122
2014-11-25,0.0013175095841283266,0.0,0.0015838502017471385,0.0,0.0012906186238456833
2014-11-26,0.0016660856837173578,0.0,0.0022374118140851304,0.0,0.0015649809854211846
2014-11-28,-0.0087215380393744,0.0,-0.000553459588132007,0.0,-0.014497243750258522
2014-12-01,0.0027276665132964996,0.0,-0.0058462824102911305,0.0,0.006067933446413329
2014-12-02,-0.0037048202447997397,0.0,0.0009638492285203317,0.0,-0.004943596138462951
2014-12-03,0.0018563207992527656,0.0,0.0032928879641316937,0.0,0.0026150958972339148
2014-12-04,0.0008705115417719069,0.0,0.0012682386927294525,0.0,0.0004973627640018944
2014-12-05,-0.0033472101011502095,0.0,-0.00043414331281325404,0.0,-0.0036161478651896783
2014-12-08,-0.0006510350191336956,0.0,-0.002033694527340382,0.0,-0.0008436962609537838
2014-12-09,0.005130306542304464,0.0,0.001706967682687517,0.0,0.0071141820889435246
2014-12-10,-0.0023375729351296877,0.0,-0.007619210289035877,0.0,-0.003542767651550472
2014-12-11,-0.0009761901103803713,0.0,0.0026857243321402055,0.0,-0.0014123057013346195
2014-12-12,-0.00032214725521329766,0.0,-0.005415161391321643,0.0,-0.0013447118886141822
2014-12-15,-0.0083026809718608,0.0,-0.005275646567796238,0.0,-0.011141035706697045
2014-12-16,0.0016318545844048486,0.0,-0.001450184055925594,0.0,0.001918861341048824
2014-12-17,0.0012245267241289067,0.0,0.009734878634716239,0.0,0.0014870616244082307
2014-12-18,0.0021142130281103784,0.0,0.010227140606172172,0.0,0.0027035149823484285
2014-12-19,0.0038608546445728542,0.0,0.0045598546401625474,0.0,0.004565192377823388
2014-12-22,-0.0036049999561855125,0.0,0.0028485789765673626,0.0,-0.006399125680038293
2014-12-23,-0.002686649363945059,0.0,-0.0033124324798229714,0.0,-0.001935721366564799
2014-12-24,-0.0012465188944811019,0.0,0.0009327387843493743,0.0,-0.0021299043664429035
2014-12-26,0.003089463967845854,0.0,0.0023322041477923158,0.0,0.004689759772582861
2014-12-29,0.000537619154653081,0.0,0.0033638668508427644,0.0,-0.0011343594807194214
2014-12-30,0.0016574442478414124,0.0,-0.0019165190423157754,0.0,0.002510174488939957
2014-12-31,-0.0037198998164818097,0.0,-0.0050725353589078275,0.0,-0.00574518760861072
2015-01-02,0.0017616936427687381,0.0,0.0017359855639431994,0.0,0.0014591958863897007
2015-01-05,-6.159431768026158e-05,0.0,-0.0068083646726027226,0.0,0.000841612891295906
2015-01-06,0.0015496182403260447,0.0,-0.0017728055481598933,0.0,0.0016875172764229008
2015-01-07,0.001044881849631148,0.0,0.006671447893271647,0.0,-8.471470477664572e-05
2015-01-08,0.00048242508776281235,0.0,0.007565614341813852,0.0,0.00016376344879132895
2015-01-09,0.0020208965407275277,0.0,-0.0023128139441688667,0.0,0.0023353194049069203
2015-01-12,0.00027321102173464526,0.0,-0.002572943139559641,0.0,0.00012553833166949484
2015-01-13,-0.0009211692693314785,0.0,-0.0011638047933511685,0.0,-0.0018494262458631755
2015-01-14,0.0019073559208530584,0.0,-0.0011761771122391048,0.0,0.0022070744950989894
2015-01-15,0.004794572706328219,0.0,-0.0012916720822391062,0.0,0.0055236088385200305
2015-01-16,0.002155140752815574,0.0,0.004032144708779587,0.0,0.004814371587407509
2015-01-20,0.0024084091325448924,0.0,0.0032178937507822054,0.0,0.0032979489183664434
2015-01-21,-0.0011790525236161262,0.0,-6.0736740096574746e-05,0.0,-0.0009805130430503846
2015-01-22,0.0027968763904892783,0.0,0.007609209750741229,0.0,0.003928692448855441
2015-01-23,0.00042437585777949625,0.0,0.0006502824193106462,0.0,-0.0006930604512308902
2015-01-26,-0.0014583916908549961,0.0,0.001752163689080757,0.0,-0.0023869944100320247
2015-01-27,0.0004444265713117549,0.0,-0.006574391531411171,0.0,0.0015747168900691999
2015-01-28,-0.0010733735985674247,0.0,-0.003948842330947877,0.0,-0.0027852370614827988
2015-01-29,-0.002756793640562168,0.0,0.003819700913806132,0.0,-0.0044463751898784695
2015-01-30,0.006651437599441086,0.0,-0.0039056121267889363,0.0,0.009373914833129727
2015-02-02,0.0021153426437280276,0.0,0.0057434853668063635,0.0,0.0023643627970775494
2015-02-03,0.001031965818530487,0.0,0.004333333896463559,0.0,0.0026316826433394895
2015-02-04,0.00028521475542118665,0.0,-0.0018300737471449856,0.0,0.00036529702351383725
2015-02-05,-0.0014175201073741257,0.0,0.004521249494274434,0.0,-0.0025382021915569836
2015-02-06,-0.00874356019027127,0.0,-0.006039851444544543,0.0,-0.00967872415550336
2015-02-09,-0.0006333906186427995,0.0,-0.004225098049552632,0.0,0.00033699714147685195
2015-02-10,-8.391966378193531e-05,0.0,0.00452314021108445,0.0,-0.0005262756995165629
2015-02-11,-0.0041046458657345965,0.0,0.00042828657447966485,0.0,-0.006342072622770748
2015-02-12,0.004481522428659263,0.0,0.005491476559578657,0.0,0.005111641373839666
2015-02-13,-0.00046914505605879353,0.0,0.0008253587016358031,0.0,-0.00013884900373505502
2015-02-17,-0.005117767053894993,0.0,-0.002353701766973217,0.0,-0.006113282667981476
2015-02-18,0.002706328471731509,0.0,0.0017666209245748212,0.0,0.0024996891336016474
2015-02-19,-0.0035162789304681976,0.0,-0.0014035842347046377,0.0,-0.004537901651587571
2015-02-20,0.0010865104120488683,0.0,0.0035531780454638386,0.0,0.0014058577161182532
2015-02-23,0.0013810002554528597,0.0,0.002102379759948574,0.0,0.0006935886594426115
2015-02-24,0.004122153854826955,0.0,0.004896611644847016,0.0,0.004002535142493759
2015-02-25,0.00154144118347143,0.0,0.0007802714353756072,0.0,0.0018957302449819438
2015-02-26,-0.0028287942657311913,0.0,-0.003507431161568378,0.0,-0.0023413153409280393
2015-02-27,0.003015061692030455,0.0,-0.00028026619090922613,0.0,0.004163374761149925
2015-03-02,-0.0051846970958310595,0.0,-0.0005673734772579151,0.0,-0.006747093353350795
2015-03-03,-0.001964933158006011,0.0,-0.003346075277316373,0.0,-0.0018615564430060204
2015-03-04,-0.0013553839312087379,0.0,-0.002224294001886942,0.0,-0.0019723646892724996
2015-03-05,0.0002044709881417991,0.0,0.0010399199169611858,0.0,-0.00016734321191519972
2015-03-06,-0.013539793528064462,0.0,-0.013823740991058849,0.0,-0.01637254483683932
2015-03-09,0.0021607703678331873,0.0,0.004204806948548584,0.0,0.0018430994921957709
2015-03-10,-0.0028243885894864065,0.0,-0.006568075189489584,0.0,-0.004166801138958932
2015-03-11,0.001311016591901019,0.0,0.0013503423410201017,0.0,0.001385582608006544
2015-03-12,0.0036741183883912177,0.0,0.007383792209647219,0.0,0.003966731249182508
2015-03-13,-0.005129608705319794,0.0,-0.0038264202283542475,0.0,-0.007294070825445856
2015-03-16,0.0039722386458699525,0.0,0.009309822441408542,0.0,0.00396037343492723
2015-03-17,-0.0007130538178951825,0.0,0.0004052399964169069,0.0,-0.0015346536538477687
2015-03-18,0.010611559959500126,0.0,0.011911224673512804,0.0,0.011624219439893401
2015-03-19,-0.0018075424190081,0.0,-0.003694344847810799,0.0,-0.0006166594279372251
2015-03-20,0.0066272244405124,0.0,0.006518910016888371,0.0,0.008010933691053799
2015-03-23,0.002664667542920965,0.0,-0.0008280659975452592,0.0,0.003763355669149872
2015-03-24,0.00026099192846606246,0.0,-0.0010951888496196502,0.0,-6.538043922940624e-05
2015-03-25,-0.004941935819048339,0.0,-0.010886178088368781,0.0,-0.004395024094953674
2015-03-26,-0.0005141264211938032,0.0,-0.004579804786726365,0.0,0.0010637122560177535
2015-03-27,0.0006439816692748742,0.0,0.0038467948643965753,0.0,-0.00041493704858509514
2015-03-30,0.0009297325350344725,0.0,0.007077092813579798,0.0,-0.0003831476448215993
2015-03-31,-0.0032602601983291847,0.0,-0.004665026024685887,0.0,-0.004961791766297207
