,GLD_LNG,OIL_LNG,EQ_LNG,US10YB_LNG,RE_LNG,LTB_LNG
1915-01-01,0.0,0.0,0.0,0.0,0.0,0.0
1916-01-01,0.0,0.0,0.0,0.0,0.0,0.0
1917-01-01,0.0,0.0,-0.23571428656578186,0.0,0.0,-0.014062305912382222
1918-01-01,0.0,0.0,-0.048014712436348694,0.0,0.0,0.0
1919-01-01,0.0,0.0,0.0,0.0,0.0,0.0
1920-01-01,0.0,0.0,-0.1793721914291332,0.0,0.0,-0.031147217378008074
1921-01-01,-0.004835589941962537,-0.4364820846905535,-0.06368898086447006,0.0,0.0,0.0
1922-01-01,-0.000967117988373567,-0.475570032573283,0.0,0.0,0.0,0.0
1923-01-01,0.0,-0.5635179153094434,0.0,0.0,0.0,0.0
1924-01-01,-0.029549718574118367,-0.5342019543974033,0.0,0.0,0.0,0.0
1925-01-01,-0.0318949343339785,-0.4527687296417118,0.0,0.0,0.0,0.0
1926-01-01,-0.032363977485959095,-0.3876221498371465,0.0,0.0,0.0,0.0
1927-01-01,-0.031894934333980496,-0.5765472312703666,0.0,0.0,0.0,0.0
1928-01-01,-0.03095684803005727,-0.6188925081433287,0.0,0.0,0.0,0.0
1929-01-01,-0.03236397748595943,-0.5863192182410535,-0.033693302422766025,0.0,0.0,0.0
1930-01-01,-0.03142589118203298,-0.6123778501628733,-0.2554019946713618,0.0,-0.07459414750336679,0.0
1931-01-01,-0.1998123827392575,-0.7882736156351845,-0.5554495358984679,0.0,-0.17328556045191224,-0.05111215263605329
1932-01-01,-0.029549718574156558,-0.716612377850169,-0.6144420167446529,0.0,-0.27629816537951,0.0
1933-01-01,0.0,-0.7817589576547304,-0.41148699468718886,0.0,-0.24017576318389822,-0.004036036320027803
1934-01-01,0.0,-0.674267100977201,-0.4268343742547841,0.0,-0.2347798894557015,0.0
1935-01-01,0.0,-0.6840390879478889,-0.16377240157067552,0.0,-0.10128377846372238,0.0
1936-01-01,0.0,-0.6449511400651584,0.0,0.0,-0.008109427431500893,0.0
1937-01-01,-0.002294235732720362,-0.615635179153097,-0.30715122818947205,0.0,0.0,0.0
1938-01-01,-0.0005735589331875568,-0.6319218241042368,-0.17009040237703021,0.0,-0.011838328093281003,0.0
1939-01-01,-0.01290507599656221,-0.6677524429967447,-0.15047079127661156,0.0,0.0,0.0
1940-01-01,-0.029251505592204796,-0.6677524429967447,-0.2308223860828985,0.0,-0.012508049607282468,0.0
1941-01-01,-0.029251505592204796,-0.6286644951140188,-0.3082514695563068,-0.019018033962071357,-0.030313179602304174,0.0
1942-01-01,-0.029251505592204796,-0.6123778501628883,-0.2016463821617135,0.0,0.0,0.0
1943-01-01,-0.029251505592204796,-0.6091205211726642,0.0,0.0,0.0,0.0
1944-01-01,-0.029251505592204796,-0.6058631921824299,0.0,0.0,0.0,0.0
1945-01-01,-0.004588471465454491,-0.6026058631922073,0.0,0.0,0.0,0.0
1946-01-01,-0.004588471465454491,-0.5407166123778717,-0.08597806841136024,0.0,0.0,-0.0011267605004708914
1947-01-01,-0.004588471465454491,-0.3713355048860342,-0.04127376019776985,0.0,0.0,-0.03045339233208999
1948-01-01,-0.004588471465454491,-0.15309446254077064,0.0,0.0,0.0,0.0
1949-01-01,-0.09119587037569665,-0.1726384364821283,0.0,0.0,0.0,0.0
1950-01-01,-0.004301691998860435,-0.18241042345280745,0.0,0.0,0.0,-0.0007391304243428154
1951-01-01,-0.004301691998860435,-0.17589576547233365,0.0,0.0,0.0,-0.037970849302801035
1952-01-01,-0.0077430455979434765,-0.17589576547233365,0.0,0.0,0.0,-0.027146127765045325
1953-01-01,-0.0008603383997745073,-0.1270358306189051,0.0,0.0,0.0,0.0
1954-01-01,0.0,-0.09446254071660565,0.0,0.0,0.0,0.0
1955-01-01,-0.00028538812786671475,-0.09771986970684021,0.0,-0.013735319066306872,0.0,-0.012167938984938065
1956-01-01,-0.0014269406392817263,-0.09120521172638985,0.0,-0.03831763934353061,0.0,-0.06877228511057365
1957-01-01,-0.0025684931506856357,0.0,-0.09302325546742507,0.0,0.0,0.0
1958-01-01,0.0,-0.02588996763753504,0.0,-0.022770807080074174,0.0,-0.051333330571647684
1959-01-01,0.0,-0.06148867313914608,0.0,-0.05462816377385371,0.0,-0.07565369440988423
1960-01-01,0.0,-0.0679611650485411,-0.005248899571605348,0.0,0.0,0.0
1961-01-01,-0.0005670541536596518,-0.06472491909387446,0.0,0.0,0.0,0.0
1962-01-01,-0.0011341083073372893,-0.06148867313917605,-0.09715639799832354,0.0,0.0,0.0
1963-01-01,-0.005103487383052996,-0.06472491909386824,0.0,0.0,0.0,-0.00624778727070574
1964-01-01,-0.004819960306224225,-0.06796116504856597,0.0,0.0,0.0,0.0
1965-01-01,-0.0042529061525627965,-0.0744336569579479,0.0,0.0,0.0,-0.004871559795004865
1966-01-01,-0.003969379075753343,-0.06796116504855743,-0.08208873867988964,0.0,0.0,0.0
1967-01-01,-0.009072866458800788,-0.055016181229794014,0.0,-0.04066771251144263,0.0,-0.05115384608506213
1968-01-01,0.0,-0.04854368932042963,0.0,-0.026623914082866684,0.0,-0.05228438621823783
1969-01-01,0.0,-5.129230373768223e-14,-0.11483567953109297,-0.09888737809948489,0.0,-0.10474949595497918
1970-01-01,-0.12742248062015304,0.0,-0.0946277786100167,0.0,0.0,0.0
