,GLD_LNG,OIL_LNG,EQ_LNG,US10YB_LNG,RE_LNG,LTB_LNG
1971-01-01,-0.01598837209304893,0.0,0.0,0.0,0.0,0.0
1972-01-01,0.0,0.0,0.0,0.0,0.0,0.0
1973-01-01,0.0,0.0,-0.16459573805333394,0.0,0.0,-0.03833333402872974
1974-01-01,0.0,0.0,-0.37710466889039873,0.0,0.0,-0.013767122783793329
1975-01-01,0.0,0.0,-0.14204456992480063,0.0,0.0,0.0
1976-01-01,-0.22454308093994746,0.0,0.0,0.0,0.0,0.0
1977-01-01,-0.08093994778066604,0.0,-0.059312321245668986,-0.011411242690247625,0.0,0.0
1978-01-01,0.0,0.0,0.0,-0.047045236988577765,0.0,-0.029651163145898107
1979-01-01,0.0,0.0,0.0,-0.057075506700440704,0.0,-0.045075929440805074
1980-01-01,0.0,0.0,0.0,-0.11613316057316758,0.0,-0.07509375928155837
1981-01-01,-0.25203252032521395,0.0,-0.02299625426531904,-0.12587341257923312,0.0,-0.07571036348927718
1982-01-01,-0.38861788617887283,-0.10229776518728018,0.0,0.0,0.0,0.0
1983-01-01,-0.310569105691052,-0.17563739376770438,0.0,-0.01416264661743516,0.0,0.0
1984-01-01,-0.4130081300813021,-0.18539502675479802,0.0,0.0,0.0,0.0
1985-01-01,-0.48455284552845945,-0.24173748819640972,0.0,0.0,0.0,0.0
1986-01-01,-0.4016260162601787,-0.606232294617562,0.0,0.0,0.0,0.0
1987-01-01,-0.27317073170733164,-0.5152659741894918,0.0,-0.051580842393831206,0.0,-0.03114285692573937
1988-01-01,-0.2894308943089673,-0.6040289581366118,0.0,0.0,0.0,0.0
1989-01-01,-0.380487804878062,-0.5007869058860615,0.0,0.0,0.0,0.0
1990-01-01,-0.3764065040650426,-0.36953100409192174,-0.02226047031581413,0.0,0.0,0.0
1991-01-01,-0.4112032520325267,-0.4793830657853406,0.0,0.0,0.0,0.0
1992-01-01,-0.44094308943089555,-0.4966949952785792,0.0,0.0,0.0,0.0
1993-01-01,-0.4150081300813101,-0.5514636449480737,0.0,0.0,0.0,0.0
1994-01-01,-0.3756097560975614,-0.5848284545168467,0.0,-0.09487983331481198,0.0,-0.07578494399785685
1995-01-01,-0.37595121951219435,-0.5398174378344442,0.0,0.0,0.0,0.0
1996-01-01,-0.36941463414634246,-0.418948693736256,0.0,-0.014898471769267285,0.0,-0.013164948672057974
1997-01-01,-0.461756097560981,-0.4576644633302087,0.0,0.0,0.0,0.0
1998-01-01,-0.521560975609767,-0.6578533207428544,0.0,0.0,0.0,0.0
1999-01-01,-0.5463739837398418,-0.5102297765187472,0.0,-0.09014275973719421,0.0,-0.0926310643553846
2000-01-01,-0.5461626016260172,-0.15895498898334914,-0.05703166499732859,0.0,0.0,0.0
2001-01-01,-0.5592845528455268,-0.31255901794147256,-0.17766144530275563,0.0,0.0,0.0
2002-01-01,-0.4963739837398353,-0.29146994019517136,-0.3426276187433145,0.0,0.0,0.0
2003-01-01,-0.40913821138209916,-0.1325149512118371,-0.19725239351050927,-0.0004483065357995253,0.0,0.0
2004-01-01,-0.33378861788615877,0.0,-0.09473240841189612,0.0,0.0,0.0
2005-01-01,-0.27684552845525234,0.0,-0.030506652638515153,0.0,0.0,0.0
2006-01-01,-0.01876422764225627,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,-0.38754883408547225,0.0,-0.00605094060300726,0.0
2009-01-01,0.0,-0.40078689919183463,-0.20942322675152758,-0.10032513235188734,-0.014514350535527853,-0.15220610797406153
2010-01-01,0.0,-0.20555082943428027,-0.09986258088075095,-0.021583787930829934,-0.006686938426762379,-0.06651554156785366
2011-01-01,0.0,0.0,-0.0794024402923541,0.0,0.0,0.0
2011-01-01,0.0,0.0,-0.0794024402923541,0.0,0.0,0.0
2011-01-01,0.0,0.0,-0.0794024402923541,0.0,0.0,0.0
2011-01-01,0.0,0.0,-0.0794024402923541,0.0,0.0,0.0
2011-01-01,0.0,0.0,-0.0794024402923541,0.0,0.0,0.0
