,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
1916-01-01,0.1058978786270904,0.08494208592768543,0.08386563029092521,0.06346829917538438,0.07916102034103309
1917-01-01,0.0023268232751260188,-0.3084112093383228,-0.011601232137956836,-0.16472669170498924,0.003721872487990978
1918-01-01,0.0941712261390277,0.19716646163099577,0.08954643649175599,0.14031132978736152,0.07880535763530576
1919-01-01,0.07045574540275591,0.16402116136486694,0.06154627777892356,0.11258108349819258,0.06963720328888971
1920-01-01,0.03920717291187991,-0.21857922214128842,0.022096702875866854,-0.11948959475340812,0.03495590276373567
1921-01-01,0.03468207329510577,0.12355211708375613,0.06357078410820935,0.11739382394197342,0.02258290684885278
1922-01-01,0.07246886876011181,0.21313239840580647,0.0765902033019447,0.15600116635888311,0.04350765137960035
1923-01-01,0.02467914238056424,0.03303964610065568,0.036359201336381444,0.03974548305435977,0.03445980505465087
1924-01-01,0.07662407143840225,0.20168066765604417,0.08206022281104727,0.1500455073445348,0.0337026552016442
1925-01-01,0.09408524196781805,0.22205205543109824,0.09345424549882575,0.1591689513923519,0.06663205597718304
1926-01-01,0.06159156617079968,0.12129760231524385,0.06680197528618897,0.09656187795946884,0.03502398792432229
1927-01-01,0.053732855562780624,0.26001096495630616,0.06740274549264526,0.18413670160091855,0.045890011099082695
1928-01-01,0.07230674719464415,0.2725000055572724,0.07425098015850169,0.18685171391523442,0.07663594420542094
1929-01-01,0.023728615331549404,-0.03486812456037247,0.029399996037798217,-0.001451880586193216,0.011206926940090668
1930-01-01,-0.04657264175250675,-0.2977562249265701,-0.036984161242292216,-0.13987647953679375,-0.11837483322697276
1931-01-01,-0.22007656467333692,-0.6749459577181575,-0.16693291366279941,-0.33467555722528636,-0.07151647775616844
1932-01-01,0.07850480428707125,-0.15300546959471628,0.06108166479682436,-0.03288343074994977,0.08047179538022878
1933-01-01,0.1313994253625798,0.34486072348124064,0.12760275356341555,0.2454644292367153,0.06845009442100466
1934-01-01,0.12446505646333336,-0.02677651760649869,0.0958451752931981,0.017940555157277664,0.08100132424843286
1935-01-01,0.11102368221149579,0.31458178613370746,0.11165064059626177,0.22670477767079414,0.07754097477884726
1936-01-01,0.10290639094292359,0.2665916735095081,0.09755758157146803,0.19172348417856735,0.055898191668210105
1937-01-01,-0.03878684832666128,-0.44331640504779296,-0.03710950226452697,-0.21454831787893186,0.02229553358050031
1938-01-01,0.05232539901876921,0.16515151249339421,0.058868247920003225,0.12236065904244339,0.03349911863365944
1939-01-01,0.02013610999691653,0.023094686827161145,0.025933155815194085,0.03226779185145071,0.04000827634663302
1940-01-01,-0.0019954767419540667,-0.10446429149236226,0.005638579451721741,-0.03655042161782135,0.014329350658152612
1941-01-01,-0.011827264061741366,-0.11193241431684234,-0.01994089681939159,-0.06600331461834888,-0.006660122540369516
1942-01-01,0.05087706910253859,0.1335311628610469,0.04876954907898577,0.0911942696949258,0.023178504770029452
1943-01-01,0.07654581200922955,0.21257237706912668,0.0738014403987246,0.14641780452483177,0.03812351956525334
1944-01-01,0.06971816281976582,0.16448326131241564,0.06728483490182906,0.11496114991738646,0.03177676779711337
1945-01-01,0.112894074865864,0.27181767055702816,0.10822568573022495,0.20218114986028182,0.045008737130375516
1946-01-01,0.030056297832389455,-0.09406565122569312,0.01873621261608921,-0.050546193152107365,0.020789928746805755
1947-01-01,0.06368915953480646,0.04662885635907798,0.04675807664865295,0.02434875761039122,0.058262236672916724
1948-01-01,0.06389413353239538,0.06761786894612523,0.055767850671076764,0.0534650814215953,0.04920912428397956
1949-01-01,0.03316533567761523,0.14083709440221878,0.04043209715978598,0.10339050962074287,-0.005568288556484149
1950-01-01,0.07663047627863469,0.22054665861691952,0.06852680864240648,0.14545023228065562,0.03210089092647188
1951-01-01,0.05504831482633107,0.20427074896159667,0.05576173798092397,0.13006391583534332,0.024511178788489442
1952-01-01,0.04556479381334984,0.14717668054754574,0.04486004362307767,0.09784712196456997,0.03599061803182947
1953-01-01,0.04053659498952861,0.009132420075160375,0.04039256205467092,0.022106760011059916,0.06474533380732524
1954-01-01,0.110295626236629,0.31991235853582756,0.11008676465310442,0.23205935505210543,0.07481188098760534
1955-01-01,0.06374554588583052,0.25611572226534307,0.06051065827641844,0.16763533293187732,0.07183851672648184
1956-01-01,0.00129730676898882,0.058322957170253646,-0.0026905606888863965,0.02029604634453396,-0.023068889015966564
1957-01-01,0.028378576178840872,-0.10256410209722149,0.03223464466819696,-0.026738874297954903,0.02421393704246362
1958-01-01,0.05976553573759757,0.26991311146563396,0.056584318628031434,0.17149925149763334,0.012185947444592806
1959-01-01,0.01677298677300727,0.12153063027340477,0.01132788267706853,0.06660614085805616,0.00914965423787937
1960-01-01,0.053965011454828245,-0.005276595892017142,0.06935648131169846,0.04691376919294519,0.02142756750013603
1961-01-01,0.06661661152520927,0.2299349269146726,0.06764235298662298,0.15620431589313563,0.025097860160961993
1962-01-01,0.014066068676406137,-0.10761154840013563,0.019788798548589677,-0.03196252638312,0.016900377910744235
1963-01-01,0.0480182400460635,0.18064093908556397,0.049143581195628415,0.11790101692514231,0.02262853320248734
1964-01-01,0.053521492984935116,0.14214665943416174,0.05553672535151672,0.10431924450906009,0.02320023864370826
1965-01-01,0.02976749758188718,0.11106406067085145,0.028790365596364532,0.0695720112021112,0.011632075070890487
1966-01-01,0.00929738145077298,-0.08942992871463734,0.013773283391476833,-0.03201249380915718,-0.000786107148210003
1967-01-01,0.02927753013751015,0.1719609050113349,0.021706534809009744,0.09603639831646532,0.015878784861911154
