,uniform,onlystocks,sixtyforty,riskparity
GLD,0.20462223572274824,0.0,0.0,0.1625181513442963
COM,0.20361357722815884,0.0,0.0,0.1249606563108568
SP500TR,0.2002813164202014,0.9998885339720062,0.6106597518976493,0.29991406080670435
LTB,0.17994435918781532,0.0,0.188530324554185,0.0505237874105263
ITB,0.19587211405776705,0.0,0.1970394249376047,0.3504823127143395
