,GLD,COM,SP500TR,LTB,ITB
1988-01-05,1.0,1.0,1.0,1.0,1.0
1988-01-06,1.012369530049341,1.0040919146849379,1.000966330404394,1.0002919870053288,1.0011930569299112
1988-01-07,1.01674682876534,1.0014494626679544,1.0093519470565766,0.9607469952801531,0.9954961623591869
1988-01-08,1.0175488787158176,1.0019496486959731,0.9410724616612278,0.966184129453553,0.9989904412665829
1988-01-11,1.0175097422204824,0.98772580352461,0.956955846894708,0.9664706747535019,1.0001821879432435
1988-01-12,1.010111061667736,0.9796078902097658,0.9489209346970942,0.9802124010451502,1.001838641703084
1988-01-13,1.0132261800026987,0.9787622519300768,0.9505071774978168,0.9805013780006703,1.002109528195394
1988-01-14,1.0121359271545034,0.9961399861948262,0.9507410361512133,1.0649156599350362,1.0131216737255393
1988-01-15,1.0097842661535805,0.995204007095009,0.9746574606455821,1.0502096929613474,1.011974042234602
1988-01-18,0.9994436525233974,1.0093483071911702,0.9739632302964815,,
1988-01-19,1.002979158973765,1.0130793952978108,0.9640749269271518,1.0592681697373887,1.0145842987327063
1988-01-20,1.00420192742444,1.008552615540902,0.938156076884907,1.0833533399506512,1.0181405366307767
1988-01-21,1.0031122241735064,1.0027696435664466,0.9400900560934404,1.0925828023673125,1.0198165760047346
1988-01-22,1.0009715636713876,1.0020130805915224,0.9530709861510785,1.1081205677817738,1.0210236492109235
1988-01-25,1.0011432645894673,1.0029617466323937,0.9752822895133926,1.0815461939461823,1.0170517338151954
1988-01-26,0.9874422958841795,1.0031026561030465,0.9653571672346637,1.131787048117198,1.0253794033108865
1988-01-27,0.977315507159276,0.9933722621292135,0.9645862121688967,1.1506756709217536,1.029437660398199
1988-01-28,0.9802203733916804,0.9910009318528558,0.9796497495459395,1.1735250273635762,1.0330421068921156
1988-01-29,0.9625286178557512,0.9848610359755008,0.9942873260276445,1.1738448353090445,1.0323414599854872
1988-02-01,0.9513531659202877,0.9833874992180424,0.9866800116274264,1.2074681444654585,1.0364434061794279
1988-02-02,0.9580414045081075,0.9874770329142566,0.9891134890844752,1.1848237591557433,1.0338223651344014
1988-02-03,0.9359395540257962,0.9999103693626554,0.9761009298016595,1.1624125233119258,1.0340798150890183
1988-02-04,0.9314907295355221,1.005434445403467,0.9767584544348945,1.1958044768115006,1.0401236162772587
1988-02-05,0.9280928791312916,1.0102403773330881,0.9726666538756856,1.1797748098294387,1.0374885539219034
1988-02-08,0.9288976567664994,1.0200697788833113,0.9656022289215516,1.1833520259768215,1.040157943645799
1988-02-09,0.9215080692715184,1.0172495971279825,0.9758735908067727,1.2002427583128823,1.0433156970878734
1988-02-10,0.9267251806278856,1.0068944488921805,0.9951010609508751,1.1841788593949087,1.0411522233762898
1988-02-11,0.9256390667320886,1.0046131955703752,0.9923603411507522,1.15237845816063,1.0351554419880415
1988-02-12,0.9319060462558415,0.9963223767805581,0.9993095275820096,1.1430267833821648,1.0344482111233455
1988-02-15,0.9358616858794558,0.9962840566891435,,,
1988-02-16,0.9347753413834279,0.9987570770693545,1.00803399543796,1.1401739160243758,1.0342273053823234
1988-02-17,0.9359997597324917,0.9996155357108631,1.0056791246824526,1.1500212722505172,1.0354462179215025
1988-02-18,0.9395346744444826,0.9840617930974788,1.0005838791351458,1.15350985175375,1.036184926505426
1988-02-19,0.9302565251541827,0.9944268578996381,1.0149424853651872,1.1602335500911096,1.0374050802225478
1988-02-22,0.9356817236262664,0.9900841207516463,1.0308053319992745,1.1866989595272217,1.0405570949706557
1988-02-23,0.9291348192722861,0.987445511700683,1.0284500555296174,1.1836917912921496,1.0408136207088607
1988-02-24,0.9152376687444685,0.9857038039386778,1.0264035402273295,1.1710274793498818,1.0415534395542863
1988-02-25,0.9074319776803551,0.9723952506653623,1.015326693532305,1.1811491483815806,1.0422933726492933
1988-02-26,0.9040369950704661,0.9689506567931381,1.0187221711692926,1.1913199083035388,1.0440027201461648
1988-02-29,0.8949723543150605,0.9732170474157756,1.0398686644772153,1.1883501412833641,1.045713592665597
1988-03-01,0.9014475857467092,0.965738159064527,1.0396742829184478,1.198620564869026,1.0469399766047236
1988-03-02,0.9005729914751466,0.9652527521258553,1.0408304687906087,1.2022548586873225,1.0471943339495045
1988-03-03,0.9009582994902502,0.952306144684523,1.0404045636637298,1.1513889893927522,1.0402017375218975
1988-03-04,0.9065926927120118,0.9563035734896048,1.0382425008649738,1.1450063141218136,1.039005611288787
1988-03-07,0.9151660452539995,0.958059637677588,1.0386655335525607,1.1327641204568129,1.0383013757924147
1988-03-08,0.916180589672195,0.960263759565122,1.0468046418933654,1.1330792470475175,1.0400074387468607
1988-03-09,0.9163552925139612,0.9594201079793613,1.0455684403836494,1.1271627614512552,1.0378608354836163
1988-03-10,0.9287060646336599,0.9697805103193559,1.025274991027582,1.143259870003466,1.0405328273695211
1988-03-11,0.9274107980657019,0.9786164338528429,1.02955605879592,1.1435767009750144,1.0407919484121857
1988-03-14,0.9284247105813086,0.9686304089951833,1.0351483174122635,1.1407402958771105,1.0410511339830544
1988-03-15,0.9281790935708386,0.9690412620517114,1.0342213992928844,1.1193458203840259,1.0389017908051839
1988-03-16,0.9365394060761608,0.9781450444781159,1.0447502123012635,1.1385261560083249,1.0415764626497859
1988-03-17,0.9350341392870721,0.9854558333771857,1.053966847584716,1.102285565989072,1.0394267322755517
1988-03-18,0.9295411870704736,0.9912426679006151,1.0535792075174808,1.087286857271243,1.0348873374749243
1988-03-21,0.9429375050218063,0.9915629748108596,1.0443211820803668,1.0905873081342885,1.035150590947313
1988-03-22,0.9399630843842502,1.0029046044280734,1.044705180958768,1.0819389121140996,1.0334997416002496
1988-03-23,0.9432846924737011,1.015230976712435,1.0449735794524928,1.0792536617087753,1.0308993100479766
1988-03-24,0.9526917518174298,1.0183278471312696,1.0233382221810927,1.0946418387913743,1.034035980275995
1988-03-25,0.9480385418666266,1.0242914930773175,1.0053293094771043,1.0626842694528185,1.0304862218455497
1988-03-28,0.95240863249324,1.0255959590888628,1.0035940070909612,1.0687968895819857,1.0307527620778374
1988-03-29,0.9544702799390123,1.0250189890028638,1.011459801356008,1.0632410967068968,1.0310193712520428
1988-03-30,0.9521255517200803,1.0279358339106002,1.0036710646021099,1.066485004536706,1.0308092987083477
1988-03-31,0.9588029063093384,1.0213569239844853,1.0068324999508154,1.0381114295760356,1.0239712166516666
1988-04-01,0.9587660292744803,1.0213176410258704,,,
1988-04-04,0.9587291536579697,1.0197556091924653,0.99623007259911,1.0440990378017285,1.0247097399843859
1988-04-05,0.9515595023865856,1.0136256208992898,1.005752769564812,1.0648578786034908,1.0273522577123089
1988-04-06,0.9437610649696923,1.014571868295737,1.032892374714818,1.0680439084836661,1.0280957304750116
1988-04-07,0.9380609414495936,1.0216083386732748,1.0354353917094261,1.092362820253394,1.03170159042006
1988-04-08,0.9426396521450234,1.0246140783508948,1.0481550338962833,1.069089764601771,1.0295891627717566
1988-04-11,0.9413448658630462,1.0512624592394415,1.0510441731117486,1.078288409958869,1.0303338337486876
1988-04-12,0.9455036017612601,1.0554310162361114,1.05570623834304,1.0845523606728076,1.032511270002182
1988-04-13,0.9425308896487948,1.0501069991856884,1.0564750129117588,1.044429843368844,1.0280266114857197
1988-04-14,0.9445919479615075,1.0552602836836338,1.0105694089798836,1.0273545426576074,1.0259214703312078
1988-04-15,0.956929268685303,1.0568314646839951,1.0106076989298196,1.0108240778776498,1.023826989030683
1988-04-18,0.9604576176839871,1.0630585630225775,1.0084491161663396,1.0027677156029167,1.024572301549238
1988-04-19,0.9581139010687149,1.0541536318745333,1.003439077717616,1.0030636958773294,1.0234278172458775
1988-04-20,0.9591255446258389,1.050442262049103,0.9964253592003937,1.0033597635142704,1.0241738085764551
1988-04-21,0.9525882415649802,1.0589966321918756,0.9975431398679171,1.0119989694143623,1.0258672115954888
1988-04-22,0.9405996929747507,1.0584187488094967,1.0119932312175113,1.0122966032256744,1.026139857256823
1988-04-25,0.9439183076567942,1.056856166190739,1.0212018622550585,1.0098152068055541,1.0259389540855128
1988-04-26,0.937172677063626,1.0638874844300237,1.0272117188268126,1.0073376396457623,1.0257384163913636
1988-04-27,0.9440553564222056,1.0625933536669905,1.0268254684346203,0.9912337997519932,1.0227068370320629
1988-04-28,0.9477927522227457,1.0511844991880406,1.022162786905897,0.9915281236837061,1.0225085455101612
1988-04-29,0.9412573879455748,1.0522181676177078,1.0171921964246067,0.9756997528128261,1.0199608623423169
1988-05-02,0.9412211857383461,1.0267583407977938,1.018270189799468,0.9895890505820557,1.0221226063144597
1988-05-03,0.9346865758460292,1.0378170051010016,1.0242406729180284,0.9871549429971102,1.0223986144514443
1988-05-04,0.9292005588646984,1.0356291407937666,1.0139546201523724,0.9901706233988516,1.0207917421600392
1988-05-05,0.9325185783202701,1.0445387484197548,1.0085613231003732,0.9743757409638505,1.0168475050194745
1988-05-06,0.9280810736181087,1.0560429106025209,1.0037077535102625,0.9746674636120136,1.0161875193948804
1988-05-09,0.9313988780065386,1.0590448712270593,1.000934495378556,0.9696280071157378,1.0141315569015381
1988-05-10,0.9361835262135771,1.0598989801948155,1.005248241097476,0.9646053113908842,1.0144126026155367
1988-05-11,0.9411773836341976,1.0656744608361401,0.9884175074869822,0.9783246412181763,1.0146937262155773
1988-05-12,0.9451230082157143,1.065275564218057,0.9905361672594336,0.9949115638237822,1.0168469825816573
1988-05-13,0.9419432326914846,1.0707819702920858,1.0020128788004943,0.9897506115104417,1.0166589974880165
1988-05-16,0.9498700392206902,1.081208825351116,1.0100227787908622,0.9660476057768043,1.0113506644764412
1988-05-17,0.9527671436462579,1.0808093723531498,0.997507303214372,0.942751467976138,1.0097700521855562
