,uniform,onlystocks,sixtyforty,riskparity
1988-01-06,0.0,0.0,0.0,0.0
1988-01-07,0.0,0.0,0.0,0.0
1988-01-08,0.0,0.0,0.0,0.0
1988-01-11,0.0,0.0,0.0,0.0
1988-01-12,0.0,0.0,0.0,0.0
1988-01-13,0.0,0.0,0.0,0.0
1988-01-14,0.0,0.0,0.0,0.0
1988-01-15,0.0,0.0,0.0,0.0
1988-01-18,0.0,0.0,0.0,0.0
1988-01-19,0.0,0.0,0.0,0.0
1988-01-20,-0.0007931464840275422,-0.027566591928533554,-0.010998234393932084,0.0
1988-01-21,0.0011179733094086781,0.0020527060110685134,0.003286089853135848,0.0
1988-01-22,0.005247322745536353,0.013590579470239119,0.011176944779312706,0.0
1988-01-25,-0.0009451146451087153,0.02272597701851065,0.007935290788230331,0.0
1988-01-26,0.00628537083940684,-0.010259288376604092,0.004816440471180545,0.0
1988-01-27,0.00029533640549779197,-0.0007975477063948486,0.003781578740523919,0.0
1988-01-28,0.008060315706068424,0.015344017922542828,0.013867731559733849,0.0
1988-01-29,-0.001672402568843147,0.01469107985914067,0.008637066675539156,0.0
1988-02-01,0.003007302456959721,-0.007693864294509551,0.002287203481983048,0.0
1988-02-02,-0.0021166085959102316,0.002455121148174338,-0.003120695436481115,0.0
1988-02-03,-0.00866519184762297,-0.0133029397319222,-0.011882178681836008,0.0
1988-02-04,0.007658005904205157,0.0006717460115828832,0.00756625105939064,0.0
1988-02-05,-0.004042096077376446,-0.00419784900359981,-0.005875026462918366,0.0
1988-02-08,0.0017755680733625176,-0.007300425763723243,-0.0031072122101874627,0.0
1988-02-09,0.0038441318951872405,0.010503012449117432,0.009780911495116106,0.0
1988-02-10,-0.0004526994203570924,0.01928200274385006,0.008112483324767687,0.0
1988-02-11,-0.008278240214633316,-0.0027560680131625227,-0.008510424823918238,0.0
1988-02-12,-0.0008424736048739699,0.006939607648713496,0.002323648306849715,0.0
1988-02-15,0.0007577808206239555,0.0,0.0,0.0
1988-02-16,0.0014794877534511335,0.00863719099362603,0.0046246401249538166,0.0
1988-02-17,0.0019795463874406117,-0.0023367610833846006,0.0005973207477706031,0.0
1988-02-18,-0.002572058713779101,-0.00508175522706687,-0.002264340037019454,0.0
1988-02-19,0.0046087940286486185,0.014118406062547878,0.009874571424812854,0.0
1988-02-22,0.008860546516952561,0.015357937387710375,0.014422524260783344,0.0
1988-02-23,-0.002737160827760125,-0.002285520478494501,-0.0018518590157375248,0.0
1988-02-24,-0.0056252314839145825,-0.001989855521963115,-0.003295593501787544,0.0
1988-02-25,-0.0043173136206199406,-0.010887432886043734,-0.004558261660703755,0.0
1988-02-26,0.001588215017289149,0.003326313762389969,0.0040885947557502715,0.0
1988-02-29,0.003157014237804181,0.020295318936955846,0.011978181262276195,0.0
1988-03-01,0.0018980547317938227,-0.00018659225367997803,0.0018974035623810638,0.0
1988-03-02,0.000579548986130237,0.0011086244984179147,0.0013175735096640432,0.0
1988-03-03,-0.012504255405624838,-0.00040855175145046983,-0.01014232323297887,0.0
1988-03-04,0.0003580333360862338,-0.0020782804965307064,-0.0025642883413690407,0.0
1988-03-07,0.00017143566230638446,0.0004064744188260909,-0.0019568096142250115,0.0
1988-03-08,0.002616106720212413,0.007759842763657099,0.005101599907996622,0.0
1988-03-09,-0.0017731526788156895,-0.0011799878120738174,-0.0021277969212844415,0.0
1988-03-10,0.004155096928933034,-0.01975328069505286,-0.008645952253973006,0.0
1988-03-11,0.002412751689281613,0.004149822022485964,0.0026073324710843577,0.0
1988-03-14,-0.0011414212110622134,0.005391588564519394,0.002831919966634227,0.0
1988-03-15,-0.004142280555492315,-0.0008944563504922453,-0.004590190724509211,0.0
1988-03-16,0.009371690767429677,0.010057892515573048,0.009843323307486355,0.0
1988-03-17,-0.0035407259786034845,0.008727563351837836,-0.0011572233063841064,0.0
1988-03-18,-0.0035026173529917885,-0.0003672051081085803,-0.003633720752144755,0.0
1988-03-21,0.0018770364591077823,-0.008847569348781519,-0.0048108329238438505,0.0
1988-03-22,-5.769049892018624e-05,0.00036683960396381683,-0.0015646414694929776,0.0
1988-03-23,0.002328558592277137,0.0002563391815159248,-0.0008042491319032927,0.0
1988-03-24,0.0017352464524815472,-0.02109924650294189,-0.009564871109087462,0.0
1988-03-25,-0.009332281687034552,-0.01787662411307687,-0.017143916202744997,0.0
1988-03-28,0.001980466000594395,-0.00172552764204466,7.448369761876176e-05,0.0
1988-03-29,0.0009754695230855387,0.0077607863260294365,0.0038096410223496667,0.0
1988-03-30,-0.0009270742997645624,-0.007744270368613416,-0.0041715821624294085,0.0
1988-03-31,-0.005312641112116219,0.003133536599866358,-0.004433619640924313,0.0
1988-04-01,-1.6276237868847972e-05,0.0,0.0,0.0
1988-04-04,-0.0012255962822037938,-0.010620473117082916,-0.005250073043969567,0.0
1988-04-05,0.002972796286841252,0.009448774028076805,0.009891998092517706,0.0
1988-04-06,0.004331253393289018,0.026222774275667764,0.016777645033490732,0.0
1988-04-07,0.005361229428893446,0.002451086140654376,0.006348969821971146,0.0
1988-04-08,-0.00022039580614945594,0.012111340282153691,0.0030991718962780535,0.0
1988-04-11,0.0072419250602567585,0.0027434224640750025,0.0033936351458172384,0.0
1988-04-12,0.0040612675213242124,0.004407417780043333,0.004193347336948244,0.0
1988-04-13,-0.009738178826430953,0.0007262553731417308,-0.00787685324498865,0.0
1988-04-14,-0.011049293549491853,-0.04533259147730958,-0.030779887018256635,0.0
1988-04-15,-0.0005397399765502096,3.7810569484726566e-05,-0.0035716313718718523,0.0
