,uniform,onlystocks,sixtyforty,riskparity
GLD,0.2,0.0,0.0,0.16016690962496258
COM,0.2,0.0,0.0,0.1242148999463442
SP500TR,0.2,1.0,0.6,0.29907777782649064
LTB,0.2,0.0,0.2,0.058279678127144956
ITB,0.2,0.0,0.2,0.35826073447505763
