,uniform,onlystocks,sixtyforty,riskparity
1988-07-04,-0.010333066388866552,-0.013077223782463232,-0.00966087405624505,0.0
1988-07-05,-0.012768777359526418,0.0,-0.0066810475830740845,0.0
1988-07-06,-0.014777948068686264,-0.013746287120155243,-0.016327907154208843,-0.0006057986275821436
1988-07-07,-0.017725698036684445,-0.014636385359917292,-0.0231185160024433,-0.00016875130317417497
1988-07-08,-0.018760099257877028,-0.02103054116199954,-0.024516351129971192,-0.002683127848242872
1988-07-11,-0.027355497069817214,-0.019044099856662444,-0.02638537987229228,-0.010793309531436979
1988-07-12,-0.03386813643972597,-0.0288462715144594,-0.03685959894672475,-0.013415159953543143
1988-07-13,-0.03342013532920285,-0.023557657239927865,-0.0331817450173193,-0.01389123971525974
1988-07-14,-0.025681931281760884,-0.02008021988522768,-0.02917574465035966,-0.0066590258198409025
1988-07-15,-0.029289765829734415,-0.01365621872353373,-0.029834136004657896,-0.007896903452845883
1988-07-18,-0.027561783816989593,-0.019196939804552726,-0.03122848788726873,-0.0064317071817042715
1988-07-19,-0.031465415449827505,-0.02654768251911288,-0.03702458124207697,-0.009219382705925372
1988-07-20,-0.028004613358072805,-0.021082620739117597,-0.035618079295556826,-0.00504478449300283
1988-07-21,-0.02346548367677226,-0.03318952490182003,-0.03929709341032617,-0.001378591496263848
1988-07-22,-0.023494939335735432,-0.04465648033150893,-0.04326702358149326,-0.0026537776866971674
1988-07-25,-0.029466521774778265,-0.040149683494372757,-0.04228432723768072,-0.008566472100518863
1988-07-26,-0.04128245015029941,-0.03819889365956897,-0.04501471348337427,-0.019238509168140627
1988-07-27,-0.041404382071965284,-0.04778324425812108,-0.05131295165880767,-0.018469185572289826
1988-07-28,-0.03841434676430089,-0.03507857326209651,-0.04122977339245171,-0.017499232954052757
1988-07-29,-0.025853523811626977,-0.013325079426663389,-0.024602516666274776,-0.00701513880767568
1988-08-01,-0.020405626665482957,-0.01240470187586784,-0.0185596688267623,-0.0044248673133894245
1988-08-02,-0.024734369817062674,-0.012620114493576029,-0.019735273881703264,-0.008520701807831488
1988-08-03,-0.02264615288824945,-0.009215916903798416,-0.01409035617526122,-0.009207056010554715
1988-08-04,-0.029771128713556694,-0.01234105250575479,-0.022611616350541208,-0.013488519511160701
1988-08-05,-0.027970504899630155,-0.015004658643389068,-0.023667174995264495,-0.011672649799468249
1988-08-08,-0.032237484293531016,-0.018980961518748174,-0.03085340381359447,-0.01310091369091837
1988-08-09,-0.046553980751247837,-0.03104629225855715,-0.04649651245281605,-0.022567440210892964
1988-08-10,-0.04966571767035566,-0.04768746438417948,-0.0585012824359149,-0.0234486619521459
1988-08-11,-0.04955540932523583,-0.04449568353609212,-0.05755218488488201,-0.022783141216589087
1988-08-12,-0.05070050645674895,-0.045241814264828206,-0.05894271092217407,-0.023689348449438152
1988-08-15,-0.05026401191396812,-0.05886526856572938,-0.06491392365878446,-0.02369810072910028
1988-08-16,-0.05091955487736666,-0.05194857732583602,-0.06239653789253452,-0.024007791358626074
1988-08-17,-0.05068160501148922,-0.05120458427240393,-0.06073155842327094,-0.024332805924447753
1988-08-18,-0.04808295536469254,-0.05021243838780254,-0.060030476139185995,-0.022308101095527055
1988-08-19,-0.049047506717934675,-0.053050873504825624,-0.06347198662756759,-0.022843316655709156
1988-08-22,-0.050341780662211844,-0.06468522642444496,-0.06726012574092755,-0.024374325644709316
1988-08-23,-0.051033449204104464,-0.06429554842709362,-0.06726551302798633,-0.024135138707020998
1988-08-24,-0.0502174861376512,-0.049648922237185755,-0.06201788696027788,-0.022788533662774557
1988-08-25,-0.05099221557149103,-0.056707234978631504,-0.0644787304076414,-0.02373289880928464
1988-08-26,-0.04592085037876148,-0.054686568255826074,-0.05893624903874195,-0.020477653470232227
1988-08-29,-0.04291536087535375,-0.044722970547351415,-0.0511761048250029,-0.018251876065502715
1988-08-30,-0.042848625007882335,-0.043979521716948966,-0.04931096541246727,-0.018593388985891912
1988-08-31,-0.044191519756776376,-0.04759742196664907,-0.05134603889625533,-0.01955967800517522
1988-09-01,-0.027841142914200923,-0.05905107126719045,-0.04116743520917565,-0.009844019479997912
1988-09-02,-0.02492679591497149,-0.03660846845565047,-0.02772872791154113,-0.007168517015087139
1988-09-05,-0.02555388074705911,-0.03660846845565047,-0.02772872791154113,-0.007738979292838621
1988-09-06,-0.02623673826129791,-0.03246189130180721,-0.024492058949555084,-0.007911381160124575
1988-09-07,-0.02649912349026684,-0.03147086978127489,-0.02436156436064929,-0.007922281632069983
1988-09-08,-0.021347104608480882,-0.0314017003519258,-0.020108090680806878,-0.004406251400020378
1988-09-09,-0.026230794188840334,-0.0275748411019201,-0.0209422276025365,-0.007013926182248498
1988-09-12,-0.027543528515480364,-0.028923750591808073,-0.019803734588980215,-0.00935056484014829
1988-09-13,-0.020312266142919144,-0.025380819170807145,-0.014135217361526786,-0.004255833866295244
1988-09-14,-0.016855108746529845,-0.01854182184940356,-0.012635515893826499,-0.0013248659306265287
1988-09-15,-0.022270761379025616,-0.022832777237347224,-0.015827607925343434,-0.0054333992020110244
1988-09-16,-0.02939258547017809,-0.013655034680687628,-0.01404545936652446,-0.009672076382725159
1988-09-19,-0.033948914478485914,-0.020320504977601517,-0.01723394387344357,-0.013604827811698916
1988-09-20,-0.0288082702476935,-0.01667238011504457,-0.012293958796750215,-0.010014783121524262
1988-09-21,-0.03388432351615067,-0.014938171074930229,-0.01313408706383501,-0.014145888415081465
1988-09-22,-0.03441597692531895,-0.018555126915788533,-0.01534069308070729,-0.015161231639315265
1988-09-23,-0.03763175620350656,-0.01646670306577791,-0.01660973863034787,-0.0167462370412913
1988-09-26,-0.04122914255202825,-0.018984845842954234,-0.019474391337850783,-0.01993152457815972
1988-09-27,-0.042970820496474604,-0.021219372904235256,-0.02327570997842443,-0.02077088698955687
1988-09-28,-0.03932057204036299,-0.018245284732937184,-0.01688522811897819,-0.018552060159410466
1988-09-29,-0.02874681433574844,-0.005421523369013137,-0.00250716491630687,-0.010461718481406534
1988-09-30,-0.03029504462567878,-0.007904355268367413,-0.00260869635722194,-0.01203668549457948
1988-10-03,-0.032512159618420355,-0.009359546999426982,-0.004015556057751946,-0.013653800890239709
1988-10-04,-0.03188176495738693,-0.012019127271317709,-0.0060535347099862635,-0.012886976561312657
1988-10-05,-0.034211988870294974,-0.007558054158711025,-0.0027981737564213294,-0.014840088738723667
1988-10-06,-0.018285396627214068,-0.005647760094743659,0.0,-0.0038382320356715738
1988-10-07,-0.016459959182972272,0.0,0.0,-0.0006188964008897457
1988-10-10,-0.012094064259535742,0.0,0.0,0.0
1988-10-11,-0.017274341013031824,-0.0011194602815356447,-0.005734230811014984,-0.0029295216496871834
1988-10-12,-0.016253432235808662,-0.015315936045975254,-0.014009805067041636,-0.0030136938386415846
1988-10-13,-0.010796934250389967,-0.010890264738094957,-0.00874880007332468,0.0
1988-10-14,-0.00580895489177391,-0.009812384611834868,-0.006694012807275773,0.0
1988-10-17,0.0,-0.0065378698732587726,-0.003973826651676338,0.0
1988-10-18,-0.004671078639148507,0.0,-9.143677572109876e-05,-0.0023542891633047125
1988-10-19,0.0,-0.008649431618774739,-0.0016557634489758888,0.0
1988-10-20,0.0,0.0,0.0,0.0
1988-10-21,-0.002436585515072087,0.0,-0.0004654787791216197,-0.000818003591765537
1988-10-24,-0.010402242603888778,-0.004757807663964053,-0.0031374550101679333,-0.007077696927021981
1988-10-25,-0.008150058575385088,-0.004351434091771855,-0.001787473757948077,-0.004833564558646142
1988-10-26,-0.003186995597924458,-0.007672434286635332,0.0,-0.0024093405833907067
1988-10-27,-0.0029107990053154342,-0.02214065575773061,-0.006250424000785237,-0.0038589223236531467
1988-10-28,0.0,-0.017698884385667135,0.0,0.0
1988-10-31,-0.000720559589451053,-0.015958650292268395,-9.271098979335424e-05,0.0
1988-11-01,-0.005163036299545509,-0.015175779868237038,-0.0029110848106753684,-0.002814229308961358
1988-11-02,0.0,-0.015213586688080594,0.0,0.0
1988-11-03,-0.004992312388469311,-0.014567696811440212,-0.00927852501622417,-0.001387693592686201
1988-11-04,-0.010209077718951742,-0.023972647528241908,-0.01835521219321601,-0.005736450902914969
1988-11-07,-0.011597503392798192,-0.03194114541829152,-0.02359666121811488,-0.007019070810780126
1988-11-08,-0.015145946690153789,-0.02746598983256776,-0.023397446003019184,-0.009157157734480448
1988-11-09,-0.013490559271847613,-0.03372460550097589,-0.026068372492304315,-0.008187755433526789
1988-11-10,-0.01613407952406687,-0.03225770998503086,-0.02649699390121829,-0.010347209720642181
1988-11-11,-0.02055593428626834,-0.052666167666658326,-0.03878548953612482,-0.013333295862112071
1988-11-14,-0.019238889108064483,-0.052976020695714165,-0.03903707619294117,-0.012934491111106117
1988-11-15,-0.023721031946296156,-0.050756652336074404,-0.04309337842969374,-0.01486077137772479
1988-11-16,-0.02976424128831312,-0.06654823490248907,-0.05484977364192023,-0.018816643210127992
1988-11-17,-0.03400544104663894,-0.06378170896081137,-0.052122977405449245,-0.0220470193526614
1988-11-18,-0.03462339221425059,-0.056948844804651344,-0.047465723649783076,-0.02323939913297135
1988-11-21,-0.0367187695259632,-0.05780514646451018,-0.049001429349652015,-0.025705369313445692
1988-11-22,-0.028880630725300338,-0.05435592339016915,-0.0461165866776615,-0.02011200248833378
1988-11-23,-0.02985779784239284,-0.04796833037045278,-0.04661459236065768,-0.02089139739049073
1988-11-24,-0.02954581115895294,-0.04796833037045278,-0.04661459236065768,-0.020573817980381826
1988-11-25,-0.02617748642832396,-0.05391602024370612,-0.04845356201058115,-0.018049045704214506
1988-11-28,-0.019255410390981553,-0.048724695097680404,-0.04383346085390494,-0.013216948262280925
1988-11-29,-0.013969658896342718,-0.04056148383298286,-0.03468618197106632,-0.009075686411576078
1988-11-30,-0.0067405495180380415,-0.03072488194784495,-0.025732810340538537,-0.004627170653196289
1988-12-01,-0.015114893321143241,-0.03496407656935663,-0.038399227070084696,-0.010723999667027528
1988-12-02,-0.013513355635252022,-0.03718751857935132,-0.03670320629283119,-0.009864131852825864
1988-12-05,0.0,-0.025985687214221564,-0.018427721790796547,0.0
1988-12-06,-6.88887834263685e-05,-0.01649266448664488,-0.014708412890325984,-0.00028784209159837815
1988-12-07,-0.0010899565460658067,-0.014583509293440766,-0.013603399047813935,-0.0030659349932973257
1988-12-08,-0.0034033217635602853,-0.02012047880898271,-0.017174019722400957,-0.005025148980509875
1988-12-09,0.0,-0.01817714140043991,-0.014417479706298919,-0.003911550904397987
1988-12-12,-0.0017299619961653745,-0.019922524517017592,-0.018226132711487986,-0.005532647231475285
1988-12-13,-0.008196753837674597,-0.02060905687218728,-0.023154594316384558,-0.008880512763833948
1988-12-14,-0.006878584853507785,-0.024130039996385744,-0.02587990324164391,-0.008318057938747847
1988-12-15,-0.007936872164841735,-0.027787380107135884,-0.02664066130395626,-0.00908072628398926
1988-12-16,-0.005980081515690627,-0.020653482142491297,-0.022057112059133965,-0.008561191021074888
1988-12-19,0.0,-0.011403019056383412,-0.010849679097323706,-0.0035624776933618207
1988-12-20,0.0,-0.016494611069081677,-0.013713728740400666,-0.0030191289949729194
1988-12-21,0.0,-0.016839655293316547,-0.012809108492214505,-0.001035162170092585
1988-12-22,0.0,-0.01865281368287819,-0.01260549766533614,0.0
1988-12-23,-0.000303517356315286,-0.014320315846044429,-0.012846997276413918,0.0
1988-12-26,-0.0003189564338598183,-0.014320315846044429,-0.012846997276413918,-1.5425566841531513e-05
1988-12-27,-0.0027349271648245965,-0.018011235048842278,-0.01808165499573855,-0.0011229020364855735
1988-12-28,-0.005009316409391729,-0.01712720687989666,-0.01716782714349674,-0.003499933258577226
1988-12-29,-0.004437982394421169,-0.008835237723747946,-0.011079785878348236,-0.0028116025017000945
1988-12-30,-0.00907710099514536,-0.014642413560335799,-0.02014862393778849,-0.005157845878346223
1989-01-02,-0.009092481222668924,-0.014642413560335799,-0.02014862393778849,-0.005173175645934558
1989-01-03,-0.00895466570419301,-0.023111701434346932,-0.024533468392926472,-0.0057287146824696045
1989-01-04,-0.009131280494595218,-0.008335004390766398,-0.017270157327865965,-0.004965249427001384
1989-01-05,-0.0057237656188350305,-0.00625685552103028,-0.013620036094552312,-0.0034004763175765618
1989-01-06,-0.0044875916225533,-0.003973979659083304,-0.011605949877835697,-0.00264271822917328
1989-01-09,-0.005763422032963317,-0.0027835807076008745,-0.010685275462877342,-0.004208497863627092
1989-01-10,-0.005328039736446466,-0.004937839241205277,-0.011778458147656656,-0.0036121091039622577
1989-01-11,0.0,0.0,-0.0037124381657089867,-0.00017903769201199626
1989-01-12,0.0,0.0,0.0,0.0
1989-01-13,0.0,0.0,0.0,0.0
1989-01-16,-0.0015569486489156459,0.0,0.0,-0.0019192774715045546
1989-01-17,0.0,-0.0021023499575533178,0.0,-9.352870348999787e-05
1989-01-18,0.0,0.0,0.0,0.0
1989-01-19,-0.0016850972869463243,0.0,-0.0012062702000116277,-0.0004850396681549407
1989-01-20,-0.0009730570939824323,-0.0009431463309107491,-0.00011852340696238972,0.0
1989-01-23,-7.520514744485673e-05,-0.008219567970629948,0.0,-0.0017786109758424207
1989-01-24,0.0,0.0,0.0,0.0
1989-01-25,0.0,0.0,0.0,0.0
1989-01-26,0.0,0.0,0.0,0.0
1989-01-27,-0.004649015393312639,0.0,0.0,-0.002465486618284274
1989-01-30,-0.007752173547243446,0.0,0.0,-0.0054249047578392995
1989-01-31,-0.005331379460550623,0.0,0.0,-0.0028280363640127426
1989-02-01,-0.0040488144298267414,-0.0011683517829085277,-3.330696019177015e-05,-0.002283562169642983
1989-02-02,-0.006591400459014185,-0.0015294474710888517,-0.0016904685655708684,-0.00441916512961793
1989-02-03,-0.0079044581127663,-0.0010835804046850361,-0.001947879556318255,-0.005306062649913845
1989-02-06,-0.007542034143327436,-0.0035429495210743678,-7.201319589567046e-05,-0.005754392167120481
1989-02-07,-0.0036324108667097343,0.0,0.0,-0.0014061072987096024
1989-02-08,-0.015349931589972998,-0.0032706247825541324,-0.012197041306344136,-0.0085260771806549
1989-02-09,-0.02060502827106836,-0.011693412758788213,-0.02097755933191303,-0.012112491512001333
1989-02-10,-0.02790205157115022,-0.02488349140307,-0.029415069437576213,-0.018501121947284593
1989-02-13,-0.03101009807268018,-0.022712975756272513,-0.030482386909325032,-0.02091613166971007
1989-02-14,-0.0317167822717197,-0.024926335834193902,-0.0311013614106721,-0.021613632440965147
1989-02-15,-0.026920554454766932,-0.016772616790393546,-0.024447579214384896,-0.018377504116205534
1989-02-16,-0.023741262922278294,-0.014890716272881632,-0.022686177859136736,-0.015771648002585348
1989-02-17,-0.02270067886160798,-0.008113741539991226,-0.01867176013849281,-0.015165645694902752
1989-02-20,-0.021711772881064184,-0.008113741539991226,-0.01867176013849281,-0.014253937843306752
1989-02-21,-0.025735594063448164,-0.010711230308597663,-0.024481747074963423,-0.016894547478806365
1989-02-22,-0.028136795240210177,-0.027608867537452175,-0.03741890451124197,-0.018981037992942484
1989-02-23,-0.02520072239874782,-0.023583433474034576,-0.035564360995037236,-0.016231257849523062
1989-02-24,-0.027345214343709623,-0.04003146736059937,-0.04467066089515903,-0.01903976451200906
1989-02-27,-0.02283851179995655,-0.03744527661347363,-0.041041296450955,-0.01535815603612889
1989-02-28,-0.025388884713198334,-0.033867699521561434,-0.04085838361194771,-0.016685785914277607
1989-03-01,-0.02438491461261394,-0.03947036024825501,-0.04113659925723112,-0.01693775101317141
1989-03-02,-0.019719909925480006,-0.029911916367962754,-0.03526842311917866,-0.012972278240244273
1989-03-03,-0.016421901664855132,-0.025823301233482088,-0.030286238295864965,-0.01026862634244552
1989-03-06,-0.012663324407321874,-0.013483700634336793,-0.02283402641666199,-0.006717237797685516
1989-03-07,-0.010366213643734024,-0.016559690088091883,-0.02240927211303123,-0.005455153978210392
1989-03-08,-0.008798159874858325,-0.01586198326072108,-0.022995873603613104,-0.003607067423500032
1989-03-09,-0.01579738808756881,-0.015995696509255364,-0.028179495560452072,-0.00889080806864051
1989-03-10,-0.014486448428353116,-0.01948695618570717,-0.030165272487439054,-0.007952078847801802
1989-03-13,-0.008983652930045438,-0.01127488220567685,-0.023823613070667715,-0.0035909461441216983
1989-03-14,-0.007196583382630295,-0.011856357240213278,-0.024057915824855725,-0.0020539803016135227
1989-03-15,-0.004081958244135375,-0.00671462655153543,-0.02018708863226526,0.0
1989-03-16,-0.015032109234317859,0.0,-0.025692597601178924,-0.007674235748982294
1989-03-17,-0.018117512984309747,-0.022489398429627716,-0.040095264783850726,-0.01034090654029407
1989-03-20,-0.01987538008284373,-0.031742895073784805,-0.04530045772869218,-0.012348706663915077
1989-03-21,-0.013801778183193392,-0.027060691607169285,-0.038950586415387844,-0.006859380556266115
1989-03-22,-0.01354633506771985,-0.029904011184889612,-0.03948449668342202,-0.007065259497968435
1989-03-23,-0.013303266901338429,-0.03497924227975313,-0.04254979487598254,-0.006863950284383469
1989-03-24,-0.013318439892019529,-0.03497924227975313,-0.04254979487598254,-0.006877563900424155
1989-03-27,-0.00829736553746685,-0.029085740172532515,-0.03727448931124344,-0.0029877449856644533
1989-03-28,-0.008640770562844624,-0.025679673031959394,-0.03195473710360508,-0.0040260528399815865
1989-03-29,-0.0093055272626682,-0.023166564078414997,-0.02973020686628791,-0.004320094768034077
1989-03-30,-0.005453205469146294,-0.022502685244789267,-0.027072602358035658,-0.0009316951528156592
1989-03-31,-0.0014366306060579204,-0.014697781831195966,-0.018910697480053473,0.0
1989-04-03,0.0,-0.00941199162740991,-0.01274863423604422,0.0
1989-04-04,0.0,-0.012605824491785045,-0.01397338463898945,0.0
1989-04-05,-0.005305796203116553,-0.009519865557483076,-0.013485760442999428,-0.0047650128272720416
1989-04-06,-0.011377523871452633,-0.01271355032993593,-0.019686349571955697,-0.009190449215584096
1989-04-07,-0.010068960497839785,-0.0065361008030996315,-0.015459380810090129,-0.008390454397349312
1989-04-10,-0.006543407534735701,-0.006606148517004029,-0.015293690531286153,-0.004749985978032334
1989-04-11,-0.003921582427067305,-0.0020229617717087978,-0.013177766022211546,-0.0025484479868650434
