,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
1961-01-01,0.05906434594015257,0.2222035477217808,0.06787777583741605,0.15286555447522523,0.012793291088133388
1962-01-01,-0.001262489305465855,-0.11874798832983657,0.006867721001040318,-0.0420042839498462,0.005516939140000731
1963-01-01,0.04131231572999583,0.17241261806519317,0.05307428072577081,0.11651027946861194,0.011502253871042445
1964-01-01,0.04338330202186009,0.13353018716389606,0.05325073699078586,0.10039824271254975,0.03716694352517144
1965-01-01,0.024734264868944516,0.10213412074809004,0.03738533770512229,0.07072251673834645,0.0020735431488243376
1966-01-01,-0.0025639432442788285,-0.10038283982455308,0.008183739468418433,-0.037891895407789776,-0.010844683163635621
1967-01-01,0.034652935656293994,0.16364506690459132,0.04851655277024828,0.10426949820308506,0.1636450663920428
1968-01-01,0.05820551705141526,0.12149979718386536,0.06348212535450427,0.08679585816904237,0.07424869066646865
1969-01-01,0.00010768837452328858,-0.14109350509310925,0.018718837861857934,-0.0699738657825891,0.060984777482217076
1970-01-01,0.029063247211690176,0.012494833276443488,0.05455128209282298,0.055212307260530995,0.034766057156468716
1971-01-01,0.10095862788624187,0.11038167655669184,0.09927165403173777,0.11311515794613367,0.1244193668163282
