,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
GLD_LNG,0.2,0.0,0.12,0.0,0.093750851636646
OIL_LNG,0.2,0.0,0.13,0.0,0.30144502964444164
EQ_LNG,0.2,1.0,0.2,0.6,0.11826455417125945
LTB_LNG,0.2,0.0,0.15,0.2,0.07482055239123363
RE_LNG,0.2,0.0,0.4,0.2,0.4117190121564192
