,uniform,onlystocks,vanillariskparity,sixtyforty
GLD_LNG,0.19981702215239464,0.0,0.11995944167891756,0.0
OIL_LNG,0.1999991410954421,0.0,0.12999679892056198,0.0
EQ_LNG,0.16850369222980022,0.9935046195324208,0.18024159455365865,0.5661769503146977
LTB_LNG,0.19634812085354314,0.0,0.1461048037250361,0.1912275308505949
ITB_LNG,0.1997722366788232,0.0,0.3995369154644505,0.19932364559532245
