,uniform,onlystocks,sixtyforty,riskparity_nested
TLT,0.2,0.0,0.2,0.17267551428533617
IEF,0.2,0.0,0.2,0.5535783752478796
SPY,0.2,1.0,0.6,0.07957296173487902
XLU,0.1,0.0,0.0,0.044502005277692686
DBC,0.1,0.0,0.0,0.04936404211250271
GLD,0.2,0.0,0.0,0.10030710134170975
