,GLD,COM,SP500TR,ITB
1995-12-14,0.20170315921277376,5.666249907997283,,
1995-12-15,0.2022105970702672,5.693283153847058,,
1995-12-18,0.20324222312915224,5.825648245995599,,
1995-12-19,0.20417141349636983,5.883696046803128,,
1995-12-20,0.203629628607259,5.9726889698942145,,
1995-12-21,0.2041393250285987,6.089989343421772,,
1995-12-22,0.2041236220035965,5.880926105583136,,
1995-12-25,0.2041079201865193,5.880473726651937,,
1995-12-26,0.20409221957727414,6.009296932932179,,
1995-12-27,0.20302476949513293,6.364331962379503,,
1995-12-28,0.2029042569483931,6.06381101977869,,
1995-12-29,0.20288864892862782,6.161668688543756,,
1996-01-01,0.20287304210947948,6.161194714029252,,
1996-01-02,0.2051640033778885,6.405410911581863,,
1996-01-03,0.20957622160437886,6.49441084431131,,
1996-01-04,0.21051901545287194,6.454614497411037,,
1996-01-05,0.21221131990575753,6.499932227797791,,
1996-01-08,0.2129454275010583,6.452745625464012,,
1996-01-09,0.21078133727517637,6.412040806460072,,
1996-01-10,0.2165341006261346,6.26559701780048,,
1996-01-11,0.21543477365372501,5.871766304830011,,
1996-01-12,0.21606612587934879,5.649887783446954,,
1996-01-15,0.2117238572423746,5.473611021714764,,
1996-01-16,0.21384835802379296,5.320687192297724,,
1996-01-17,0.21393947774669023,5.492158509230186,,
1996-01-18,0.21370784411976182,5.5414032487796625,,
1996-01-19,0.21541182040371817,5.492143033564911,,
1996-01-22,0.21874166290839528,5.4367731420441086,,
1996-01-23,0.22035642536041028,5.535346382089697,,
1996-01-24,0.21902945400693707,5.576835597570763,,
1996-01-25,0.22347482055101772,5.390612571047197,,
1996-01-26,0.22334770651048105,5.536580502803556,,
1996-01-29,0.2211327625079753,5.72994227169579,,
1996-01-30,0.22341181558974785,5.921703352013655,,
1996-01-31,0.22229570327949166,6.105457761919098,,
1996-02-01,0.22611506791710045,5.990109369787892,,
1996-02-02,0.23206697959212372,6.022456253410444,,
1996-02-05,0.23238505153752187,5.661018876292695,,
1996-02-06,0.2295660059049062,5.902884176661189,,
1996-02-07,0.23166416270400084,5.952417206429756,,
1996-02-08,0.22459909841935435,5.976511741550742,,
1996-02-09,0.22469194615421495,6.068999456786754,,
1996-02-12,0.22081965327826014,6.064133822082304,,
1996-02-13,0.21938330720417887,6.35715744890246,,
1996-02-14,0.21925761048024048,6.359621830932017,,
1996-02-15,0.22087253024932715,6.3201699030245155,,
1996-02-16,0.2211830821163574,6.253034110810581,,
1996-02-19,0.22171233398055254,6.252553108186673,,
1996-02-20,0.21819513380458624,6.358613304736519,,
1996-02-21,0.21231930569209342,6.5240079785180285,,
1996-02-22,0.215406431031091,6.603498225239671,,
1996-02-23,0.21388088455584714,6.434020026900053,,
1996-02-26,0.21461621033320816,6.639886611727864,,
1996-02-27,0.21513758663288207,6.674660781659131,,
1996-02-28,0.2130746725584575,6.571620132962037,,
1996-02-29,0.21638087518158128,6.574876951672323,,
1996-03-01,0.21388019749204878,6.429896144855326,,
1996-03-04,0.20881737504761544,6.411644272711828,,
1996-03-05,0.20869523273392873,6.40268517603006,,
1996-03-06,0.20867917925448765,6.508690240264411,,
1996-03-07,0.2089812355148907,6.425839473233222,,
1996-03-08,0.2120423145566533,6.387730829301891,,
1996-03-11,0.2109572419432675,6.536868120465062,,
1996-03-12,0.21147400395766894,6.609096585665766,,
1996-03-13,0.21167118512826835,6.718471301001697,,
1996-03-14,0.21058720444377163,6.747791161669999,,
1996-03-15,0.2107839886942336,6.843677040345343,,
1996-03-18,0.20895664095126373,7.142359322518826,,
1996-03-19,0.2101073303332769,7.152573161081753,,
1996-03-20,0.20987845516555934,7.225083867148946,,
1996-03-21,0.21081896100908923,7.328083486675474,,
1996-03-22,0.21282677663646157,7.517351414381972,,
1996-03-25,0.21302446295383282,7.608291525906774,,
1996-03-26,0.21514956389527345,7.5326315187708195,,
1996-03-27,0.21567102234066104,7.544374242904998,,
1996-03-28,0.21382305994444142,7.395156115927474,,
1996-03-29,0.21133962913302015,7.435094426033865,,
1996-04-01,0.20897752368099093,7.6266204044085235,,
1996-04-02,0.2091735007686282,7.771498312696098,,
1996-04-03,0.20947562576419934,7.745102270985411,,
1996-04-04,0.20850421423989238,7.934431038148487,,
1996-04-05,0.20848817545418163,7.933820697299399,,
1996-04-08,0.2084721379022236,8.114177349065738,,
1996-04-09,0.21110303070914213,8.132090215598026,,
1996-04-10,0.20927566331295547,8.457556105853305,,
1996-04-11,0.20894135586420806,8.702166134942079,,
1996-04-12,0.20945518798142015,8.56307294105844,,
1996-04-15,0.2077413642871948,8.592239208579812,,
1996-04-16,0.20804238524677746,8.203263763276738,,
1996-04-17,0.2054886349744691,8.168410805244523,,
1996-04-18,0.20484233375094957,8.14289959628212,,
1996-04-19,0.20524622803631945,8.25559956427197,,
1996-04-22,0.20533545200513995,8.513766915435477,,
1996-04-23,0.2061599043443044,8.777239663257044,,
1996-04-24,0.2050916727183818,8.71111981127997,,
1996-04-25,0.20769989429561914,8.744713845599032,,
1996-04-26,0.20620525044950694,8.707631900815146,,
1996-04-29,0.20513705244975458,8.718434876692337,,
1996-04-30,0.20554109780301724,8.28001396926708,,
1996-05-01,0.2065758420109451,8.334066982836674,,
1996-05-02,0.20666526680092281,8.234379037538321,,
1996-05-03,0.2083347131367312,8.298102637656367,,
1996-05-06,0.20831868738956683,8.26494981239373,,
1996-05-07,0.20798542629537115,8.423682473875644,,
1996-05-08,0.20913165230301364,8.503849441156767,,
1996-05-09,0.20689076044110227,8.48382729286904,,
1996-05-10,0.20740168753050486,8.479564448313493,,
1996-05-13,0.20506486014372147,8.706830231076449,,
1996-05-14,0.20473440838896304,8.656984915592481,,
1996-05-15,0.20629071800952814,8.632646253818594,,
1996-05-16,0.20595925940911278,8.43548373310686,,
1996-05-17,0.20604852445724145,8.405132347669179,,
1996-05-20,0.20487627979062753,8.769641955429389,,
1996-05-21,0.2049653429367569,8.58139900976968,,
1996-05-22,0.20473989315663502,8.694242379677183,,
1996-05-23,0.20535282323753368,8.639887092721914,,
1996-05-24,0.20481236456902557,8.678449506522304,,
1996-05-27,0.20479660977175101,8.67778193348334,,
1996-05-28,0.20593345926005466,8.549711349228097,,
1996-05-29,0.20486693731013483,8.38066845048336,,
1996-05-30,0.20516555213180135,8.126018742041142,,
1996-05-31,0.20441572525701554,8.122970847909565,,
1996-06-03,0.20450466852051202,8.101546092907599,,
1996-06-04,0.20344207448701707,8.086514212019706,,
1996-06-05,0.20133823341602503,7.831357245554441,,
1996-06-06,0.1984145846340997,7.9218351589108735,,
1996-06-07,0.20015200991283374,8.1302628788689,,
1996-06-10,0.19920471081637292,8.249753473907061,,
1996-06-11,0.19836302611883153,8.15306075809574,,
1996-06-12,0.19824469492458288,8.087526950457413,,
1996-06-13,0.19812640754944072,8.12786417423292,,
1996-06-14,0.1974931486290521,8.131344919505699,,
1996-06-17,0.1984034649648483,8.397180216957151,,
1996-06-18,0.19828513642480433,8.384925953036058,,
1996-06-19,0.19971233210337283,8.19329169140359,,
1996-06-20,0.19773241651767848,8.252785994917021,,
1996-06-21,0.19648266470941367,8.266467273962704,,
1996-06-24,0.19749303429455256,8.244711721203961,,
1996-06-25,0.19840310921120588,8.192250809328264,,
1996-06-26,0.19704833020701196,8.367779897854508,,
1996-06-27,0.19621171008887364,8.549906671570666,,
1996-06-28,0.1951720126501761,8.740346330662877,,
1996-07-01,0.19474826221916644,8.831798786977089,,
1996-07-02,0.19514155886289655,8.73473573888362,,
1996-07-03,0.19512654797375326,8.89059279544298,,
1996-07-04,0.19408993327608037,8.889908903689486,,
1996-07-05,0.19458442567826303,8.868876360318572,,
1996-07-08,0.19497749838088574,8.872918054376473,,
1996-07-09,0.19598359201217697,8.880036952307824,,
1996-07-10,0.1960708843805098,8.99762685904606,,
1996-07-11,0.19574864135040623,9.11924492748039,,
1996-07-12,0.19665427243371209,9.21126425833672,,
1996-07-15,0.19581889795598556,9.26870394586213,,
1996-07-16,0.19733846582555917,9.111423790857351,,
1996-07-17,0.19639898399591182,8.80540036034202,,
1996-07-18,0.1969985836869098,8.470875979551922,,
1996-07-19,0.19749644709472106,8.204434168768188,,
1996-07-22,0.19789217094505154,7.9662328022498174,,
1996-07-23,0.19808260414294865,8.229218828840533,,
1996-07-24,0.19734725368327638,8.0241302162536,,
1996-07-25,0.19774278541184248,8.028939250448877,,
1996-07-26,0.19813868209032812,7.759129000162319,,
1996-07-29,0.1974033104483469,7.725856943702594,,
1996-07-30,0.19769616715508487,7.8265031321889875,,
1996-07-31,0.1981947231857691,7.9007487842671695,,
1996-08-01,0.19920825876763065,8.234987603278064,,
1996-08-02,0.1992960716118597,8.380147740231596,,
1996-08-05,0.20278802190816833,8.182887968965517,,
1996-08-06,0.20141980903540596,8.089337260144454,,
1996-08-07,0.20088586009702944,8.136974242981363,,
1996-08-08,0.20045620968887584,8.23844829609756,,
1996-08-09,0.20033735540371536,8.298342655952515,,
1996-08-12,0.20001174506180608,8.537503894418556,,
1996-08-13,0.20040960695010776,8.544426905058641,,
1996-08-14,0.19946349605737804,8.474558960735262,,
1996-08-15,0.19893234330874138,8.34944777294186,,
1996-08-16,0.19891704082079453,8.609789701062251,,
1996-08-19,0.19910776440982836,8.852682839939785,,
1996-08-20,0.19981385337146457,8.560912183642982,,
1996-08-21,0.19948877418323305,8.412472702865832,,
1996-08-22,0.1996797254535971,8.491279342459732,,
1996-08-23,0.19966436547471605,8.45719772623163,,
1996-08-26,0.19964900667737184,8.303219782963316,,
1996-08-27,0.20149084912358872,8.22943195251962,,
1996-08-28,0.20116440715910167,8.216249230665118,,
1996-08-29,0.20063113527211032,8.43009983477447,,
1996-08-30,0.19906443044338354,8.385909363238603,,
1996-09-02,0.19915212655579012,8.385264293287586,,
1996-09-03,0.20006405451736411,8.613545584873917,,
1996-09-04,0.1980867465046032,8.440641752323751,,
1996-09-05,0.1984824774163084,8.560786198165331,,
1996-09-06,0.1978501655621878,8.75557303421748,,
1996-09-09,0.1970135652473299,8.726145504914946,,
1996-09-10,0.19546164307807512,8.75868251121896,,
1996-09-11,0.19585477596817177,8.868143607308303,,
1996-09-12,0.1944097405350507,8.935448838706051,,
1996-09-13,0.1951070959023286,8.799211205360098,,
1996-09-16,0.19509208766418226,8.519176145685108,,
1996-09-17,0.19579058351345688,8.50062041186328,,
1996-09-18,0.19526498662759742,8.768490843974153,,
1996-09-19,0.19504603414309415,8.661593217314431,,
1996-09-20,0.1940119813118124,8.602362325140609,,
1996-09-23,0.19318401600864307,8.50409056803287,,
1996-09-24,0.19448747181946333,8.76486521094537,,
1996-09-25,0.19457425724095145,8.93278893090697,,
1996-09-26,0.19262575919145197,8.878186890483349,,
1996-09-27,0.19281343933830794,9.040113516154465,,
1996-09-30,0.19107660676367635,8.962567613671311,,
1996-10-01,0.19075941261577295,8.885196874768951,,
1996-10-02,0.1923566482955801,8.873138071021147,,
1996-10-03,0.19092560494290184,9.246752224389905,,
1996-10-04,0.1927249383573637,9.277497785797987,,
1996-10-07,0.19210262734679467,9.504489804277958,,
1996-10-08,0.1928964905892933,9.675803818252222,,
1996-10-09,0.19338807531865806,9.496350672753286,,
1996-10-10,0.1937788376459921,9.092120067294951,,
1996-10-11,0.19274885123768148,9.161839452206987,,
1996-10-14,0.19283525804332677,9.351440542077073,,
1996-10-15,0.19292167699462107,9.449479255063537,,
1996-10-16,0.1934131929732189,9.256185826743348,,
1996-10-17,0.19248574951143996,9.312455027659128,,
1996-10-18,0.19186405142973847,9.383597715518452,,
1996-10-21,0.19285910345355017,9.410324481292324,,
1996-10-22,0.19527398912629107,9.604592176772684,,
1996-10-23,0.19536083241594582,9.378429440229844,,
1996-10-24,0.19483638919046417,9.101287729622685,,
1996-10-25,0.19441443281676649,9.42031981597945,,
1996-10-28,0.19470436196831561,9.450510312313279,,
1996-10-29,0.19346898651507233,9.338934353267195,,
1996-10-30,0.19142665878871926,9.39842961529761,,
1996-10-31,0.19121027270901192,8.87446143187834,,
1996-11-01,0.18928094225997613,8.774762601126636,,
1996-11-04,0.19036918428752614,8.652214034156168,,
1996-11-05,0.1909577700291921,8.67184272945134,,
1996-11-06,0.18963411655636586,8.725388827763917,,
1996-11-07,0.19022154238506364,8.767203786570686,,
1996-11-08,0.1898049626953664,9.05710074541633,,
1996-11-11,0.19209893668802225,9.105627568594578,,
1996-11-12,0.1934977656883324,9.051544036389277,,
1996-11-13,0.19520556363115038,9.360163018542863,,
1996-11-14,0.1945798943348371,9.611089474233092,,
1996-11-15,0.19080541955384864,9.644198112914433,,
1996-11-18,0.19058952373821317,9.532882137622297,,
1996-11-19,0.18966992725587167,10.05593015940274,,
1996-11-20,0.1905580497655937,10.001248618818533,,
1996-11-21,0.1884322234007483,10.181005367258141,,
1996-11-22,0.18841772861433287,10.317910939622536,,
1996-11-25,0.18680393326765996,10.301501667336346,,
1996-11-26,0.18489863420205382,10.468876676331883,,
1996-11-27,0.184389368032864,10.42408114751189,,
1996-11-28,0.1840785793537688,10.423279295115927,,
1996-11-29,0.18268148406677737,10.377583777129294,,
1996-12-02,0.18217542657068211,10.374784220451655,,
1996-12-03,0.1788205476483892,10.528999698332251,,
1996-12-04,0.1822138249748825,10.603775479676889,,
1996-12-05,0.18033296426985265,11.23159476464554,,
1996-12-06,0.1815897312760035,10.83287872192666,,
1996-12-09,0.1803007606711674,10.34044623662515,,
1996-12-10,0.17960282345521936,10.238937902117078,,
1996-12-11,0.17958900785341508,10.027856354513856,,
1996-12-12,0.1798677629714552,10.200565407832931,,
1996-12-13,0.1802443073759528,10.737000755579484,,
1996-12-16,0.17954658868850978,11.721668776960446,,
1996-12-17,0.17943527722853692,11.316301642903266,,
1996-12-18,0.17990880552312924,11.434392063105562,,
1996-12-19,0.18018773905393054,11.79876397833001,,
1996-12-20,0.1801738784586187,11.788533746431584,,
1996-12-23,0.179964708492153,11.358612999838071,,
1996-12-24,0.17995086505303823,11.493806569972811,,
1996-12-25,0.1799370226788034,11.49292243100589,,
1996-12-26,0.17992318136936655,11.025602715381495,,
1996-12-27,0.18049477446966547,10.566686832723938,,
1996-12-30,0.180383167043213,10.19624229873204,,
1996-12-31,0.18036929141497887,10.488118852112322,,
1997-01-01,0.1803554168541008,10.487312073739082,,
1997-01-02,0.17770433986466092,10.669260717779066,,
1997-01-03,0.1751700413658054,10.855790458853948,,
1997-01-06,0.1698629665960744,11.84749542802214,,
1997-01-07,0.17032371602043325,11.384604660204392,,
1997-01-08,0.16803330545824632,11.734422423542325,,
1997-01-09,0.1679261379206222,11.561282333763726,,
1997-01-10,0.1696089683417068,11.266355326648274,,
1997-01-13,0.17082668710694288,10.97166459976974,,
1997-01-14,0.1687233424121536,11.107359302112542,,
1997-01-15,0.1659722680416025,11.605342830538842,,
1997-01-16,0.16464857752934584,11.080099667127811,,
1997-01-17,0.16715390239478697,10.852298746487625,,
1997-01-20,0.16460413863239104,10.701004919404149,,
1997-01-21,0.1660832163496985,10.440740081742188,,
1997-01-22,0.1627927905500711,10.511514715909234,,
1997-01-23,0.1598136568104077,10.36724899640013,,
1997-01-24,0.16393447526625382,10.355353741095486,,
1997-01-27,0.16494500207260043,10.456594167606978,,
1997-01-28,0.16502560867994814,10.317949905004022,,
1997-01-29,0.16258675334740763,10.32636154518319,,
1997-01-30,0.16090716518147657,10.525303297046745,,
1997-01-31,0.15739380157674457,10.112635371068617,,
1997-02-03,0.15628836549355649,10.013031394512888,,
1997-02-04,0.15754734947883894,10.162227867044033,,
1997-02-05,0.15543885264575794,10.048750520899198,,
1997-02-06,0.15488371985527535,9.656979375544225,,
1997-02-07,0.15216088880602532,9.161736107168284,,
1997-02-10,0.1526865386442464,9.226177582153628,,
1997-02-11,0.15177769282880188,9.334421254545004,,
1997-02-12,0.15024555752850294,9.066770647880862,,
1997-02-13,0.15468308390692898,9.043657836687949,,
1997-02-14,0.1544003656857153,9.083322148037135,,
1997-02-17,0.15592166993582715,9.082623430948825,,
1997-02-18,0.1567253080620144,9.150313248822911,,
1997-02-19,0.15789437053274233,9.318223209561294,,
1997-02-20,0.15669676317928663,9.07130596001269,,
1997-02-21,0.16422432195538322,9.062646504411223,,
1997-02-24,0.1640257574477486,8.715795747489711,,
1997-02-25,0.1640131400817911,8.938016681569657,,
1997-02-26,0.16557980625869725,9.003504407823197,,
1997-02-27,0.17042059242011326,8.911363243296066,,
1997-02-28,0.1690819896471724,8.731699569310694,,
1997-03-03,0.1724638252963825,8.739797109440572,,
1997-03-04,0.1697840833605419,9.00509457034374,,
1997-03-05,0.16514140697261057,8.781862161755411,,
1997-03-06,0.16382434288612369,9.022314331288282,,
1997-03-07,0.1612135639528115,9.214436377597439,,
1997-03-10,0.16120116290943048,9.06478398911858,,
1997-03-11,0.16275337587704716,8.971361107994992,,
1997-03-12,0.16218601533246876,9.041734506976878,,
1997-03-13,0.1635581668214969,9.008686589152859,,
1997-03-14,0.1634528916485765,9.247170928889311,,
1997-03-17,0.16214307317740476,8.980361089394167,,
1997-03-18,0.157424114160891,9.211527094625314,,
1997-03-19,0.15995770209935672,9.294093623661956,,
1997-03-20,0.16260295902474475,9.344567605550138,,
1997-03-21,0.1633295554640231,9.143684616452704,,
1997-03-24,0.16090963992753787,8.970901741751634,,
1997-03-25,0.16034588714038941,9.061083239694677,,
1997-03-26,0.15712296585630217,8.944859686012116,,
1997-03-27,0.15901760139455726,9.084616013926684,,
1997-03-28,0.15900536927137307,9.083917197310228,,
1997-03-31,0.1589931380891214,8.998711307449222,,
1997-04-01,0.16062471972917983,8.900690622387556,,
1997-04-02,0.1616220050769489,8.583869892657322,,
1997-04-03,0.15949205275357312,8.546434129405133,,
1997-04-04,0.15819945802257657,8.461407636965347,,
1997-04-07,0.15964450894193843,8.506143278188816,,
1997-04-08,0.15972371541970537,8.492954172544428,,
1997-04-09,0.15852185103651364,8.531611208128208,,
1997-04-10,0.15832734324574527,8.700361436200376,,
1997-04-11,0.15867955396213973,8.690106058813686,,
1997-04-14,0.15757300609114117,8.89445166657096,,
1997-04-15,0.15410772809444231,8.809993678356621,,
1997-04-16,0.1513102529127539,8.65923757866128,,
1997-04-17,0.1517437747478866,8.871512915649005,,
1997-04-18,0.15324775677422048,9.076934718195568,,
1997-04-21,0.15341515323446228,9.205148136363976,,
1997-04-22,0.15277588722942412,9.12790043140634,,
1997-04-23,0.15222745179349892,9.040189836560431,,
1997-04-24,0.15212645902658606,9.130582343194131,,
1997-04-25,0.15336425562804504,9.152232812086742,,
1997-04-28,0.15147068836990601,9.00601440559856,,
1997-04-29,0.15065760456489558,9.283871558713678,,
1997-04-30,0.15144526010494175,9.390330059347503,,
1997-05-01,0.15063231279703615,9.394416349942274,,
1997-05-02,0.15097588587948124,9.202862191979843,,
1997-05-05,0.1509642723497982,9.137870143558539,,
1997-05-06,0.15344132596356327,9.211960341483357,,
1997-05-07,0.15217511194464894,9.281855932930581,,
1997-05-08,0.15457251084139254,9.443864419891462,,
1997-05-09,0.15644894102502177,9.496830133446949,,
1997-05-12,0.15851746482794296,9.721350743728763,,
1997-05-13,0.15914261882401406,9.705145287096478,,
1997-05-14,0.15931282777923098,9.711980421521975,,
1997-05-15,0.15683626681625365,9.657470777915803,,
1997-05-16,0.15510371226314745,10.01384248236097,,
1997-05-19,0.15167004474043366,9.914637267773415,,
1997-05-20,0.1537061682624212,9.707494622696458,,
1997-05-21,0.15342547094729203,9.8582788036575,,
1997-05-22,0.15350320821818816,9.827366604601954,,
1997-05-23,0.1533122833500184,9.813280700375577,,
1997-05-26,0.15330049009745303,9.812525832629396,,
1997-05-27,0.15427311420919565,9.593928722421976,,
1997-05-28,0.15345329940159316,9.63565297361061,,
1997-05-29,0.1544263181099341,9.640503457706977,,
1997-05-30,0.15594118961767592,9.498653514123374,,
1997-06-02,0.15439505049369237,9.327389572435337,,
1997-06-03,0.15411380195281163,9.129754197714982,,
1997-06-04,0.15248725063335639,9.016251899085336,,
1997-06-05,0.15158326074751813,8.882434433917002,,
1997-06-06,0.1544182345013396,8.624534294975874,,
1997-06-09,0.1546756903055529,8.555189503457456,,
1997-06-10,0.15421454532596346,8.474598023231602,,
1997-06-11,0.1542026826686307,8.411006737800909,,
1997-06-12,0.15275554290013454,8.393653674325224,,
1997-06-13,0.1520295643362935,8.470451543821717,,
1997-06-16,0.15210693218226937,8.447902617337293,,
1997-06-17,0.15271880325972786,8.567313815723221,,
1997-06-18,0.1521715133920555,8.356675095955874,,
1997-06-19,0.15091250040420523,8.380326371600892,,
1997-06-20,0.1491264943322891,8.318368114450497,,
1997-06-23,0.1489386463700203,8.37559433628831,,
1997-06-24,0.14927970705726998,8.38291734384823,,
1997-06-25,0.14935645078010157,8.479532942979096,,
1997-06-26,0.14802127097348575,8.228556555814576,,
1997-06-27,0.14765849891540717,8.377724167376899,,
1997-06-30,0.14589243469987262,8.474855028608633,,
1997-07-01,0.14509637543723347,8.51415501354517,,
1997-07-02,0.14378078167440286,8.492245392223825,,
1997-07-03,0.14411597274413418,8.265647990448125,,
1997-07-04,0.1370854077706272,8.265012171371936,,
1997-07-07,0.13158299740484372,8.122004541013514,,
1997-07-08,0.1338900604957721,8.26163255806778,,
1997-07-09,0.13095822004005506,8.249421176020821,,
1997-07-10,0.13301178043167297,8.174273272243038,,
1997-07-11,0.1327519956972839,8.23265114545031,,
1997-07-14,0.13456998050317276,8.267040984535319,,
1997-07-15,0.13297005505911727,8.450148666052172,,
1997-07-16,0.1327103518183733,8.415379334295192,,
1997-07-17,0.13261706955711558,8.505769103206086,,
1997-07-18,0.13659285405418017,8.38974521481723,,
1997-07-21,0.1382676381398663,8.257869369834966,,
1997-07-22,0.14003727218666998,8.367590047215565,,
1997-07-23,0.1371259412984672,8.528186450839067,,
1997-07-24,0.13466746929708637,8.643754721174048,,
1997-07-25,0.13641364246920945,8.762046264185459,,
1997-07-28,0.13783420861347045,8.884855140180932,,
1997-07-29,0.13850050817289666,8.879513050481565,,
1997-07-30,0.13933798967144254,9.092251792487595,,
1997-07-31,0.1383064802314206,9.157520493744403,,
1997-08-01,0.13634666906225903,9.372378579830595,,
1997-08-04,0.13591548764786826,9.714737601340431,,
1997-08-05,0.1338049787221018,9.654275848591201,,
1997-08-06,0.1323778784087116,9.556685293296917,,
1997-08-07,0.13369396102694744,9.481410404975614,,
1997-08-08,0.135932734164403,9.376034435001708,,
1997-08-11,0.13928175223123812,9.415661037186611,,
1997-08-12,0.13799595354876015,9.402763278733923,,
1997-08-13,0.13798533847541022,9.53447521302653,,
1997-08-14,0.13797472421860443,9.450771380937631,,
1997-08-15,0.13669518321035898,9.38763812082407,,
1997-08-18,0.1349165136859995,9.268850480892773,,
1997-08-19,0.1356589244716681,9.494888000801552,,
1997-08-20,0.13447431609862442,9.397668232198663,,
1997-08-21,0.13521545831902718,9.167066437873373,,
1997-08-22,0.13604230454985777,9.315694416525123,,
1997-08-25,0.1360318397572001,9.133730643762714,,
1997-08-26,0.13728092984135237,9.124733110259513,,
1997-08-27,0.13667991415760525,9.322570488071195,,
1997-08-28,0.13759518791394976,9.511068245258445,,
1997-08-29,0.13716240303075702,9.597728858194735,,
1997-09-01,0.13639311721049655,9.59699057135949,,
1997-09-02,0.13461729078730633,9.77853152279242,,
1997-09-03,0.13402236921189145,9.792582965540284,,
1997-09-04,0.13401205979887515,9.458184839780554,,
1997-09-05,0.1336684914715885,9.557032217268006,,
1997-09-08,0.1338246188553761,9.432654788960164,,
1997-09-09,0.13398082495732272,9.44569294875347,,
1997-09-10,0.1332208591661197,9.395935455713566,,
1997-09-11,0.13395810999406585,9.504989396760049,,
1997-09-12,0.13536358909254573,9.461212111429045,,
1997-09-15,0.13443233576664324,9.374428702701023,,
1997-09-16,0.13333752670420018,9.395327319439804,,
1997-09-17,0.13291188826824843,9.30770314572712,,
1997-09-18,0.1332334256204145,9.495714638783456,,
1997-09-19,0.13421962507700905,9.404650051881326,,
1997-09-22,0.13320921635452912,9.661304488384308,,
1997-09-23,0.1331989694917326,9.723987523242837,,
1997-09-24,0.13468300914532788,9.719105603294883,,
1997-09-25,0.136258627949344,10.179659327741696,,
1997-09-26,0.13801119715532578,10.255898379605561,,
1997-09-29,0.1383385330297589,10.08260359391981,,
1997-09-30,0.14255713443598955,10.057378993100599,,
1997-10-01,0.14692461707603444,10.02878080783397,,
1997-10-02,0.14360184694463782,10.277780546679347,,
1997-10-03,0.14212635469907361,10.646153575420943,,
1997-10-06,0.14280098767741062,10.169232637119284,,
1997-10-07,0.14236052633138194,10.08656538757522,,
1997-10-08,0.14286413164093423,10.22558549584226,,
1997-10-09,0.14354040189579048,10.255122541585395,,
1997-10-10,0.13965454443840514,10.493596387811872,,
1997-10-13,0.13904934643844147,10.2380944663723,,
1997-10-14,0.1386997122570181,9.944952645647648,,
1997-10-15,0.1375889233050387,9.947515314353442,,
1997-10-16,0.13833686959361893,10.296581370220563,,
1997-10-17,0.13570653192613374,10.141675684493533,,
1997-10-20,0.13536132507579676,10.392283708885271,,
1997-10-21,0.13484941964335695,10.426640000563754,,
1997-10-22,0.1341716817133675,10.845384579711009,,
1997-10-23,0.1356590912152955,10.555080298203679,,
1997-10-24,0.12929028961482497,10.63038317760528,,
1997-10-27,0.12527957111596666,10.899671434312442,,
1997-10-28,0.1257520878029788,10.204058137119056,,
1997-10-29,0.1266279926485751,10.297963857235429,,
1997-10-30,0.1292841045105681,10.503113792822793,,
1997-10-31,0.12486674692568249,10.55721933772906,,
1997-11-03,0.1267818700676147,10.309570427565374,,
1997-11-04,0.12806498563460628,10.2276118499881,,
1997-11-05,0.1265121828477133,10.159516782047854,,
1997-11-06,0.12537251776981378,10.11833879598696,,
1997-11-07,0.12263127129219381,10.0640748983184,,
1997-11-10,0.12429029078812112,10.11211052945244,,
1997-11-11,0.12580036675647974,10.24209969699105,,
1997-11-12,0.12216995651191186,10.177341022195314,,
1997-11-13,0.12216055882294942,10.019991117690013,,
1997-11-14,0.11707765389798361,9.836934446920559,,
1997-11-17,0.11862037295970275,9.556969328434587,,
1997-11-18,0.11884552159994695,9.464346339941546,,
1997-11-19,0.1203214601434217,9.284147402523354,,
1997-11-20,0.11771703589829612,8.868328316810627,,
1997-11-21,0.11864131700252735,9.003228973661503,,
1997-11-24,0.11949106174903691,8.91414435703651,,
1997-11-25,0.11611261396155247,8.81986624693624,,
1997-11-26,0.11324623844644167,8.55977139897932,,
1997-11-27,0.11247492626503115,8.559112955025553,,
1997-11-28,0.11307424692203172,8.55146587031142,,
1997-12-01,0.11123685488273527,8.620452541133465,,
1997-12-02,0.11175727781040783,8.58283984774162,,
1997-12-03,0.11015809971142439,8.449227309964256,,
1997-12-04,0.10744266929498834,8.231137448011275,,
1997-12-05,0.10594936412465361,8.29293284993445,,
1997-12-08,0.10601494372410619,8.306869326070995,,
1997-12-09,0.1029093086335395,8.353583702752223,,
1997-12-10,0.10508090489362805,8.026679550368481,,
1997-12-11,0.10397172948485228,7.902002853419651,,
1997-12-12,0.10264948226995155,7.851220222048882,,
1997-12-15,0.1030768489782769,7.744854263700858,,
1997-12-16,0.10445006253614728,7.8275839454880725,,
1997-12-17,0.10619810602514133,7.914484011374867,,
1997-12-18,0.10773919725720593,7.949098009438817,,
1997-12-19,0.1069135777853861,7.922025364148243,,
1997-12-22,0.1080895815937973,7.686638062892025,,
1997-12-23,0.1095695917141268,7.593831907799922,,
1997-12-24,0.10956116328399493,7.662673106003347,,
1997-12-25,0.10955273550220385,7.6620836696105785,,
1997-12-26,0.10954430836870369,7.64015623152505,,
1997-12-29,0.10998529443059822,7.4762011423738,,
1997-12-30,0.10780039353306659,7.419751234874317,,
1997-12-31,0.1077921011951025,7.412101656692995,,
1998-01-01,0.10778380949501057,7.411531495027095,,
1998-01-02,0.1061413049186892,7.218209275916371,,
