,customweights,benchmark
1988-06-23,-0.006236863278154758,-0.0030286254372479116
1988-06-24,-0.01773590010331938,-0.006128472952769637
1988-06-27,-0.01688378481998165,-0.02312424712470762
1988-06-28,-0.015163727388866621,-0.011187962690794473
1988-06-29,-0.029461015972873428,-0.01599811992737521
1988-06-30,-0.021069515337246658,-0.006841017974294372
1988-07-01,-0.023868155569802374,-0.012827050333580003
1988-07-04,-0.023313768332985818,-0.012827050333580003
1988-07-05,-0.017531155673681686,0.0
1988-07-06,-0.020688946038682432,-0.013724523957149959
1988-07-07,-0.018706013814396738,-0.01457782977340838
1988-07-08,-0.024555312752679748,-0.02094236261873228
1988-07-11,-0.0372705211105675,-0.018915651970755065
1988-07-12,-0.041345076295621785,-0.028693521859962656
1988-07-13,-0.04153282723438778,-0.023360138284031273
1988-07-14,-0.029175941472501576,-0.019840140679806884
1988-07-15,-0.029328550835409306,-0.013368940162964527
1988-07-18,-0.028388459296758484,-0.01888017074761905
1988-07-19,-0.03324345973436782,-0.026204673525130673
1988-07-20,-0.024766333174110144,-0.020693446496065526
1988-07-21,-0.021325701209408354,-0.03278253460231373
1988-07-22,-0.026044728363353253,-0.044231538456491304
1988-07-25,-0.03523225849768585,-0.039680277804024944
1988-07-26,-0.052048965313737705,-0.03768915860244437
1988-07-27,-0.051953212713536034,-0.0472537002597927
1988-07-28,-0.0491036391830868,-0.03448914979041984
1988-07-29,-0.029684786728930046,-0.012657889909032383
1988-08-01,-0.026786209624068413,-0.011697809753583477
1988-08-02,-0.0333208034302529,-0.011875656762306619
1988-08-03,-0.034784180956201394,-0.008426728272026174
1988-08-04,-0.041657453668378364,-0.011520072968121187
1988-08-05,-0.039456266125564965,-0.014151176865279336
1988-08-08,-0.04150580420842398,-0.018097937600893288
1988-08-09,-0.05709789973566182,-0.030151327593073485
1988-08-10,-0.059678343658391975,-0.04679145590526679
1988-08-11,-0.05777959530443988,-0.04355596587010624
1988-08-12,-0.05826730908301925,-0.04426701967962743
1988-08-15,-0.06104332723800521,-0.05788498618851934
1988-08-16,-0.06007190052204925,-0.05091595342634336
1988-08-17,-0.06159026701640269,-0.0501337202796176
1988-08-18,-0.05657243220218622,-0.04910267767789678
1988-08-19,-0.056045007418484616,-0.05191151480492806
1988-08-22,-0.06266639838385779,-0.06353835855665035
1988-08-23,-0.0625869170133635,-0.06311170564852131
1988-08-24,-0.05632517356350808,-0.04839151720070389
1988-08-25,-0.06052719772157977,-0.05543162263241286
1988-08-26,-0.05672457992730895,-0.053369316982449844
1988-08-29,-0.05374385534892867,-0.04334264119383613
1988-08-30,-0.05536061994215358,-0.04256040449152132
1988-08-31,-0.057911784352734474,-0.046151478320867634
1988-09-01,-0.05053686674357161,-0.05760047861945583
1988-09-02,-0.04525606221870826,-0.03505805826087549
1988-09-05,-0.04649928685280602,-0.03505805826087549
1988-09-06,-0.04867046627535543,-0.030862488070266036
1988-09-07,-0.04812588548681718,-0.029831335245284585
1988-09-08,-0.04373281537093443,-0.029724674684944108
1988-09-09,-0.048113186612061765,-0.025849093286534286
1988-09-12,-0.054230161942280475,-0.027164643457318838
1988-09-13,-0.04509547353842969,-0.02357346651589043
1988-09-14,-0.03468931005149112,-0.016675723314179214
1988-09-15,-0.0445080541230769,-0.02094236261873228
1988-09-16,-0.052227076450151344,-0.011697809753583477
1988-09-19,-0.062168829134474746,-0.01834674350029941
1988-09-20,-0.056148671418033924,-0.014649009110612732
1988-09-21,-0.06335385908414037,-0.01287121458530227
1988-09-22,-0.06488254327067255,-0.016462288414648585
1988-09-23,-0.06721412283444128,-0.0143290203184131
1988-09-26,-0.07270443650408354,-0.01681786865324497
1988-09-27,-0.07242425723546175,-0.019022316086684588
1988-09-28,-0.07095469652009079,-0.01600015072779415
1988-09-29,-0.05898675970447398,-0.003093344696094791
1988-09-30,-0.06350003705851137,-0.005546711807790539
1988-10-03,-0.066776272366875,-0.006968926094504613
1988-10-04,-0.06481848683123692,-0.009600026436073494
1988-10-05,-0.0700066959863912,-0.005084467453264407
1988-10-06,-0.05453444963929599,-0.003128829474820183
1988-10-07,-0.04603155827424488,0.0
1988-10-10,-0.03808499100531826,0.0
1988-10-11,-0.04093763063891087,-0.0010823639693524623
1988-10-12,-0.03945627958338238,-0.015257970671491039
1988-10-13,-0.03269799368357107,-0.010788815168672805
1988-10-14,-0.02495727205666287,-0.009671500979372527
1988-10-17,-0.014763072620323947,-0.006354501648358268
1988-10-18,-0.019899049459896512,0.0
1988-10-19,-0.014600827341706535,-0.008621298811637534
1988-10-20,-0.008736886925531762,0.0
1988-10-21,-0.008881762591734343,0.0
1988-10-24,-0.024135148653444127,-0.004724954584967134
1988-10-25,-0.019871873435004184,-0.00427983466089521
1988-10-26,-0.017861717569486846,-0.007566716865653134
1988-10-27,-0.02160777969959571,-0.02201544552857082
1988-10-28,-0.012083259700706783,-0.01753018565168807
1988-10-31,-0.011361603035046297,-0.015749812095300686
1988-11-01,-0.015579389877649952,-0.014928011939186359
1988-11-02,-0.006968014209514095,-0.014928011939186359
1988-11-03,-0.0027783987628630102,-0.014243303446930144
1988-11-04,-0.00901409288735966,-0.02362466678493491
1988-11-07,-0.01059012736007825,-0.03156806388263067
1988-11-08,-0.014379905720295239,-0.02704853451365108
1988-11-09,-0.013149540330226306,-0.033279997746988754
1988-11-10,-0.017100516504160113,-0.03177348909861821
1988-11-11,-0.025345960601881767,-0.052179709946956865
1988-11-14,-0.02316994132541672,-0.0524536775710055
1988-11-15,-0.023953428373271635,-0.050193914598449574
1988-11-16,-0.03181038180964735,-0.06597789346981497
1988-11-17,-0.04261770989943148,-0.0631702979651938
1988-11-18,-0.04554705297637529,-0.05628839230782878
1988-11-21,-0.04991562419609785,-0.05711008974791121
1988-11-22,-0.03546076354616812,-0.05361778232716574
1988-11-23,-0.03208388348523572,-0.04718089387784086
1988-11-24,-0.03142089323879671,-0.04718089387784086
1988-11-25,-0.02723274454769231,-0.05310422271106474
1988-11-28,-0.01505456815609707,-0.04786560237009707
1988-11-29,-0.009380230783300192,-0.039648340364384804
1988-11-30,-2.7083457468490835e-05,-0.029753417410278704
1988-12-01,-0.0037143120780478434,-0.03396470966311271
1988-12-02,-0.005085833585548483,-0.03615603294363923
1988-12-05,0.0,-0.024891480725221293
1988-12-06,0.0,-0.01533885894729381
1988-12-07,-0.005163503489635457,-0.013387336514751103
1988-12-08,-0.00977073701428266,-0.01889971219996811
1988-12-09,-0.007996752716477151,-0.016913913427593186
1988-12-12,-0.00931628734812362,-0.01862584729195116
1988-12-13,-0.013118625928808858,-0.019276392432010736
1988-12-14,-0.01154668681988924,-0.02276869985275587
1988-12-15,-0.01461301801915571,-0.026397989373591835
1988-12-16,-0.012181654369132433,-0.01920784660008157
1988-12-19,-0.005359188147334049,-0.0098949229541061
1988-12-20,-0.004719515012982178,-0.014962284855150942
1988-12-21,-0.0019679817246781584,-0.0152704192552644
1988-12-22,0.0,-0.017050792811651783
1988-12-23,0.0,-0.012668248966630768
1988-12-26,-2.6117572775596898e-05,-0.012668248966630768
1988-12-27,-0.0009824294673304035,-0.016331811403430985
1988-12-28,-0.004390725290615127,-0.015407404779222644
1988-12-29,-0.0027664630244387256,-0.007053157249552133
1988-12-30,-0.005506448911520745,-0.012839503982685518
1989-01-02,-0.005532299696007992,-0.012839503982685518
1989-01-03,-0.006543827215204079,-0.021296460696482167
1989-01-04,-0.005677801109812974,-0.006436888449325218
1989-01-05,-0.0033157623237908274,-0.004314107576859683
1989-01-06,-0.0020516542569067875,-0.001985795348507291
1989-01-09,-0.004137357275120657,-0.0007532543241853817
1989-01-10,-0.0031999826616649907,-0.0028760351966504727
1989-01-11,0.0,0.0
1989-01-12,0.0,0.0
1989-01-13,0.0,0.0
1989-01-16,-0.0028058939205859446,0.0
1989-01-17,-0.0002610225056942639,-0.0020663633130300063
1989-01-18,0.0,0.0
1989-01-19,-0.0007389151761340029,0.0
1989-01-20,0.0,-0.0009057986163019116
1989-01-23,-0.00485379171613598,-0.008152496201783599
1989-01-24,-0.00043591005214260736,0.0
1989-01-25,0.0,0.0
1989-01-26,0.0,0.0
1989-01-27,-0.0029845398338298468,0.0
1989-01-30,-0.008075856154775796,0.0
1989-01-31,-0.0035671417192585375,0.0
1989-02-01,-0.0026150023967189684,-0.0011312142262492886
1989-02-02,-0.006288358717378317,-0.00145433195071476
1989-02-03,-0.0078114086929022,-0.0009695535564814284
1989-02-06,-0.011086362386669824,-0.0033935424872053588
1989-02-07,-0.0012802610219906363,0.0
1989-02-08,-0.009426792047731669,-0.003235794563216765
1989-02-09,-0.014746968694842821,-0.011629884199141904
1989-02-10,-0.027843138176583793,-0.024797541334626194
1989-02-13,-0.03109165228714139,-0.022586895622826897
1989-02-14,-0.03304935613044435,-0.024765471092069058
1989-02-15,-0.02711953533069733,-0.016563697185412063
1989-02-16,-0.02219210477187361,-0.014641485019759481
1989-02-17,-0.020620105655289933,-0.0078173314735267
1989-02-20,-0.018805987438618388,-0.0078173314735267
1989-02-21,-0.02159909467029275,-0.01038034937589949
1989-02-22,-0.023580667808849265,-0.027264447827761384
1989-02-23,-0.017496804818461054,-0.023195631116989968
1989-02-24,-0.023162216083607245,-0.03963124276522012
1989-02-27,-0.016631984244524833,-0.0370040875815536
1989-02-28,-0.018082298454151435,-0.033383754470593274
1989-03-01,-0.020378264685678826,-0.0389584693081968
1989-03-02,-0.011836778015963834,-0.029347008002378994
1989-03-03,-0.008230091380164395,-0.025214050806493415
1989-03-06,-0.0010103498562320512,-0.012815281741090478
1989-03-07,-9.651060980464532e-05,-0.015858853485831714
1989-03-08,0.0,-0.015122038862127707
1989-03-09,-0.008146657073693775,-0.015218147067544874
1989-03-10,-0.005834637128491971,-0.018678231487973762
1989-03-13,0.0,-0.010412416414635972
1989-03-14,0.0,-0.010957011423684992
1989-03-15,0.0,-0.0057668383376456855
1989-03-16,-0.006647152251145538,0.0
1989-03-17,-0.013258774574841703,-0.02247571529509873
1989-03-20,-0.018394804749327087,-0.031702188953213195
1989-03-21,-0.010295288149539727,-0.026977247323428988
1989-03-22,-0.011799693155360669,-0.029786628329448228
1989-03-23,-0.01175671345956708,-0.03483094180311219
1989-03-24,-0.011785888923887322,-0.03483094180311219
1989-03-27,-0.005056432185609472,-0.028892712170120682
1989-03-28,-0.009793417207198285,-0.025444779030488585
1989-03-29,-0.012180446369378206,-0.022890765242753464
1989-03-30,-0.006892372076030329,-0.02218839365255343
1989-03-31,-0.0007042325752740775,-0.014334603395796841
1989-04-03,0.0,-0.009003070441799377
1989-04-04,0.0,-0.012163681938886062
1989-04-05,-0.008614758408702294,-0.009034929088987065
1989-04-06,-0.014137768115230487,-0.012195639555716453
1989-04-07,-0.012741267809462609,-0.005970088280179642
1989-04-10,-0.006096671071148085,-0.006002045897010033
1989-04-11,-6.431488082070391e-05,-0.0013727823710008025
1989-04-12,0.0,0.0
1989-04-13,0.0,-0.008585279419898728
1989-04-14,0.0,0.0
1989-04-17,0.0,0.0
1989-04-18,0.0,0.0
1989-04-19,-0.0013896164744107153,0.0
1989-04-20,0.0,-0.003106001245428147
1989-04-21,0.0,0.0
1989-04-24,-0.006464613395234964,-0.002773159934880254
1989-04-25,-0.0002758261586670585,-0.00887418635930326
1989-04-26,-0.0003887845539038981,-0.00810385901965427
1989-04-27,0.0,0.0
1989-04-28,-0.014350382380888371,0.0
1989-05-01,-0.008299364488238758,-0.0013856899172022263
1989-05-02,-0.014608638236201066,-0.004372442853203262
1989-05-03,-0.01223180237450705,-0.004064597636571188
1989-05-04,-0.005072492692743902,-0.0047420295495922415
1989-05-05,-0.014679691349508639,-0.00495750426551389
1989-05-08,-0.024205028406562135,-0.009730353747822051
1989-05-09,-0.026712572604243978,-0.011762652566107645
1989-05-10,-0.021726773804259025,-0.009730353747822051
1989-05-11,-0.003731833399623685,-0.00594287685104844
1989-05-12,0.0,0.0
1989-05-15,-0.000736749261904257,0.0
1989-05-16,-0.002533135423489985,-0.0021943900902572366
1989-05-17,-0.00668314003791759,0.0
1989-05-18,-0.005116715858186183,0.0
1989-05-19,-0.0002592680354217558,0.0
1989-05-22,-0.009681298677100103,0.0
1989-05-23,-0.0070967676991451345,-0.011353018978094043
1989-05-24,-0.004363914537619085,-0.008669570515379532
1989-05-25,-0.0018814744320628796,-0.008345243282563364
1989-05-26,0.0,-0.0005308574935970478
1989-05-29,-2.9304197023405365e-05,-0.0005308574935970478
1989-05-30,-0.0034470355999036695,-0.008197745679633495
1989-05-31,-0.0021702210750957907,-0.003627095185374851
1989-06-01,0.0,0.0
1989-06-02,0.0,0.0
1989-06-05,0.0,-0.010547852039111683
1989-06-06,0.0,-0.0034965653325926827
1989-06-07,0.0,0.0
1989-06-08,0.0,-0.0006089242115467908
1989-06-09,-0.009491933505066164,-0.0004349450368906771
1989-06-12,-0.028129371737320552,-0.0017108435466113292
1989-06-13,-0.031737258854262373,-0.008786238295090176
1989-06-14,-0.0290058211879074,-0.008989241063184772
1989-06-15,-0.03225798494486942,-0.020443289558482514
1989-06-16,-0.02860895956855003,-0.016557546842443704
1989-06-19,-0.021076543307985807,-0.014759716608254259
1989-06-20,-0.022701181041370422,-0.016644536429771928
1989-06-21,-0.021180942644512757,-0.01899341477385552
1989-06-22,-0.006050461260604267,-0.010294166066093569
1989-06-23,0.0,0.0
1989-06-26,0.0,-0.0036680615799802307
1989-06-27,0.0,0.0
1989-06-28,-0.007225338352525368,-0.007869340906881739
1989-06-29,-0.008552328516890917,-0.02651931833805865
1989-06-30,-0.01300971903234982,-0.031534893178073675
1989-07-03,-0.010350333868998862,-0.02747051604306394
1989-07-04,-0.008486459258171153,-0.02747051604306394
1989-07-05,0.0,-0.02306024673712037
1989-07-06,-0.00018357912896360684,-0.020148861761250636
1989-07-07,0.0,-0.00991591186202323
1989-07-10,0.0,-0.0032284201305426974
1989-07-11,-0.002291791188719472,0.0
1989-07-12,-0.0010085135949567947,0.0
1989-07-13,-0.0019112625026797003,0.0
1989-07-14,-0.00434005338274146,0.0
1989-07-17,-0.006115431367883617,0.0
1989-07-18,-0.004800864708986885,-0.0032141953737956364
1989-07-19,0.0,0.0
1989-07-20,-0.003694331555834096,-0.006618578706962919
1989-07-21,-1.0746863156607667e-05,0.0
1989-07-24,-0.007039501465190168,-0.006446419165435424
1989-07-25,-0.010316643535332348,-0.005742664380472218
1989-07-26,-0.00023239008484499113,0.0
1989-07-27,0.0,0.0
1989-07-28,-0.004534718168519913,0.0
1989-07-31,0.0,0.0
