,uniform,onlystocks,sixtyforty,riskparity_nested
TLT,0.2,0.0,0.2,0.17300407381628202
IEF,0.2,0.0,0.2,0.5585525659830385
SPY,0.2,1.0,0.6,0.08182467932786355
XLU,0.1,0.0,0.0,0.039771187100504375
DBC,0.1,0.0,0.0,0.043773137482825415
GLD,0.2,0.0,0.0,0.10307435628948615
