,uniform,onlystocks,sixtyforty,riskparity_nested
2014-12-08,-0.018888461325580197,-0.013364103376924286,-0.004477611113281932,-0.018026570321109547
2014-12-09,-0.005154585784393317,-0.014700953432850272,-0.001689416741071037,-0.010631873011265669
2014-12-10,-0.012542963731003165,-0.04628878501137035,-0.015714428056293084,-0.018355769993255833
2014-12-11,-0.010006691690222946,-0.03661971686514598,-0.008881999594885892,-0.014883369506764943
2014-12-12,-0.011364156080636012,-0.06775598665798865,-0.018418625366474206,-0.016930330682454864
2014-12-15,-0.030972937906973863,-0.08056236562880514,-0.028464216710988977,-0.02979598653758364
2014-12-16,-0.025643082341176848,-0.09530818234625538,-0.029829720154356365,-0.026737816840384898
2014-12-17,-0.023377637281630115,-0.05983878044002411,-0.015484035776937799,-0.02164168622570961
2014-12-18,-0.017717703062635648,-0.013345455901065728,0.0,-0.013768870763712138
2014-12-19,-0.007658571400809389,-0.004950274957869372,0.0,-0.002889556785399594
2014-12-22,-0.015080181929375991,0.0,0.0,-0.0028143847832154956
2014-12-23,-0.023754080430759106,0.0,-0.010145724526484656,-0.013621288636149753
2014-12-24,-0.019099681313681338,0.0,-0.007521696244737641,-0.010530181771338576
