,uniform,onlystocks,sixtyforty,riskparity_nested
2006-05-23,0.004205204169296318,-0.015446283777439378,-0.009285746063295418,0.0
2006-05-24,-0.016485100931463926,0.015715679147301202,0.009907061659950105,0.0
2006-05-25,0.011668515232409037,0.02411497640903867,0.011813926124426876,0.0
2006-05-26,0.008628403855250254,0.010067376638866175,0.005979640946284413,0.0
2006-05-30,-0.010409344019101712,-0.03680105767955808,-0.021881646929379606,0.0
2006-05-31,-0.005079458618733638,0.02185899565468141,0.009061341329859274,0.0
2006-06-01,-0.005088346330316293,0.018763053530981056,0.013564366205430717,0.0
2006-06-02,0.021110375746093354,0.0041737442943968915,0.010806528110509922,0.0
2006-06-05,-0.011380153933145494,-0.029999389803523444,-0.018766061883991887,0.0
2006-06-06,-0.004660315593357571,-0.004898084776986885,-0.00046751815265557253,0.0
2006-06-07,-0.007115243105471364,-0.015199886003123062,-0.00919289110885498,0.0
2006-06-08,-0.009003205550362504,-0.0017493740448037676,0.0004328539293941004,0.0
2006-06-09,0.0013555369247121747,-0.006397993535602473,-0.0003112120426410287,0.0
2006-06-12,-0.009017828369759874,-0.022163821618790675,-0.013051544284586495,0.0
2006-06-13,-0.04020734659630406,-0.023761609015667838,-0.01314150543305086,0.0
2006-06-14,-0.007475580141242529,0.015255143012289226,0.0022557216884244373,0.0
2006-06-15,0.020998834781821882,0.040673130472385875,0.021584491882877734,0.0
2006-06-16,-0.0016226383280466992,-0.014778670838715225,-0.010077766585362328,0.0
2006-06-19,-0.01964362850521859,-0.01596356907761331,-0.010626236182617004,0.0
2006-06-20,0.008539724032095504,0.00674204390935485,0.0031230027047531284,0.0
2006-06-21,0.012280818211121548,0.01460035431199396,0.008918618530929413,0.0
2006-06-22,-0.010203909552286205,-0.008871621403346696,-0.008924116407814263,0.0
2006-06-23,0.00038015878124261695,-0.0003207223412691034,-0.0013321573217580452,0.0
2006-06-26,0.0057133086316676004,0.008755510576752563,0.004367451280492381,0.0
2006-06-27,-0.004591253288667976,-0.017572096041556625,-0.007690359060657497,0.0
2006-06-28,-0.0017903523276871169,0.013366627999821596,0.004829934209348372,0.0
2006-06-29,0.030418088870358354,0.03880400349415903,0.02683170566693035,0.0
2006-06-30,0.017630541436049297,0.00015739046168731689,0.00507298822479388,0.0
2006-07-03,0.014768244158305027,0.00809945628714691,0.004441895655040671,0.0
2006-07-05,-0.0076868711561931665,-0.011548318049368919,-0.011606157812334207,0.0
2006-07-06,0.008425400654684456,0.005786063703948418,0.007069169846462822,0.0
2006-07-07,-0.0016512523613373656,-0.013188084356581442,-0.004389930957296557,0.0
2006-07-10,-0.0029896288441099463,0.0037740057149146283,0.0029651168379789166,0.0
2006-07-11,0.020860914279503682,0.008745882890903077,0.007019184185690538,0.0
2006-07-12,0.004601001348968633,-0.021798723925094538,-0.012805707977556745,0.0
2006-07-13,-0.0006027051798103337,-0.03359494799960341,-0.01764486720086806,0.0
2006-07-14,0.0020460083144356813,-0.007795985851200704,-0.004107436162332822,0.0
2006-07-17,-0.017857477028009223,-0.002921116531478267,-0.0014745581190785937,0.0
2006-07-18,-0.011033827689742929,0.010104764214247679,0.0010497339581468485,0.0
2006-07-19,0.022387350163860557,0.02697948936647354,0.022444777928961542,0.0
2006-07-20,-0.012440840640692914,-0.013863840208423107,-0.006292079992113574,0.0
2006-07-21,-0.009314515879812885,-0.014290816371522514,-0.009522428335877254,0.0
2006-07-24,0.00591156812805633,0.0351578270633154,0.021027152683478708,0.0
2006-07-25,0.001637194089800459,0.0070763635125603115,0.002702745080469416,0.0
2006-07-26,0.005285986317231644,0.002675159049118369,0.004029339848397964,0.0
2006-07-27,0.006974895627807349,-0.001895579269009504,-0.0017971794114925474,0.0
2006-07-28,0.009255241302430944,0.01963912669371656,0.015188594420998461,0.0
2006-07-31,0.0020891680267620043,-0.002034256662956971,-8.862090396990223e-05,0.0
2006-08-01,0.008969801480754361,-0.009946612638877195,-0.0059220759096186475,0.0
2006-08-02,0.009706578630190187,0.01332979575556936,0.009859660719081103,0.0
2006-08-03,-0.005857889702928908,0.005277752112777031,0.0033792708784282878,0.0
2006-08-04,0.004476202361426024,-0.0034360009637583525,0.002270933810096906,0.0
2006-08-07,0.0010560839388868855,-0.004698302373944358,-0.0031227811339968026,0.0
2006-08-08,-0.006910870489741975,-0.007715850307437036,-0.005459680656074062,0.0
2006-08-09,0.0018932877393158948,-0.006790925191699571,-0.005574022354843963,0.0
2006-08-10,-0.011465568744755746,0.006100985207639152,0.003149934025491828,0.0
2006-08-11,-0.010106976923546866,-0.0056808404764857184,-0.006430689358105496,0.0
2006-08-14,-0.0046084926833864625,0.0015708888323595043,-0.00044711872028171246,0.0
2006-08-15,0.009979406620499414,0.023341337364833646,0.019272028497567584,0.0
2006-08-16,0.006867302137905166,0.01635317886315318,0.014160824846094882,0.0
2006-08-17,-0.01188841578128889,0.005059687302920379,0.0028362493481582855,0.0
2006-08-18,0.007555565356589093,0.010041941458566659,0.008277755753684949,0.0
2006-08-21,0.01078561395113136,-0.00863702409710741,-0.0033305131980287555,0.0
2006-08-22,-0.001845241537748171,-0.00015414030741523065,0.000187314244810509,0.0
2006-08-23,-0.006795555674969034,-0.005559962428449657,-0.0035528864380235865,0.0
2006-08-24,0.003717126418528248,-0.0016974943153431868,9.627247850041865e-05,0.0
2006-08-25,0.0017010136927317896,0.0024601207404263224,0.0026036001795634403,0.0
2006-08-28,-0.004004669081598381,0.009455707407509771,0.006028214577759095,0.0
2006-08-29,0.0008893358647464494,0.0022932068796511504,0.002264565346367135,0.0
2006-08-30,0.006439184033617761,0.0012234488808913974,0.0022604717545751754,0.0
2006-08-31,0.00888712752026874,-0.0003058314102601262,0.0012957393971357008,0.0
2006-09-01,0.0020304753406074536,0.011791905308568324,0.007845066715737552,0.0
2006-09-05,0.0021519943829281206,0.0037877304972096476,-0.0014885162353074524,0.0
2006-09-06,-0.009393510045355944,-0.017924176243376295,-0.01153876000244948,-0.007115336507393824
2006-09-07,-0.011392656845298724,-0.009272537662969343,-0.0044155195659101535,-0.004516703464304426
2006-09-08,-0.0035804527029414304,0.0056596794886371975,0.004082843521613951,-6.282924656283678e-05
2006-09-11,-0.019657277172062376,0.0019908327023102496,7.354761365926847e-05,-0.009400002932544217
2006-09-12,0.002044637358173071,0.019239290606995304,0.014636370384285665,0.005688421383753252
2006-09-13,0.004013062588870094,0.007979074632458996,0.005356420461288233,0.0033366221570153586
2006-09-14,-0.01247795081149824,0.00015042913731094852,-0.001601978264032464,-0.006955097397519157
2006-09-15,0.0011699796426458016,0.0046705326710808235,0.002252837334019837,0.0004045724974430706
2006-09-18,0.0058191312606180184,0.002718303241425078,0.00042456321104699556,0.0012868851069697952
2006-09-19,-0.004145150847071479,-0.005016481984123045,0.0037863623353618855,0.00448987890063839
2006-09-20,0.0035799472654638007,0.0105027854789029,0.0069938303600493015,0.0030869347571050336
2006-09-21,0.01165242996712153,-0.009747144225185878,0.0007202273582616065,0.010393386383757877
2006-09-22,0.003055356146515115,-0.006099649229041116,-0.00037683511182410754,0.0033610693354414927
2006-09-25,0.01069699272728278,0.015122259133736056,0.01316053693531348,0.011050495347551896
2006-09-26,0.002419648462680907,0.016324531596635966,0.0070275616662821274,0.00020374698507576798
2006-09-27,0.010817732423952002,0.0023890708735819586,0.00015851736741847295,0.0045942092632510504
2006-09-28,-0.00058115863238471,-0.000748302914678777,-0.0015081295985240862,-0.0014352324495569063
2006-09-29,-0.004787371910420139,-0.0016475109569776708,-0.001914457373790925,-0.0036507642092755586
2006-10-02,-0.0021335055158084627,-0.0075376121059341,-0.0026891928361901713,0.0003398457414216068
2006-10-03,-0.014240512863186507,0.004187328337218513,0.0019111068170986033,-0.005398512209390323
2006-10-04,0.007830787779804421,0.022846099015223113,0.0184145866631444,0.011254842928143018
2006-10-05,-0.00023403207227235098,0.00383688080378109,-0.0018909220365588642,-0.003936591537681657
2006-10-06,-0.00739554057086079,-0.0025194829815174094,-0.007861524888865871,-0.009880729305449067
2006-10-09,0.008042070291940026,0.0011827282222640258,0.0022580079205436303,0.005288474680105309
2006-10-10,-0.010224807697938073,0.00265661316934885,-0.00388298283909472,-0.0096415270925428
2006-10-11,-0.005003398676756872,-0.0023697629876383314,-0.003079869281617809,-0.003966617576366495
2006-10-12,0.009691331828683997,0.017013788200626257,0.010918063669787217,0.006714102251007462
2006-10-13,0.008753848941533584,0.005106542999978837,0.0005679194236204163,0.0020777410441691142
2006-10-16,0.009310593607749402,0.0030628977018892986,0.004238206743360389,0.0068114245428791236
2006-10-17,-0.0026148667881047568,-0.006320676758512271,-0.003161610966867702,-0.000666585042683083
2006-10-18,-0.0001812620755497891,0.002630857437907825,0.002300626219905163,0.0020058879058682294
2006-10-19,0.009106821599972942,0.0032087743184392495,0.000863968977443921,0.004972618800844919
2006-10-20,-0.006256159855114909,0.000438132287456035,-0.00024209480375241073,-0.002466568901516508
2006-10-23,-0.007220362515638531,0.009118439763876572,0.0028327703667791323,-0.0037677527714079
2006-10-24,0.006028484320925183,0.0059257923663852225,0.004123116404241205,0.0045340127364370845
2006-10-25,0.015417734501106332,0.006767160062975978,0.008596960416599842,0.012992389036877936
2006-10-26,0.006342363716025242,0.006173715917576356,0.007598313241902932,0.0057858552609899505
2006-10-27,0.0011592222805950998,-0.012689309435792972,-0.004482319840897271,0.0002442467431763537
2006-10-30,0.002176954607557822,-0.0014511032106737855,0.000452204946469899,0.0013982822459576154
2006-10-31,0.006116089514590747,-0.00029018254403469977,0.004701927171721888,0.00618371915541148
2006-11-01,0.012084576929468967,-0.013675284401869953,-0.004418299578574573,0.007270895387594503
2006-11-02,-0.0015494087829767149,-0.0011695083195613612,-0.003520780223106345,-0.003487242835109137
2006-11-03,-0.0049450125995365675,-0.003519110412481714,-0.010110048974706161,-0.009068120717955562
2006-11-06,0.005500700887160475,0.022046304086457004,0.014793742970344052,0.006356728957525539
2006-11-07,0.0044941863940057255,0.007613447868359857,0.007746951495941339,0.004986024410660789
2006-11-08,-0.0015675834941513873,0.0043078983835119124,0.004879393499427144,0.0027006078771657973
2006-11-09,0.012521400203045966,-0.010616212862157836,-0.006617933480142172,0.004578201609765996
2006-11-10,-0.003193460483109586,0.0008678006509420788,0.003144261247712396,0.0010799245364660826
2006-11-13,-0.0028554060118308254,0.004892296615332075,0.002641401787493397,-0.001000880661346573
2006-11-14,0.0024961467959664116,0.014778395971225142,0.011233364083958603,0.005281567683110239
2006-11-15,0.0007640265069113565,0.005693367836593236,0.0008139786542923644,-0.000938931151919035
2006-11-16,-0.009617665911755417,0.0051130274723195,0.00026915199298800744,-0.005389691790745539
2006-11-17,0.009442994431013667,0.0005692629322949526,0.004013001795829206,0.007357639176678312
2006-11-20,-0.0003540501305226364,0.0011382749478920258,0.001545820674457717,9.297285176664304e-06
2006-11-21,0.007378739703726663,0.0019874628319592785,0.0027398784749210862,0.005221689060606043
2006-11-22,0.004733119318872493,0.003962970134320174,0.003662951770404444,0.004160401043924565
2006-11-24,0.009592731632446061,-0.00815072958077313,-0.003754128769341819,0.004912526780721952
2006-11-27,-0.003847239506272404,-0.0282631305566321,-0.014859400119872704,-0.006552126245240658
2006-11-28,0.0042378178116439175,0.008589200837383485,0.006670482867693787,0.005444606088845605
2006-11-29,0.004745489316431409,0.020422490137416465,0.0108265017233278,0.006324047067717258
2006-11-30,0.015504576438275736,0.0008528171588052182,0.005223680997045665,0.012425623390421001
2006-12-01,-0.0008353384444990477,-0.004429269653036689,-0.0006771872766462688,0.0007521663168151944
2006-12-04,0.00426213479879577,0.01502351734276692,0.00963521273568225,0.004780265312116635
2006-12-05,-0.0015410181776977234,0.008556902706980942,0.0027377746082351707,-0.001249422703229449
2006-12-06,-0.012543690161639174,-0.0016931971264483705,-0.0024245533020297886,-0.008217423062349578
2006-12-07,-0.002895370432085875,-0.008818462291617833,-0.005740671670556428,-0.002804102315638841
2006-12-08,-0.010520945995010491,0.0036686602915173747,-0.002506842451064641,-0.009023770178257676
2006-12-11,0.00876443550069163,0.0057607122330090394,0.00639728804019376,0.007921272910583026
2006-12-12,0.001394166155874258,-0.0015526332645184088,0.0006045718445411486,0.002281354424052796
2006-12-13,-0.004627688365937252,0.002111596781943399,-0.004322654671492087,-0.0060024553608923935
2006-12-14,0.0018313773358474563,0.017306919012550128,0.008544849949302406,0.0014750084446514314
2006-12-15,-0.005912168598617599,0.00018185435189418966,0.0004195497606766632,-0.002617469140896768
2006-12-18,-0.005623075071303501,-0.005506537943704393,-0.0030387748800427506,-0.00416440159264968
2006-12-19,0.008015235265467437,0.0037878131509306223,0.001703980596338557,0.004564053043353954
2006-12-20,-0.001771995226474891,-0.001125732653298325,-0.0008247445591787865,-0.0014883640884838427
2006-12-21,-0.0017112340912667514,-0.007366443913831377,-0.0011210960456513113,0.001004858579897693
2006-12-22,-0.004999660566281745,-0.012431767746665094,-0.012382471776935498,-0.007888932189824565
2006-12-26,0.003901202908201373,0.011649517345133316,0.00853650563414064,0.004449774082154863
2006-12-27,0.0008242247672617912,0.01295944496954864,0.00408209852176523,-0.0005367992008592628
2006-12-28,0.0017586594108834246,-0.004225392918087168,-0.004355336207314045,-0.0018096631342251787
2006-12-29,0.0004743128469931139,-0.008362090410323148,-0.0056147519135975555,-0.0009918887989094258
2007-01-03,-0.008446321697016115,-0.0035413976608859084,0.0016908149794931156,-0.0016320270475630296
2007-01-04,-0.004360489263545484,0.0042238737349982155,0.006311345604786779,0.000834681249731943
2007-01-05,-0.020477126365250235,-0.01620208467145239,-0.012828407496499463,-0.016350875456043447
2007-01-08,0.005680832270039483,0.009161041504078917,0.006546809798977762,0.00440246672149546
2007-01-09,0.0004868444137196339,-0.0017025982001683297,-0.0011293478253796058,-7.661876322195388e-05
2007-01-10,-0.0052967823014344224,0.006615902369649574,0.0016344516645005376,-0.0038551664739232385
2007-01-11,-0.00132965220354577,0.008679727037547122,0.0020471850531106717,-0.0022099529914339578
2007-01-12,0.012404253759423146,0.014958550819088465,0.006723270750650777,0.004786317699477227
2007-01-16,-0.003933068670406841,-0.003922968420198745,-0.0008664733493169622,-0.0008584981481714597
2007-01-17,0.004679425279008972,0.0008388493701675198,-0.0014944203312668488,0.001172859651957047
2007-01-18,-0.004315037133983129,-0.006753988731058419,-0.0022870342136649792,-0.0018087325675129283
2007-01-19,0.006859557853161759,0.003910886020595759,0.0006289032579775249,0.0025428520675984177
2007-01-22,-0.0012598723035049182,-0.006195776273429813,-0.0020250397262118114,-0.00016225842671349552
2007-01-23,0.014629913080758573,0.005861552824324808,-0.0002762884051309961,0.006022419262677383
2007-01-24,0.0026427513539750043,0.015842129485746627,0.009595629760600955,0.003884075057639778
2007-01-25,-0.012884221607512219,-0.024031541136575615,-0.018915209568481944,-0.012458285380355982
2007-01-26,0.002108674821505011,-0.0018295901112272287,-0.001467085944386372,0.00017730934174980996
2007-01-29,-0.007719419712735951,-0.0011261606336420813,-0.0018334878778491256,-0.0039993103472428845
2007-01-30,0.012023930550717621,0.010305305414744134,0.007068228363634528,0.008160229674950788
2007-01-31,0.01392649261061274,0.01326087201769685,0.01270266561609644,0.011927568720418292
2007-02-01,0.005009895019823787,0.011817060780219726,0.006435853358207656,0.00470148666932191
2007-02-02,-0.0009247445010917143,0.0027567173108817115,0.0025016604669156183,0.0013940414842550086
2007-02-05,0.002721717358043609,0.0005518836689463316,0.0013002931650942034,0.0037943542357047728
2007-02-06,0.006347105459956632,0.000551870544438534,0.0035627678107434235,0.006142965019718475
2007-02-07,-6.537173616136539e-06,0.004395525272470321,0.004676830262243966,0.0026850611261530735
2007-02-08,0.010723204923781367,-0.002622467056415499,-0.0011793509041647914,0.005284110489487959
2007-02-09,-0.0002809043799620836,-0.015111647056871746,-0.01259239950074949,-0.0039119122074275535
2007-02-12,-0.01060985041206576,-0.006850993996900499,-0.005566983280270419,-0.007533920819148275
2007-02-13,0.008929961442456206,0.016580304445941677,0.008934847150233922,0.007117216310776683
2007-02-14,0.010135427378098706,0.012957337067984014,0.013741514977303235,0.011824724322930207
2007-02-15,0.0006324719806548259,0.0026012312359848045,0.0033451294564731254,0.00044252977118547403
2007-02-16,0.005265198444517503,-0.0009600739728746295,0.0012202029010608207,0.003778226333194757
2007-02-20,-0.00650412316297203,0.004233985130359516,0.003923027615918027,-0.0011439567076538119
2007-02-21,0.015592160625414297,-0.0008217125025831077,-0.001212084225409766,0.006289052933547989
2007-02-22,-0.0012817942855649165,-0.001508009472762059,-0.0040548138899842625,-0.0026840628419246087
2007-02-23,0.010060415001437837,-0.007873415210719312,-0.00038375547083002563,0.008656236820446818
2007-02-26,0.011282429971281396,-0.0017911449281677748,0.0027902319349015995,0.011572304394545959
2007-02-27,-0.03750681871401042,-0.08468510647378921,-0.039971542785674635,-0.028160648305946202
2007-02-28,0.012681942765897144,0.020078354865567572,0.008329632895674914,0.0076539111630518995
2007-03-01,-0.0058901814096590545,-0.005992397544408776,-0.0034765622209509722,-0.0024885810550316807
2007-03-02,-0.019883537667966363,-0.02687907874588837,-0.012502777998448464,-0.006655112304330781
2007-03-05,-0.013087552710295488,-0.019394924717240546,-0.010402087554793871,-0.006093481439711202
2007-03-06,0.016624198345927644,0.03306627900968676,0.017879361449613256,0.007431186135580005
2007-03-07,0.0050720004699099765,-0.0020062766492284557,0.0011112621539192977,0.004663947383200446
2007-03-08,0.00533811738282883,0.016619998162905977,0.009502557733498304,0.002908587301899872
2007-03-09,-0.010839144605127147,0.0005673859291238386,-0.006197918073564628,-0.012138900189877727
2007-03-12,0.004182314785431936,0.0029719446250240874,0.004430722520026055,0.005218536585682731
2007-03-13,-0.011848111885346941,-0.04041471936750032,-0.019477024291603227,-0.002536227964854004
2007-03-14,0.0031904960809326626,0.014673408586726146,0.006297499086482188,-0.00014237685008100452
2007-03-15,0.0016961111509303853,0.002717981920048565,0.0011285339479781252,0.00038031955530022643
2007-03-16,0.0022850007158061393,-0.005627215073362044,-0.003470162843209972,0.0005206989349505405
2007-03-19,0.006474889641965303,0.023529086019105173,0.012703991357472728,0.002638865712891582
2007-03-20,0.009311660524577483,0.010857824476082861,0.007316349906165293,0.006149733874187521
2007-03-21,0.013271193029557735,0.03184909114537027,0.020097620797445245,0.008845704136406849
2007-03-22,-0.0023170815971558945,-0.0015374263654947856,-0.005350627462542257,-0.005703139808973921
2007-03-23,-0.003638920732103163,0.002923379937202491,9.731428823990818e-05,-0.0032468548856817306
2007-03-26,0.006065036955104135,-0.0026554291792893906,-0.000818877743461191,0.00367451975104231
2007-03-27,-0.002338043985013869,-0.004768859109166036,-0.0036528200748627013,-0.0019699843325595746
2007-03-28,-0.0003092518075339424,-0.014766436109920797,-0.009798436349535804,-0.0015127494268903862
2007-03-29,0.002063510397181326,0.002109366663435118,0.00018762301478143854,2.4660063213814945e-05
2007-03-30,-0.005909904407842172,0.000422621248756888,-0.0009591568092392893,-0.004468652578117988
2007-04-02,0.00529306269396862,0.00224694520336324,0.002442312849151183,0.004278170131206455
2007-04-03,0.0029133482220737666,0.02106071129129172,0.012140072482228495,0.001390520285914346
2007-04-04,0.008370085152122035,0.0022204658098025462,0.0023620261415871536,0.0051893049772084475
2007-04-05,0.0003514253741493369,0.005390127091826729,0.0009233165290583839,-0.002242143307895469
2007-04-09,-0.006119160029964815,0.0027639559490286016,-0.0025572977101824008,-0.007570096844557057
2007-04-10,0.008855001507639315,0.0023468239306493168,0.0033511684755388746,0.006506840282732105
2007-04-11,-0.00376208862606623,-0.00822290295609527,-0.005812865555762536,-0.0031944338096088812
2007-04-12,0.0019467322972221872,0.008804720888276064,0.005919933352742116,0.0019507769821517458
2007-04-13,0.005981248393308383,0.009037514229637719,0.0035449172901130606,0.0014280089421646203
2007-04-16,0.009281205762933039,0.01862800046955712,0.013867819372007045,0.007822547944371462
2007-04-17,0.0014801174599394684,0.005286891074911404,0.0070426568425843925,0.005153290981578848
2007-04-18,0.007139525508762809,0.0024407077490528604,0.004341203344976679,0.006745077740668744
2007-04-19,-0.007434963376360089,-0.0005441263597934,-0.0010521776979439644,-0.004537406289506592
2007-04-20,0.013299515534526216,0.018522715860690767,0.009842231555445549,0.006147261989730426
2007-04-23,0.0008787242668214521,-0.007589272572574124,-0.0023781799942135594,0.002605028125136707
2007-04-24,-0.0019200085878384244,0.0008096566961854595,0.0027114998513903294,0.0013972876348488637
2007-04-25,0.007329546985746501,0.018022815155739603,0.009395229636595843,0.002940143498229281
2007-04-26,-0.011640528108971222,0.0022688941380672525,-0.002561961466599941,-0.009987245792612844
2007-04-27,0.0028288137122658616,-0.0016062681551818887,-0.001072604531230037,0.0012544019088247716
2007-04-30,-0.0029231414662920243,-0.0168559535503474,-0.004458615825504044,0.003668874137141584
2007-05-01,0.001074231568215317,0.0050965216328773206,0.003396628736352911,0.0010596476604499078
2007-05-02,0.0011289810863930009,0.011562999307227036,0.006362060820006223,0.00014610188758410814
2007-05-03,0.006314175737473186,0.010711852488456344,0.005268390080789954,0.0022722656266246054
2007-05-04,0.0074238270619253,0.00752103717713027,0.0071544901448305975,0.006801189727958947
2007-05-07,0.0033586785174412014,0.00039706222221639253,0.0016178122014171427,0.003237666339031961
2007-05-08,-0.005740679948789867,-0.002655438327296972,-0.002508236817233549,-0.003833934328409821
2007-05-09,-0.005050196756561382,0.005406860660840752,0.0005431746970377311,-0.005563707234416003
2007-05-10,-0.013915370587473566,-0.02133985610727948,-0.011097677019581483,-0.005766341062311455
2007-05-11,0.007626674794767521,0.01681781901287595,0.008187820664222916,0.002239787175989779
2007-05-14,-0.0033583623870959297,-0.004391555118782221,-0.004268465190245814,-0.003488825739721657
2007-05-15,0.004428885151355666,0.0005303156768352684,0.00014821840045185948,0.0021994888385701013
2007-05-16,-0.004445032786311503,0.013490670982378534,0.00785191122729312,-0.0024039821387557172
2007-05-17,-0.005542202793199156,-0.003972101238037266,-0.005049170272251398,-0.005874462188240809
2007-05-18,0.0034112224549852875,0.017142404364734673,0.007115911999737873,-0.001342375736897448
2007-05-21,0.003892982072116639,-0.0010502779353088498,0.0009610189924413543,0.0036542805815096852
2007-05-22,-0.009427367043513924,-0.0015743653177505517,-0.003982489363605917,-0.008195600371381008
2007-05-23,-0.002373640409729948,0.00026293112070310836,-0.0016431173360789096,-0.003439071730294416
2007-05-24,-0.013532046300351302,-0.018431296864120886,-0.010610479163229507,-0.006821907027638896
2007-05-25,0.00400809385452614,0.00826841450209879,0.003623557121869539,0.001371041946870692
2007-05-29,-0.0025022097475017077,0.007195011049805045,0.003483670560895278,-0.0027374041562779837
2007-05-30,0.00667073887011028,0.016021284869275548,0.010932192419665336,0.005966082236914567
2007-05-31,0.006007516114614218,-0.0020870279054785164,-0.0021387451809632956,0.001979773985294166
2007-06-01,0.004145954115125061,0.009811457644109503,0.0022752294300090003,-0.001794021144741623
