Date,Gold USD
12/10/1989,363.2
13/10/1989,363.2
16/10/1989,368.4
17/10/1989,366.7
18/10/1989,368.5
19/10/1989,368.6
20/10/1989,365.7
23/10/1989,365.5
24/10/1989,366.6
25/10/1989,368.7
26/10/1989,368.6
27/10/1989,372.6
30/10/1989,377.0
31/10/1989,375.3
01/11/1989,373.1
02/11/1989,374.3
03/11/1989,380.5
06/11/1989,379.8
07/11/1989,384.1
08/11/1989,383.2
09/11/1989,387.1
10/11/1989,385.4
13/11/1989,390.5
14/11/1989,388.3
15/11/1989,391.4
16/11/1989,391.4
17/11/1989,392.0
20/11/1989,394.9
21/11/1989,399.0
22/11/1989,409.9
23/11/1989,411.6
24/11/1989,415.8
27/11/1989,413.8
28/11/1989,409.8
29/11/1989,410.1
30/11/1989,408.2
01/12/1989,413.9
04/12/1989,408.6
05/12/1989,403.8
06/12/1989,402.9
07/12/1989,406.0
08/12/1989,409.4
11/12/1989,415.5
12/12/1989,415.5
13/12/1989,413.0
14/12/1989,408.5
15/12/1989,412.8
18/12/1989,407.5
19/12/1989,412.4
20/12/1989,412.4
21/12/1989,413.0
22/12/1989,413.0
25/12/1989,413.0
26/12/1989,413.0
27/12/1989,406.0
28/12/1989,398.6
29/12/1989,398.6
01/01/1990,398.6
02/01/1990,399.0
03/01/1990,395.0
04/01/1990,396.5
05/01/1990,405.0
08/01/1990,404.6
09/01/1990,403.5
10/01/1990,409.1
11/01/1990,412.1
12/01/1990,416.3
15/01/1990,415.6
16/01/1990,412.8
17/01/1990,410.4
18/01/1990,413.4
19/01/1990,408.7
22/01/1990,406.0
23/01/1990,408.3
24/01/1990,420.8
25/01/1990,415.7
26/01/1990,418.0
29/01/1990,418.8
30/01/1990,418.2
31/01/1990,415.1
01/02/1990,415.8
02/02/1990,418.0
05/02/1990,423.0
06/02/1990,421.1
07/02/1990,423.8
08/02/1990,418.0
09/02/1990,415.5
12/02/1990,418.9
13/02/1990,418.1
14/02/1990,414.6
15/02/1990,416.7
16/02/1990,416.5
19/02/1990,416.5
20/02/1990,420.0
21/02/1990,420.0
22/02/1990,417.7
23/02/1990,415.9
26/02/1990,411.3
27/02/1990,407.6
28/02/1990,407.7
01/03/1990,406.3
02/03/1990,405.1
05/03/1990,403.2
06/03/1990,405.4
07/03/1990,400.5
08/03/1990,400.7
09/03/1990,399.3
12/03/1990,401.3
13/03/1990,397.3
14/03/1990,398.8
15/03/1990,399.5
16/03/1990,400.7
19/03/1990,402.1
20/03/1990,399.7
21/03/1990,392.0
22/03/1990,392.0
23/03/1990,393.5
26/03/1990,370.3
27/03/1990,368.0
28/03/1990,372.0
29/03/1990,371.5
30/03/1990,368.5
02/04/1990,368.4
03/04/1990,375.0
04/04/1990,374.3
05/04/1990,378.4
06/04/1990,377.7
09/04/1990,376.7
10/04/1990,375.2
11/04/1990,374.5
12/04/1990,375.5
13/04/1990,375.5
16/04/1990,375.5
17/04/1990,374.0
18/04/1990,374.8
19/04/1990,375.8
20/04/1990,376.0
23/04/1990,375.3
24/04/1990,376.8
25/04/1990,371.5
26/04/1990,371.6
27/04/1990,371.6
30/04/1990,367.8
01/05/1990,369.5
02/05/1990,369.6
03/05/1990,369.9
04/05/1990,371.3
07/05/1990,371.3
08/05/1990,370.7
09/05/1990,370.3
10/05/1990,371.8
11/05/1990,368.6
14/05/1990,369.0
15/05/1990,367.8
16/05/1990,369.9
17/05/1990,369.2
18/05/1990,369.9
21/05/1990,373.1
22/05/1990,375.1
23/05/1990,364.5
24/05/1990,366.5
25/05/1990,366.5
28/05/1990,366.5
29/05/1990,367.7
30/05/1990,366.4
31/05/1990,363.1
01/06/1990,363.5
04/06/1990,357.1
05/06/1990,358.1
06/06/1990,359.5
07/06/1990,352.8
08/06/1990,353.5
11/06/1990,354.7
12/06/1990,355.8
13/06/1990,350.5
14/06/1990,345.9
15/06/1990,346.9
18/06/1990,349.3
19/06/1990,348.7
20/06/1990,346.9
21/06/1990,349.8
22/06/1990,348.4
25/06/1990,353.4
26/06/1990,349.4
27/06/1990,350.7
28/06/1990,352.3
29/06/1990,352.2
02/07/1990,357.4
03/07/1990,362.0
04/07/1990,362.5
05/07/1990,359.7
06/07/1990,361.2
09/07/1990,360.3
10/07/1990,354.0
11/07/1990,354.3
12/07/1990,351.5
13/07/1990,363.6
16/07/1990,363.3
17/07/1990,360.7
18/07/1990,359.4
19/07/1990,362.3
20/07/1990,361.0
23/07/1990,366.1
24/07/1990,368.7
25/07/1990,372.8
26/07/1990,368.8
27/07/1990,366.8
30/07/1990,367.3
31/07/1990,372.3
01/08/1990,370.7
02/08/1990,380.7
03/08/1990,379.0
06/08/1990,382.3
07/08/1990,383.3
08/08/1990,384.8
09/08/1990,383.6
10/08/1990,389.4
13/08/1990,404.3
14/08/1990,411.5
15/08/1990,398.4
16/08/1990,402.6
17/08/1990,410.6
20/08/1990,407.8
21/08/1990,413.8
22/08/1990,408.8
23/08/1990,412.4
24/08/1990,410.3
27/08/1990,410.3
28/08/1990,388.3
29/08/1990,384.3
30/08/1990,389.8
31/08/1990,387.8
03/09/1990,386.8
04/09/1990,381.4
05/09/1990,383.3
06/09/1990,387.5
07/09/1990,384.6
10/09/1990,384.5
11/09/1990,378.5
12/09/1990,382.1
13/09/1990,382.2
14/09/1990,386.2
17/09/1990,389.4
18/09/1990,386.0
19/09/1990,386.5
20/09/1990,387.0
21/09/1990,389.3
24/09/1990,392.5
25/09/1990,403.8
26/09/1990,402.7
27/09/1990,404.0
28/09/1990,408.4
01/10/1990,396.3
02/10/1990,387.9
03/10/1990,389.4
04/10/1990,395.8
05/10/1990,395.6
08/10/1990,390.8
09/10/1990,397.0
10/10/1990,391.8
11/10/1990,388.0
12/10/1990,388.3
15/10/1990,380.7
16/10/1990,364.8
17/10/1990,366.0
18/10/1990,367.9
19/10/1990,372.0
22/10/1990,367.5
23/10/1990,371.7
24/10/1990,371.1
25/10/1990,375.1
26/10/1990,373.7
29/10/1990,372.7
30/10/1990,373.8
31/10/1990,379.5
01/11/1990,380.4
02/11/1990,377.5
05/11/1990,376.9
06/11/1990,379.3
07/11/1990,385.0
08/11/1990,384.8
09/11/1990,385.7
12/11/1990,380.7
13/11/1990,383.5
14/11/1990,383.9
15/11/1990,378.0
16/11/1990,376.3
19/11/1990,377.8
20/11/1990,380.0
21/11/1990,377.3
22/11/1990,380.0
23/11/1990,383.6
26/11/1990,386.9
27/11/1990,383.8
28/11/1990,385.0
29/11/1990,386.8
30/11/1990,384.9
03/12/1990,380.7
04/12/1990,377.6
05/12/1990,376.0
06/12/1990,370.0
07/12/1990,370.8
10/12/1990,374.1
11/12/1990,372.1
12/12/1990,370.9
13/12/1990,372.0
14/12/1990,373.2
17/12/1990,376.3
18/12/1990,377.4
19/12/1990,378.9
20/12/1990,385.5
21/12/1990,383.8
24/12/1990,383.8
25/12/1990,383.8
26/12/1990,383.8
27/12/1990,382.8
28/12/1990,386.2
31/12/1990,386.2
01/01/1991,386.2
02/01/1991,390.8
03/01/1991,386.3
04/01/1991,387.4
07/01/1991,391.1
08/01/1991,389.7
09/01/1991,387.1
10/01/1991,390.6
11/01/1991,390.6
14/01/1991,398.6
15/01/1991,398.5
16/01/1991,403.0
17/01/1991,379.0
18/01/1991,378.3
21/01/1991,378.2
22/01/1991,381.0
23/01/1991,378.3
24/01/1991,373.0
25/01/1991,374.3
28/01/1991,374.5
29/01/1991,376.8
30/01/1991,367.1
31/01/1991,366.0
01/02/1991,364.5
04/02/1991,367.2
05/02/1991,366.6
06/02/1991,360.8
07/02/1991,363.9
08/02/1991,370.0
11/02/1991,366.9
12/02/1991,364.4
13/02/1991,366.8
14/02/1991,368.2
15/02/1991,365.5
18/02/1991,363.8
19/02/1991,363.0
20/02/1991,364.7
21/02/1991,362.3
22/02/1991,358.8
25/02/1991,357.7
26/02/1991,359.3
27/02/1991,360.0
28/02/1991,362.7
01/03/1991,366.9
04/03/1991,365.5
05/03/1991,364.5
06/03/1991,366.2
07/03/1991,366.5
08/03/1991,368.5
11/03/1991,365.9
12/03/1991,364.3
13/03/1991,366.0
14/03/1991,364.6
15/03/1991,366.0
18/03/1991,362.3
19/03/1991,364.5
20/03/1991,364.5
21/03/1991,362.4
22/03/1991,362.8
25/03/1991,359.3
26/03/1991,356.6
27/03/1991,354.1
28/03/1991,355.7
29/03/1991,355.7
01/04/1991,355.7
02/04/1991,357.5
03/04/1991,359.2
04/04/1991,358.4
05/04/1991,358.5
08/04/1991,361.0
09/04/1991,364.0
10/04/1991,363.4
11/04/1991,361.8
12/04/1991,362.0
15/04/1991,360.1
16/04/1991,361.2
17/04/1991,360.7
18/04/1991,359.2
19/04/1991,356.2
22/04/1991,356.4
23/04/1991,355.5
24/04/1991,355.8
25/04/1991,353.3
26/04/1991,353.3
29/04/1991,351.1
30/04/1991,357.8
01/05/1991,356.5
02/05/1991,354.2
03/05/1991,355.5
06/05/1991,355.5
07/05/1991,356.2
08/05/1991,356.9
09/05/1991,356.9
10/05/1991,356.7
13/05/1991,356.9
14/05/1991,358.0
15/05/1991,359.9
16/05/1991,356.0
17/05/1991,355.1
20/05/1991,355.0
21/05/1991,356.3
22/05/1991,356.8
23/05/1991,354.9
24/05/1991,355.8
27/05/1991,355.8
28/05/1991,355.7
29/05/1991,361.5
30/05/1991,361.1
31/05/1991,360.4
03/06/1991,363.0
04/06/1991,362.4
05/06/1991,362.4
06/06/1991,364.9
07/06/1991,367.0
10/06/1991,372.2
11/06/1991,371.3
12/06/1991,372.0
13/06/1991,369.7
14/06/1991,367.8
17/06/1991,366.8
18/06/1991,370.3
19/06/1991,367.4
20/06/1991,367.6
21/06/1991,366.3
24/06/1991,360.9
25/06/1991,363.4
26/06/1991,366.1
27/06/1991,364.8
28/06/1991,368.4
01/07/1991,368.9
02/07/1991,367.1
03/07/1991,369.3
04/07/1991,369.3
05/07/1991,369.9
08/07/1991,370.3
09/07/1991,369.2
10/07/1991,370.9
11/07/1991,368.3
12/07/1991,367.9
15/07/1991,367.8
16/07/1991,368.7
17/07/1991,368.9
18/07/1991,369.0
19/07/1991,370.0
22/07/1991,369.8
23/07/1991,367.4
24/07/1991,366.0
25/07/1991,364.9
26/07/1991,364.1
29/07/1991,365.1
30/07/1991,361.4
31/07/1991,362.9
01/08/1991,363.4
02/08/1991,357.8
05/08/1991,356.5
06/08/1991,357.0
07/08/1991,356.8
08/08/1991,357.6
09/08/1991,358.2
12/08/1991,358.2
13/08/1991,356.8
14/08/1991,355.9
15/08/1991,358.4
16/08/1991,357.8
19/08/1991,361.2
20/08/1991,353.8
21/08/1991,356.3
22/08/1991,356.2
23/08/1991,353.7
26/08/1991,353.7
27/08/1991,353.8
28/08/1991,354.5
29/08/1991,351.3
30/08/1991,347.4
02/09/1991,348.0
03/09/1991,347.4
04/09/1991,348.7
05/09/1991,347.4
06/09/1991,348.1
09/09/1991,350.6
10/09/1991,351.7
11/09/1991,345.3
12/09/1991,346.1
13/09/1991,344.3
16/09/1991,345.4
17/09/1991,346.2
18/09/1991,348.3
19/09/1991,348.6
20/09/1991,348.6
23/09/1991,349.3
24/09/1991,351.9
25/09/1991,352.8
26/09/1991,351.9
27/09/1991,348.5
30/09/1991,354.9
01/10/1991,354.0
02/10/1991,356.0
03/10/1991,356.8
04/10/1991,356.3
07/10/1991,359.7
08/10/1991,357.6
09/10/1991,357.7
10/10/1991,359.5
11/10/1991,357.8
14/10/1991,358.5
15/10/1991,357.6
16/10/1991,356.6
17/10/1991,358.3
18/10/1991,359.6
21/10/1991,363.8
22/10/1991,362.4
23/10/1991,362.2
24/10/1991,361.0
25/10/1991,362.0
28/10/1991,358.5
29/10/1991,357.4
30/10/1991,359.4
31/10/1991,357.5
01/11/1991,357.8
04/11/1991,356.4
05/11/1991,356.6
06/11/1991,354.5
07/11/1991,354.5
08/11/1991,352.9
11/11/1991,354.9
12/11/1991,354.8
13/11/1991,356.6
14/11/1991,355.9
15/11/1991,355.5
18/11/1991,360.8
19/11/1991,363.0
20/11/1991,362.6
21/11/1991,364.3
22/11/1991,368.0
25/11/1991,369.1
26/11/1991,366.3
27/11/1991,367.1
28/11/1991,366.1
29/11/1991,366.3
02/12/1991,368.4
03/12/1991,362.9
04/12/1991,365.3
05/12/1991,364.8
06/12/1991,367.8
09/12/1991,370.7
10/12/1991,368.1
11/12/1991,366.5
12/12/1991,359.5
13/12/1991,359.1
16/12/1991,359.7
17/12/1991,357.4
18/12/1991,357.9
19/12/1991,358.9
20/12/1991,358.3
23/12/1991,359.7
24/12/1991,359.7
25/12/1991,359.7
26/12/1991,359.7
27/12/1991,353.3
30/12/1991,353.2
31/12/1991,353.2
01/01/1992,353.2
02/01/1992,350.9
03/01/1992,353.0
06/01/1992,349.4
07/01/1992,349.7
08/01/1992,350.6
09/01/1992,351.6
10/01/1992,357.9
13/01/1992,353.9
14/01/1992,353.6
15/01/1992,355.6
16/01/1992,356.8
17/01/1992,355.9
20/01/1992,358.8
21/01/1992,357.8
22/01/1992,356.8
23/01/1992,355.2
24/01/1992,353.3
27/01/1992,356.1
28/01/1992,356.3
29/01/1992,354.9
30/01/1992,356.0
31/01/1992,354.1
03/02/1992,356.4
04/02/1992,356.0
05/02/1992,354.3
06/02/1992,356.0
07/02/1992,356.2
10/02/1992,354.7
11/02/1992,356.0
12/02/1992,357.2
13/02/1992,356.3
14/02/1992,354.1
17/02/1992,354.4
18/02/1992,352.8
19/02/1992,353.2
20/02/1992,353.4
21/02/1992,351.6
24/02/1992,349.8
25/02/1992,350.5
26/02/1992,348.7
27/02/1992,353.8
28/02/1992,353.1
02/03/1992,350.5
03/03/1992,351.4
04/03/1992,350.2
05/03/1992,349.9
06/03/1992,349.4
09/03/1992,348.8
10/03/1992,348.4
11/03/1992,349.0
12/03/1992,347.6
13/03/1992,347.3
16/03/1992,343.0
17/03/1992,339.0
18/03/1992,340.3
19/03/1992,337.8
20/03/1992,338.8
23/03/1992,338.7
24/03/1992,338.4
25/03/1992,341.3
26/03/1992,340.4
27/03/1992,340.5
30/03/1992,343.3
31/03/1992,341.7
01/04/1992,344.0
02/04/1992,340.5
03/04/1992,340.6
06/04/1992,339.3
07/04/1992,338.8
08/04/1992,337.5
09/04/1992,338.5
10/04/1992,341.9
13/04/1992,340.8
14/04/1992,339.0
15/04/1992,339.0
16/04/1992,336.7
17/04/1992,336.7
20/04/1992,336.7
21/04/1992,338.3
22/04/1992,338.1
23/04/1992,338.5
24/04/1992,336.6
27/04/1992,335.7
28/04/1992,336.8
29/04/1992,335.7
30/04/1992,336.4
01/05/1992,337.5
04/05/1992,337.5
05/05/1992,336.8
06/05/1992,336.7
07/05/1992,336.1
08/05/1992,336.9
11/05/1992,336.2
12/05/1992,335.3
13/05/1992,335.2
14/05/1992,336.9
15/05/1992,339.0
18/05/1992,338.9
19/05/1992,339.5
20/05/1992,337.0
21/05/1992,337.3
22/05/1992,337.7
25/05/1992,337.7
26/05/1992,337.9
27/05/1992,338.6
28/05/1992,336.9
29/05/1992,337.5
01/06/1992,336.9
02/06/1992,339.0
03/06/1992,339.9
04/06/1992,338.4
05/06/1992,338.8
08/06/1992,338.7
09/06/1992,337.8
10/06/1992,337.7
11/06/1992,338.3
12/06/1992,339.6
15/06/1992,342.7
16/06/1992,342.4
17/06/1992,342.0
18/06/1992,341.3
19/06/1992,343.6
22/06/1992,342.5
23/06/1992,343.8
24/06/1992,342.3
25/06/1992,343.4
26/06/1992,343.5
29/06/1992,342.0
30/06/1992,343.4
01/07/1992,343.6
02/07/1992,347.1
03/07/1992,345.7
06/07/1992,346.6
07/07/1992,345.6
08/07/1992,347.5
09/07/1992,347.3
10/07/1992,348.7
13/07/1992,348.6
14/07/1992,349.3
15/07/1992,350.9
16/07/1992,353.0
17/07/1992,356.7
20/07/1992,359.3
21/07/1992,358.1
22/07/1992,358.8
23/07/1992,359.5
24/07/1992,357.6
27/07/1992,358.4
28/07/1992,359.6
29/07/1992,356.2
30/07/1992,356.8
31/07/1992,357.9
03/08/1992,354.1
04/08/1992,352.7
05/08/1992,350.8
06/08/1992,348.6
07/08/1992,349.9
10/08/1992,350.4
11/08/1992,348.2
12/08/1992,346.8
13/08/1992,337.3
14/08/1992,335.7
17/08/1992,337.4
18/08/1992,336.1
19/08/1992,338.0
20/08/1992,337.3
21/08/1992,336.9
24/08/1992,342.3
25/08/1992,341.4
26/08/1992,338.5
27/08/1992,339.0
28/08/1992,340.0
31/08/1992,340.0
01/09/1992,341.7
02/09/1992,340.5
03/09/1992,338.9
04/09/1992,342.1
07/09/1992,343.0
08/09/1992,342.2
09/09/1992,343.3
10/09/1992,342.3
11/09/1992,340.0
14/09/1992,346.3
15/09/1992,345.9
16/09/1992,349.0
17/09/1992,348.4
18/09/1992,347.2
21/09/1992,349.1
22/09/1992,349.2
23/09/1992,348.3
24/09/1992,348.3
25/09/1992,349.7
28/09/1992,348.0
29/09/1992,347.5
30/09/1992,349.0
01/10/1992,348.6
02/10/1992,348.0
05/10/1992,349.5
06/10/1992,350.3
07/10/1992,350.2
08/10/1992,350.5
09/10/1992,350.1
12/10/1992,346.5
13/10/1992,343.8
14/10/1992,343.8
15/10/1992,341.9
16/10/1992,341.8
19/10/1992,342.6
20/10/1992,343.5
21/10/1992,343.8
22/10/1992,342.7
23/10/1992,342.5
26/10/1992,341.5
27/10/1992,338.3
28/10/1992,338.2
29/10/1992,339.5
30/10/1992,339.3
02/11/1992,339.5
03/11/1992,338.6
04/11/1992,337.8
05/11/1992,338.1
06/11/1992,337.1
09/11/1992,334.5
10/11/1992,330.4
11/11/1992,331.2
12/11/1992,333.1
13/11/1992,334.4
16/11/1992,335.4
17/11/1992,334.3
18/11/1992,335.1
19/11/1992,334.3
20/11/1992,336.1
23/11/1992,334.1
24/11/1992,334.3
25/11/1992,334.4
26/11/1992,334.7
27/11/1992,334.1
30/11/1992,334.2
01/12/1992,334.7
02/12/1992,335.7
03/12/1992,335.3
04/12/1992,335.6
07/12/1992,334.6
08/12/1992,335.3
09/12/1992,333.5
10/12/1992,333.7
11/12/1992,335.1
14/12/1992,335.2
15/12/1992,334.9
16/12/1992,337.3
17/12/1992,338.7
18/12/1992,337.0
21/12/1992,333.9
22/12/1992,332.6
23/12/1992,333.0
24/12/1992,333.0
25/12/1992,333.0
28/12/1992,333.0
29/12/1992,332.5
30/12/1992,332.9
31/12/1992,332.9
01/01/1993,332.9
04/01/1993,328.3
05/01/1993,328.6
06/01/1993,329.6
07/01/1993,329.2
08/01/1993,329.1
11/01/1993,328.4
12/01/1993,329.2
13/01/1993,327.6
14/01/1993,327.7
15/01/1993,327.7
18/01/1993,328.2
19/01/1993,329.0
20/01/1993,329.0
21/01/1993,329.8
22/01/1993,328.8
25/01/1993,328.5
26/01/1993,330.9
27/01/1993,330.6
28/01/1993,330.0
29/01/1993,330.5
01/02/1993,329.8
02/02/1993,329.7
03/02/1993,328.2
04/02/1993,328.0
05/02/1993,327.8
08/02/1993,328.0
09/02/1993,328.1
10/02/1993,329.9
11/02/1993,332.0
12/02/1993,329.2
15/02/1993,328.6
16/02/1993,329.5
17/02/1993,330.6
18/02/1993,330.0
19/02/1993,330.8
22/02/1993,329.7
23/02/1993,329.6
24/02/1993,329.9
25/02/1993,329.6
26/02/1993,327.6
01/03/1993,328.5
02/03/1993,329.2
03/03/1993,329.6
04/03/1993,328.1
05/03/1993,329.8
08/03/1993,327.5
09/03/1993,327.0
10/03/1993,326.1
11/03/1993,326.9
12/03/1993,327.0
15/03/1993,328.0
16/03/1993,329.0
17/03/1993,328.8
18/03/1993,330.3
19/03/1993,331.7
22/03/1993,332.6
23/03/1993,331.9
24/03/1993,331.0
25/03/1993,332.6
26/03/1993,332.7
29/03/1993,331.7
30/03/1993,334.4
31/03/1993,337.8
01/04/1993,336.4
02/04/1993,340.1
05/04/1993,339.3
06/04/1993,338.4
07/04/1993,336.8
08/04/1993,337.5
09/04/1993,337.5
12/04/1993,337.5
13/04/1993,336.7
14/04/1993,338.3
15/04/1993,338.9
16/04/1993,337.9
19/04/1993,339.6
20/04/1993,339.9
21/04/1993,339.0
22/04/1993,339.3
23/04/1993,344.9
26/04/1993,349.3
27/04/1993,351.4
28/04/1993,349.7
29/04/1993,355.6
30/04/1993,354.3
03/05/1993,354.3
04/05/1993,356.2
05/05/1993,354.3
06/05/1993,355.5
07/05/1993,357.5
10/05/1993,356.8
11/05/1993,355.4
12/05/1993,356.2
13/05/1993,367.0
14/05/1993,368.2
17/05/1993,369.3
18/05/1993,367.8
19/05/1993,381.9
20/05/1993,373.8
21/05/1993,373.3
24/05/1993,379.3
25/05/1993,377.5
26/05/1993,374.5
27/05/1993,374.8
28/05/1993,377.5
31/05/1993,377.5
01/06/1993,377.4
02/06/1993,369.0
03/06/1993,374.7
04/06/1993,377.6
07/06/1993,372.8
08/06/1993,375.3
09/06/1993,371.5
10/06/1993,370.8
11/06/1993,370.4
14/06/1993,363.0
15/06/1993,365.4
16/06/1993,368.0
17/06/1993,369.5
18/06/1993,370.9
21/06/1993,370.6
22/06/1993,368.8
23/06/1993,367.1
24/06/1993,373.9
25/06/1993,376.1
28/06/1993,375.4
29/06/1993,375.4
30/06/1993,378.5
01/07/1993,379.0
02/07/1993,388.1
05/07/1993,387.6
06/07/1993,391.7
07/07/1993,395.8
08/07/1993,395.2
09/07/1993,393.1
12/07/1993,393.4
13/07/1993,392.5
14/07/1993,394.4
15/07/1993,392.7
16/07/1993,392.0
19/07/1993,394.8
20/07/1993,392.1
21/07/1993,392.4
22/07/1993,389.2
23/07/1993,391.3
26/07/1993,391.8
27/07/1993,392.4
28/07/1993,393.2
29/07/1993,394.0
30/07/1993,401.8
02/08/1993,405.6
03/08/1993,403.8
04/08/1993,402.7
05/08/1993,387.8
06/08/1993,379.4
09/08/1993,381.7
10/08/1993,380.4
11/08/1993,376.0
12/08/1993,376.3
13/08/1993,367.6
16/08/1993,372.6
17/08/1993,371.6
18/08/1993,373.7
19/08/1993,373.4
20/08/1993,373.3
23/08/1993,373.1
24/08/1993,373.7
25/08/1993,371.2
26/08/1993,371.3
27/08/1993,369.3
30/08/1993,369.3
31/08/1993,371.6
01/09/1993,369.1
02/09/1993,369.3
03/09/1993,362.8
06/09/1993,364.3
07/09/1993,354.8
08/09/1993,351.8
09/09/1993,353.3
10/09/1993,351.5
13/09/1993,344.2
14/09/1993,343.7
15/09/1993,348.0
16/09/1993,352.8
17/09/1993,351.9
20/09/1993,354.0
21/09/1993,354.8
22/09/1993,354.4
23/09/1993,357.0
24/09/1993,357.6
27/09/1993,356.7
28/09/1993,355.8
29/09/1993,353.2
30/09/1993,355.5
01/10/1993,354.0
04/10/1993,351.8
05/10/1993,353.8
06/10/1993,356.3
07/10/1993,357.3
08/10/1993,358.5
11/10/1993,361.4
12/10/1993,360.6
13/10/1993,366.4
14/10/1993,367.3
15/10/1993,364.6
18/10/1993,365.2
19/10/1993,366.4
20/10/1993,372.5
21/10/1993,374.5
22/10/1993,367.9
25/10/1993,371.5
26/10/1993,368.3
27/10/1993,371.5
28/10/1993,368.6
29/10/1993,369.6
01/11/1993,363.3
02/11/1993,363.0
03/11/1993,363.6
04/11/1993,372.0
05/11/1993,377.8
08/11/1993,375.7
09/11/1993,376.0
10/11/1993,374.9
11/11/1993,376.8
12/11/1993,376.8
15/11/1993,374.7
16/11/1993,375.0
17/11/1993,371.8
18/11/1993,376.8
19/11/1993,377.5
22/11/1993,378.4
23/11/1993,377.6
24/11/1993,376.4
25/11/1993,377.6
26/11/1993,376.9
29/11/1993,371.2
30/11/1993,370.9
01/12/1993,373.1
02/12/1993,374.7
03/12/1993,376.8
06/12/1993,377.0
07/12/1993,376.9
08/12/1993,382.3
09/12/1993,382.5
10/12/1993,382.3
13/12/1993,386.3
14/12/1993,387.0
15/12/1993,385.6
16/12/1993,386.1
17/12/1993,386.5
20/12/1993,389.8
21/12/1993,387.5
22/12/1993,385.7
23/12/1993,385.0
24/12/1993,385.0
27/12/1993,385.0
28/12/1993,385.0
29/12/1993,386.1
30/12/1993,391.8
31/12/1993,391.8
03/01/1994,391.8
04/01/1994,394.1
05/01/1994,395.3
06/01/1994,385.7
07/01/1994,390.5
10/01/1994,383.7
11/01/1994,385.5
12/01/1994,386.1
13/01/1994,388.8
14/01/1994,390.1
17/01/1994,392.3
18/01/1994,392.6
19/01/1994,391.7
20/01/1994,391.8
21/01/1994,386.0
24/01/1994,378.8
25/01/1994,382.0
26/01/1994,383.0
27/01/1994,383.6
28/01/1994,378.3
31/01/1994,377.9
01/02/1994,381.7
02/02/1994,384.7
03/02/1994,385.7
04/02/1994,388.5
07/02/1994,383.5
08/02/1994,380.6
09/02/1994,380.8
10/02/1994,382.5
11/02/1994,381.9
14/02/1994,383.3
15/02/1994,385.0
16/02/1994,383.5
17/02/1994,384.5
18/02/1994,380.0
21/02/1994,380.0
22/02/1994,379.4
23/02/1994,375.8
24/02/1994,376.7
25/02/1994,379.0
28/02/1994,381.6
01/03/1994,381.3
02/03/1994,377.0
03/03/1994,377.7
04/03/1994,376.0
07/03/1994,377.5
08/03/1994,376.1
09/03/1994,375.3
10/03/1994,380.5
11/03/1994,386.7
14/03/1994,386.5
15/03/1994,387.1
16/03/1994,385.5
17/03/1994,383.4
18/03/1994,386.6
21/03/1994,386.5
22/03/1994,389.2
23/03/1994,388.3
24/03/1994,390.4
25/03/1994,391.3
28/03/1994,389.3
29/03/1994,386.8
30/03/1994,387.2
31/03/1994,389.2
01/04/1994,389.2
04/04/1994,389.2
05/04/1994,384.8
06/04/1994,383.9
07/04/1994,384.3
08/04/1994,385.5
11/04/1994,381.8
12/04/1994,378.0
13/04/1994,378.5
14/04/1994,377.7
15/04/1994,377.0
18/04/1994,378.1
19/04/1994,373.1
20/04/1994,371.4
21/04/1994,373.3
22/04/1994,369.7
25/04/1994,373.0
26/04/1994,374.3
27/04/1994,374.3
28/04/1994,373.4
29/04/1994,376.5
02/05/1994,376.5
03/05/1994,375.1
04/05/1994,375.2
05/05/1994,374.5
06/05/1994,373.4
09/05/1994,381.0
10/05/1994,380.2
11/05/1994,380.5
12/05/1994,379.3
13/05/1994,381.7
16/05/1994,379.3
17/05/1994,382.6
18/05/1994,379.6
19/05/1994,383.3
20/05/1994,383.2
23/05/1994,386.5
24/05/1994,388.0
25/05/1994,387.3
26/05/1994,384.9
27/05/1994,385.4
30/05/1994,385.4
31/05/1994,387.6
01/06/1994,386.3
02/06/1994,383.3
03/06/1994,383.0
06/06/1994,378.4
07/06/1994,380.5
08/06/1994,381.5
09/06/1994,382.6
10/06/1994,383.1
13/06/1994,382.6
14/06/1994,383.8
15/06/1994,384.1
16/06/1994,386.9
17/06/1994,387.9
20/06/1994,389.3
21/06/1994,390.3
22/06/1994,392.5
23/06/1994,389.0
24/06/1994,389.9
27/06/1994,389.3
28/06/1994,386.6
29/06/1994,385.5
30/06/1994,388.3
01/07/1994,384.6
04/07/1994,386.6
05/07/1994,387.3
06/07/1994,385.5
07/07/1994,383.0
08/07/1994,383.2
11/07/1994,385.8
12/07/1994,386.3
13/07/1994,384.7
14/07/1994,384.2
15/07/1994,384.9
18/07/1994,386.5
19/07/1994,384.7
20/07/1994,387.5
21/07/1994,385.9
22/07/1994,384.0
25/07/1994,385.0
26/07/1994,386.2
27/07/1994,388.6
28/07/1994,387.1
29/07/1994,384.0
01/08/1994,383.9
02/08/1994,380.0
03/08/1994,378.5
04/08/1994,377.5
05/08/1994,378.3
08/08/1994,377.6
09/08/1994,378.7
10/08/1994,378.3
11/08/1994,377.6
12/08/1994,378.2
15/08/1994,376.6
16/08/1994,376.3
17/08/1994,377.2
18/08/1994,380.7
19/08/1994,381.8
22/08/1994,382.6
23/08/1994,381.4
24/08/1994,383.9
25/08/1994,383.3
