,uniform,onlystocks,sixtyforty,riskparity,benchmark
2011-06-17,-0.047114848173808066,-0.4989841243235341,-0.06838795069997694,-0.020104991522592264,-0.11844529977781215
2011-06-20,-0.04656113288954,-0.4936063538164117,-0.06445565439037626,-0.019092049623096075,-0.11368111327621955
2011-06-21,-0.04010943647431209,-0.47993962426931625,-0.04925541821962265,-0.014206725345644933,-0.10168914906181903
2011-06-22,-0.029442353151106104,-0.486660811436594,-0.04789154562659548,-0.006182348738089316,-0.1074583436035389
2011-06-23,-0.05212725980110733,-0.48960536133405663,-0.05181246735896872,-0.010406058414286767,-0.10998338219229997
2011-06-24,-0.07382720153378353,-0.5016154920278006,-0.0779169837391338,-0.024332133541219325,-0.12041870647560704
2011-06-27,-0.08437795110227242,-0.49249810423697504,-0.07667611069275138,-0.035479411080761136,-0.11234093653359001
2011-06-28,-0.07784522458575838,-0.47917267478145764,-0.06819420562715683,-0.037413127346345165,-0.10065541205395867
2011-06-29,-0.06853873804214483,-0.4704466784190602,-0.06110987024713921,-0.03692350314532389,-0.09308837568420181
2011-06-30,-0.06819910042676769,-0.45976855686666096,-0.05254597128924354,-0.03719529791609355,-0.08391153079271851
2011-07-01,-0.06740268875789157,-0.44409725090507657,-0.03258995766683226,-0.0291492336214747,-0.07059155918666149
2011-07-04,-0.0645195686229203,-0.44409725090507657,-0.03258995766683226,-0.027689607242059266,-0.07059155918666149
2011-07-05,-0.05080570596513134,-0.44559191420351063,-0.02951308879528547,-0.020805450122866387,-0.07180505030533268
2011-07-06,-0.05022105905607166,-0.44410660263505375,-0.03134944098277115,-0.02060259968813971,-0.07052622124505559
2011-07-07,-0.02314554738813146,-0.432471433376007,-0.005425192958214864,-2.195689870465589e-05,-0.060765025235619885
2011-07-08,-0.01536958772197583,-0.44041193676836154,-0.0034500857780553895,0.0,-0.06729832541469016
2011-07-11,-0.020088806874243303,-0.460682482569694,-0.0228111389350677,-0.0033598448365064204,-0.08415253329927563
2011-07-12,-0.01591297390874058,-0.46549853833212795,-0.026034120218603518,-0.0020307968952432143,-0.0882057827541507
