,uniform,onlystocks,sixtyforty,riskparity,benchmark
GLD,0.2,0.0,0.0,0.1598515098087576,0.0
COM,0.2,0.0,0.0,0.12449807997760429,0.0
SP500TR,0.2,1.0,0.6,0.2992859134179428,0.0
LTB,0.2,0.0,0.2,0.058168132106905926,0.0
ITB,0.2,0.0,0.2,0.35819636468878946,0.0
